idcolumna,idconsulta,codusu,vercolumna,orden,ancho,guidConsulta
2462,112,0,0,0,100,e152e12b-016b-44f6-bb5e-c4d629253707
2462,232,0,0,0,100,9dfa0b1a-a9cb-4a71-b8f7-a09545a088a7
2462,397,0,0,0,100,87d50ec4-f703-49ab-91cd-c6814674c229
2462,398,0,0,0,100,e62f0415-9b8f-4462-98f4-c03b51e7887d
2463,222,0,0,10,100,c61d2d5a-79e9-4b5e-8cea-cb83a31acb4a
2463,367,0,0,10,100,3b8e4718-c904-4116-9dbb-61e993a95a24
2464,222,0,0,0,100,c61d2d5a-79e9-4b5e-8cea-cb83a31acb4a
2464,367,0,0,0,100,3b8e4718-c904-4116-9dbb-61e993a95a24
2466,241,0,0,0,100,a7a668a1-eb1f-46f7-9e24-8ce00b00db28
2466,366,0,0,0,100,d77c9a34-8972-41eb-be00-104e8004848b
2467,241,0,0,0,100,a7a668a1-eb1f-46f7-9e24-8ce00b00db28
2467,366,0,0,0,100,d77c9a34-8972-41eb-be00-104e8004848b
2468,241,0,0,0,100,a7a668a1-eb1f-46f7-9e24-8ce00b00db28
2468,366,0,0,0,100,d77c9a34-8972-41eb-be00-104e8004848b
2469,27,0,0,32,100,30533fd9-dbd6-4e0a-b6dd-27c3613e6ccb
2469,111,0,0,32,100,68b53edc-4df1-4725-bec6-d1c823321387
2469,112,0,0,32,100,e152e12b-016b-44f6-bb5e-c4d629253707
2469,199,0,0,43,100,524803d3-bb03-4dc0-b16e-01a590c60b96
2469,232,0,0,32,100,9dfa0b1a-a9cb-4a71-b8f7-a09545a088a7
2469,318,0,0,32,100,30533fd9-dbd6-4e0a-b6dd-27c3613e6ccb
2469,324,0,0,46,100,a8a0c63d-2cb1-49d5-9b49-35a8102bbaca
2469,397,0,0,32,100,87d50ec4-f703-49ab-91cd-c6814674c229
2469,398,0,0,32,100,e62f0415-9b8f-4462-98f4-c03b51e7887d
2471,222,0,0,0,100,c61d2d5a-79e9-4b5e-8cea-cb83a31acb4a
2471,367,0,0,0,100,3b8e4718-c904-4116-9dbb-61e993a95a24
2472,222,0,0,0,100,c61d2d5a-79e9-4b5e-8cea-cb83a31acb4a
2472,367,0,0,0,100,3b8e4718-c904-4116-9dbb-61e993a95a24
2476,222,0,0,72,150,c61d2d5a-79e9-4b5e-8cea-cb83a31acb4a
2476,367,0,0,72,150,3b8e4718-c904-4116-9dbb-61e993a95a24
2478,222,0,0,63,100,c61d2d5a-79e9-4b5e-8cea-cb83a31acb4a
2478,367,0,0,63,100,3b8e4718-c904-4116-9dbb-61e993a95a24
2479,82,0,0,79,150,fb2e091e-0c6b-41a6-942f-260cbab665d4
2479,83,0,0,79,150,0a8c2a32-ad41-4966-a766-a4bc728183c0
2479,84,0,0,79,150,d27f4e2e-2264-4e26-8583-1b17732387b3
2479,85,0,0,79,150,c2b328fa-0bfa-43cc-b575-856c7e1b052d
2479,241,0,0,66,150,a7a668a1-eb1f-46f7-9e24-8ce00b00db28
2479,362,0,0,79,150,5fb2df9a-83e8-47ab-9991-6c15d785a6e3
2479,363,0,0,79,150,f6b89b5b-98d6-46d3-a658-0d93f1426e94
2479,364,0,0,79,150,525f7f3c-c554-44ef-a6cd-2d01a93a501b
2479,365,0,0,79,150,f5b7c07f-ce21-476e-bebe-52046e18db3d
2479,366,0,0,66,150,d77c9a34-8972-41eb-be00-104e8004848b
2645,82,0,0,24,150,fb2e091e-0c6b-41a6-942f-260cbab665d4
2645,241,0,0,0,100,a7a668a1-eb1f-46f7-9e24-8ce00b00db28
2645,362,0,0,24,150,5fb2df9a-83e8-47ab-9991-6c15d785a6e3
2645,366,0,0,0,100,d77c9a34-8972-41eb-be00-104e8004848b
2646,195,0,0,42,150,8fd39256-9116-4e05-a075-3438cde1b8a3
2646,204,0,0,28,150,8fd39256-9116-4e05-a075-3438cde1b8a3
2646,205,0,0,28,150,8fd39256-9116-4e05-a075-3438cde1b8a3
2646,361,0,0,42,150,62070ccd-6e32-40f8-aa64-84b5e91f8292
2647,222,0,0,57,100,c61d2d5a-79e9-4b5e-8cea-cb83a31acb4a
2647,367,0,0,57,100,3b8e4718-c904-4116-9dbb-61e993a95a24
2648,222,0,0,56,100,c61d2d5a-79e9-4b5e-8cea-cb83a31acb4a
2648,367,0,0,56,100,3b8e4718-c904-4116-9dbb-61e993a95a24
2649,222,0,0,45,100,c61d2d5a-79e9-4b5e-8cea-cb83a31acb4a
2649,367,0,0,45,100,3b8e4718-c904-4116-9dbb-61e993a95a24
2650,196,0,0,14,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2650,369,0,0,14,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2651,196,0,1,5,325,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2651,369,0,1,5,325,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2652,196,0,0,16,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2652,369,0,0,16,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2653,196,0,0,21,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2653,369,0,0,21,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2654,196,0,1,7,611,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2654,369,0,1,7,611,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2655,196,0,0,26,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2655,369,0,0,26,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2656,196,0,0,27,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2656,369,0,0,27,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2657,196,0,0,30,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2657,369,0,0,30,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2658,196,0,0,31,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2658,369,0,0,31,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2659,196,0,0,25,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2659,369,0,0,25,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2660,196,0,1,0,83,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2660,369,0,1,0,83,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2661,196,0,0,28,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2661,369,0,0,28,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2662,196,0,1,4,120,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2662,369,0,1,4,120,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2663,196,0,1,2,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2663,369,0,1,2,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2664,196,0,0,8,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2664,369,0,0,8,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2665,196,0,1,1,315,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2665,369,0,1,1,315,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2666,196,0,0,35,250,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2666,369,0,0,35,250,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2667,196,0,0,36,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2667,369,0,0,36,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2668,196,0,0,37,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2668,369,0,0,37,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2669,196,0,0,38,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2669,369,0,0,38,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2670,196,0,0,40,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2670,369,0,0,40,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2671,196,0,1,3,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2671,369,0,1,3,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2672,196,0,0,43,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2672,369,0,0,43,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2673,196,0,0,44,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2673,369,0,0,44,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2674,196,0,1,6,250,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2674,369,0,1,6,250,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2675,196,0,0,49,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2675,369,0,0,49,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2676,196,0,0,44,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2676,369,0,0,44,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2677,196,0,0,57,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2677,369,0,0,57,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2678,196,0,0,16,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2678,369,0,0,16,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2679,196,0,0,17,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2679,369,0,0,17,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2680,196,0,0,18,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2680,369,0,0,18,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2681,196,0,0,19,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2681,369,0,0,19,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2682,196,0,0,47,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2682,369,0,0,47,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2683,196,0,0,61,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2683,369,0,0,61,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2684,196,0,0,56,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2684,369,0,0,56,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2685,196,0,0,32,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2685,369,0,0,32,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2686,196,0,0,24,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2686,369,0,0,24,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2687,196,0,0,20,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2687,369,0,0,20,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2688,196,0,0,46,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2688,369,0,0,46,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2689,196,0,0,32,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2689,369,0,0,32,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2690,196,0,0,41,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2690,369,0,0,41,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2691,196,0,0,11,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2691,369,0,0,11,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2692,196,0,0,12,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2692,369,0,0,12,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2693,196,0,0,13,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2693,369,0,0,13,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2694,196,0,0,14,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2694,369,0,0,14,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2695,196,0,0,15,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2695,369,0,0,15,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2696,196,0,0,0,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2696,369,0,0,0,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2697,196,0,0,0,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2697,369,0,0,0,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2698,196,0,0,0,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2698,369,0,0,0,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2699,196,0,0,0,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2699,369,0,0,0,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2700,196,0,0,0,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2700,369,0,0,0,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2701,196,0,0,0,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2701,369,0,0,0,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2702,196,0,0,0,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2702,369,0,0,0,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2703,196,0,0,0,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2703,369,0,0,0,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2704,196,0,0,0,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2704,369,0,0,0,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2705,196,0,0,0,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2705,369,0,0,0,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2706,196,0,0,0,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2706,369,0,0,0,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2707,196,0,0,0,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2707,369,0,0,0,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2708,196,0,0,0,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2708,369,0,0,0,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2709,196,0,0,0,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2709,369,0,0,0,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2710,196,0,0,0,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2710,369,0,0,0,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2711,196,0,0,0,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2711,369,0,0,0,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2712,196,0,0,0,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2712,369,0,0,0,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2713,196,0,0,0,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2713,369,0,0,0,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2714,196,0,0,0,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2714,369,0,0,0,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2715,196,0,0,0,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2715,369,0,0,0,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2716,196,0,0,0,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2716,369,0,0,0,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2717,196,0,0,0,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2717,369,0,0,0,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2718,196,0,0,0,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2718,369,0,0,0,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2719,196,0,0,0,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2719,369,0,0,0,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2720,196,0,0,0,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2720,369,0,0,0,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2721,196,0,0,0,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2721,369,0,0,0,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2722,196,0,0,0,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2722,369,0,0,0,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2723,196,0,0,0,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2723,369,0,0,0,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2724,196,0,0,0,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2724,369,0,0,0,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2725,196,0,0,0,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2725,369,0,0,0,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2726,196,0,0,0,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2726,369,0,0,0,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2727,196,0,0,0,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2727,369,0,0,0,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2728,196,0,0,0,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2728,369,0,0,0,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2729,196,0,0,0,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2729,369,0,0,0,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2730,196,0,0,0,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2730,369,0,0,0,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2731,196,0,0,0,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2731,369,0,0,0,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2732,196,0,0,0,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2732,369,0,0,0,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2733,196,0,0,0,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2733,369,0,0,0,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2734,196,0,0,0,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2734,369,0,0,0,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2735,196,0,0,0,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2735,369,0,0,0,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2736,196,0,0,0,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2736,369,0,0,0,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2737,196,0,0,0,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2737,369,0,0,0,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2738,196,0,0,0,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2738,369,0,0,0,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2739,196,0,0,0,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2739,369,0,0,0,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2740,196,0,0,0,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2740,369,0,0,0,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2741,196,0,0,0,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2741,369,0,0,0,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2742,196,0,0,0,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2742,369,0,0,0,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2743,196,0,0,0,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2743,369,0,0,0,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2744,196,0,0,9,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2744,369,0,0,9,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2745,196,0,0,10,150,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2745,369,0,0,10,150,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2746,196,0,0,15,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2746,369,0,0,15,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2747,196,0,0,17,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2747,369,0,0,17,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2748,196,0,0,18,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2748,369,0,0,18,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2749,196,0,0,19,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2749,369,0,0,19,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2750,196,0,0,20,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2750,369,0,0,20,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2751,196,0,0,22,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2751,369,0,0,22,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2752,196,0,0,23,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2752,369,0,0,23,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2753,196,0,0,24,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2753,369,0,0,24,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2754,196,0,0,33,120,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2754,369,0,0,33,120,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2755,196,0,0,34,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2755,369,0,0,34,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2756,196,0,0,39,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2756,369,0,0,39,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2757,196,0,0,41,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2757,369,0,0,41,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2758,196,0,0,42,150,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2758,369,0,0,42,150,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2759,196,0,0,45,100,eddf9e92-22ac-41dc-a30d-b5a30319f9fc
2759,369,0,0,45,100,4c0641e2-f134-493f-b7bc-8cd1e6157a64
2761,30,0,0,36,100,b1361a62-f465-4aaf-b34b-513859ec2039
2761,164,0,0,0,100,13acab30-6e89-4c2e-8e56-b1176bd707af
2761,165,0,0,0,100,87b8ecdb-6699-44c4-acb0-1ab66f6fde8c
2761,167,0,0,0,100,b134deb1-37fc-438f-8ec2-bb73aabd479a
2761,193,0,0,62,100,89499b42-49fd-4f7f-ad73-4c3b5c54417f
2761,233,0,0,0,100,1c6e28d9-6c06-46d1-ba7d-83a55ead57d8
2761,332,0,0,62,100,6fa54ccb-74b3-4f9d-92cb-31383107f2d7
2761,401,0,0,0,100,1e45741d-8763-4859-9ebc-ca7e3bdfc187
2762,30,0,0,37,100,b1361a62-f465-4aaf-b34b-513859ec2039
2762,164,0,0,0,100,13acab30-6e89-4c2e-8e56-b1176bd707af
2762,165,0,0,0,100,87b8ecdb-6699-44c4-acb0-1ab66f6fde8c
2762,167,0,0,0,100,b134deb1-37fc-438f-8ec2-bb73aabd479a
2762,193,0,0,12,100,89499b42-49fd-4f7f-ad73-4c3b5c54417f
2762,233,0,0,0,100,1c6e28d9-6c06-46d1-ba7d-83a55ead57d8
2762,332,0,0,12,100,6fa54ccb-74b3-4f9d-92cb-31383107f2d7
2762,401,0,0,0,100,1e45741d-8763-4859-9ebc-ca7e3bdfc187
2763,193,0,0,39,100,89499b42-49fd-4f7f-ad73-4c3b5c54417f
2763,332,0,0,39,100,6fa54ccb-74b3-4f9d-92cb-31383107f2d7
2764,193,0,0,41,100,89499b42-49fd-4f7f-ad73-4c3b5c54417f
2764,332,0,0,41,100,6fa54ccb-74b3-4f9d-92cb-31383107f2d7
2765,193,0,0,38,200,89499b42-49fd-4f7f-ad73-4c3b5c54417f
2765,332,0,0,38,200,6fa54ccb-74b3-4f9d-92cb-31383107f2d7
2766,30,0,0,19,200,b1361a62-f465-4aaf-b34b-513859ec2039
2766,164,0,0,0,100,13acab30-6e89-4c2e-8e56-b1176bd707af
2766,165,0,0,0,100,87b8ecdb-6699-44c4-acb0-1ab66f6fde8c
2766,167,0,0,0,100,b134deb1-37fc-438f-8ec2-bb73aabd479a
2766,193,0,0,61,100,89499b42-49fd-4f7f-ad73-4c3b5c54417f
2766,233,0,0,0,100,1c6e28d9-6c06-46d1-ba7d-83a55ead57d8
2766,332,0,0,61,100,6fa54ccb-74b3-4f9d-92cb-31383107f2d7
2766,401,0,0,0,100,1e45741d-8763-4859-9ebc-ca7e3bdfc187
2767,193,0,0,22,200,89499b42-49fd-4f7f-ad73-4c3b5c54417f
2767,332,0,0,22,200,6fa54ccb-74b3-4f9d-92cb-31383107f2d7
2768,62,0,1,28,150,673b100a-d807-42d9-80db-e05d3bfd9ffd
2768,63,0,1,29,150,53388fbe-d761-4464-a503-a59f89baaa4f
2768,65,0,1,29,150,522aefda-e555-4449-bd87-044a3f231392
2768,66,0,1,29,100,6cd3e82d-78d9-46ab-ae37-7b440d614d95
2768,342,0,1,28,150,b75786ca-69c0-4c15-87bc-7636be7b5ffa
2768,343,0,1,29,150,322e304c-2790-4d6d-844c-9d9e059aa49c
2768,345,0,1,29,150,f95aa422-6ade-4d41-9fa7-bc746ac966a9
2768,346,0,1,29,100,49ac0b16-f133-458f-9be8-aef58d89033f
2769,62,0,1,29,150,673b100a-d807-42d9-80db-e05d3bfd9ffd
2769,63,0,1,30,150,53388fbe-d761-4464-a503-a59f89baaa4f
2769,65,0,1,30,150,522aefda-e555-4449-bd87-044a3f231392
2769,66,0,1,30,100,6cd3e82d-78d9-46ab-ae37-7b440d614d95
2769,342,0,1,29,150,b75786ca-69c0-4c15-87bc-7636be7b5ffa
2769,343,0,1,30,150,322e304c-2790-4d6d-844c-9d9e059aa49c
2769,345,0,1,30,150,f95aa422-6ade-4d41-9fa7-bc746ac966a9
2769,346,0,1,30,100,49ac0b16-f133-458f-9be8-aef58d89033f
2770,62,0,1,31,150,673b100a-d807-42d9-80db-e05d3bfd9ffd
2770,63,0,1,31,150,53388fbe-d761-4464-a503-a59f89baaa4f
2770,65,0,1,31,150,522aefda-e555-4449-bd87-044a3f231392
2770,66,0,1,31,100,6cd3e82d-78d9-46ab-ae37-7b440d614d95
2770,342,0,1,31,150,b75786ca-69c0-4c15-87bc-7636be7b5ffa
2770,343,0,1,31,150,322e304c-2790-4d6d-844c-9d9e059aa49c
2770,345,0,1,31,150,f95aa422-6ade-4d41-9fa7-bc746ac966a9
2770,346,0,1,31,100,49ac0b16-f133-458f-9be8-aef58d89033f
2771,62,0,1,32,150,673b100a-d807-42d9-80db-e05d3bfd9ffd
2771,63,0,1,32,150,53388fbe-d761-4464-a503-a59f89baaa4f
2771,65,0,1,32,150,522aefda-e555-4449-bd87-044a3f231392
2771,66,0,1,32,100,6cd3e82d-78d9-46ab-ae37-7b440d614d95
2771,342,0,1,32,150,b75786ca-69c0-4c15-87bc-7636be7b5ffa
2771,343,0,1,32,150,322e304c-2790-4d6d-844c-9d9e059aa49c
2771,345,0,1,32,150,f95aa422-6ade-4d41-9fa7-bc746ac966a9
2771,346,0,1,32,100,49ac0b16-f133-458f-9be8-aef58d89033f
