Documento,Orden,Etiqueta,EtiquetaPerso,Codigo,version,camponuevo,etiquetanueva
Expedientes,0,F.Nac.Lesionado2EXPED,F.Nac.Lesionado2EXPED,1089,,lesionad_fechanac__2,Lesionados_Fecha_Nacimiento
Expedientes,0,PoblacionLesionado3EXPED,PoblacionLesionado3EXPED,1098,,lesionad_poblacion__3,Lesionados_Población
Expedientes,0,PoblacionLesionado4EXPED,PoblacionLesionado4EXPED,1099,,lesionad_poblacion__4,Lesionados_Población
Expedientes,0,CPostalLesionado1EXPED,CPostalLesionado1EXPED,1100,,lesionad_cpostal__1,Lesionados_Código_Postal
Expedientes,0,CPostalLesionado3EXPED,CPostalLesionado3EXPED,1102,,lesionad_cpostal__3,Lesionados_Código_Postal
Expedientes,0,CPostalLesionado4EXPED,CPostalLesionado4EXPED,1103,,lesionad_cpostal__4,Lesionados_Código_Postal
Expedientes,0,ProvinciaLesionado1EXPED,ProvinciaLesionado1EXPED,1104,,lesionad_provincia__1,Lesionados_Provincia
Expedientes,0,ProvinciaLesionado3EXPED,ProvinciaLesionado3EXPED,1106,,lesionad_provincia__3,Lesionados_Provincia
Expedientes,0,ProvinciaLesionado4EXPED,ProvinciaLesionado4EXPED,1107,,lesionad_provincia__4,Lesionados_Provincia
Expedientes,0,CiaReclamacion1EXPED,CiaReclamacion1EXPED,1068,,seguros_ciareclamacion__1,Seguros_Reclamación
Expedientes,0,CiaReclamacion2EXPED,CiaReclamacion2EXPED,1069,,seguros_ciareclamacion__2,Seguros_Reclamación
Expedientes,0,CiaReclamacion3EXPED,CiaReclamacion3EXPED,1070,,seguros_ciareclamacion__3,Seguros_Reclamación
Expedientes,0,CiaReclamacion4EXPED,CiaReclamacion4EXPED,1071,,seguros_ciareclamacion__4,Seguros_Reclamación
Expedientes,0,CíaTelefono1EXPED,CíaTelefono1EXPED,1060,,seguros_ciatelefono__1,Seguros_Teléfono
Expedientes,0,CíaTelefono2EXPED,CíaTelefono2EXPED,1061,,seguros_ciatelefono__2,Seguros_Teléfono
Expedientes,0,CíaTelefono3EXPED,CíaTelefono3EXPED,1062,,seguros_ciatelefono__3,Seguros_Teléfono
Expedientes,0,CíaTelefono4EXPED,CíaTelefono4EXPED,1063,,seguros_ciatelefono__4,Seguros_Teléfono
Expedientes,0,CiaTelefono1EXPED,CiaTelefono1EXPED,1060,,seguros_ciatelefono__1,Seguros_Teléfono
Expedientes,0,CiaTelefono2EXPED,CiaTelefono2EXPED,1061,,seguros_ciatelefono__2,Seguros_Teléfono
Expedientes,0,CiaTelefono3EXPED,CiaTelefono3EXPED,1062,,seguros_ciatelefono__3,Seguros_Teléfono
Expedientes,0,CiaTelefono4EXPED,CiaTelefono4EXPED,1063,,seguros_ciatelefono__4,Seguros_Teléfono
Expedientes,0,DescripcionEXPED,DescripcionEXPED,1361,,expedien_descripcion,General_Expedientes_Descripcion
Facturas,0,SerieFACTU,SerieFACTU,5068,,facturas_serie,General_Facturas_Serie
Expedientes,0,TipoPlazoUltActuacionEXPED,TipoPlazoUltActuacionEXPED,1362,,,
Clientes,0,TipoPlazoUltActuacionCLI,TipoPlazoUltActuacionCLI,8105,,segcli_tipo;,Historial_Tipo;
Expedientes,0,DescripciónEXPED,DescripciónEXPED,1361, ,expedien_descripcion,General_Expedientes_Descripcion
Comunes,10,ClienteContrarioEXPED,ClienteContrarioEXPED,82,,,
Expedientes,0,FechaResolucionEXPED,FechaResolucionEXPED,1052,p,segexp_dfecharesolucion,Historial_Fecha_de_Resolucion
Expedientes,0,NumColegiadoProcuradorContrarioEXPED,NumColegiadoProcuradorContrarioEXPED,1053,p,proccont_numcolegiado__1,Procuradores_Contrarios_numcolegiado
Expedientes,0,Teléfono2Colaborador2EXPED,Teléfono2Colaborador2EXPED,645,,colabora_telefono2__2,Colaboradores_Telefono2
Expedientes,0,Actuacion-NotasEXPED,Actuacion-NotasEXPED,482,,segexp_dfechaact;segexp_sactuacion;segexp_notas;,Historial_Fecha_de_Actuacion;Historial_Actuacion;Historial_Notas;
Expedientes,0,FaxProcuradorPropio2EXPED,FaxProcuradorPropio2EXPED,400,,procpro_sfaxpro__2,Procuradores_Propios_Fax
Expedientes,0,ClientePropio4EXPED,ClientePropio4EXPED,85,,clientes_snombrecli__4,Clientes_Nombre
Expedientes,0,ConceptoRecobroEXPED,ConceptoRecobroEXPED,487,,recobros_concepto__1,Recobros_Concepto
Expedientes,0,DirecciónProcuradorPropio3EXPED,DirecciónProcuradorPropio3EXPED,274,,procpro_sdomiciliopro__3,Procuradores_Propios_Domicilio
Expedientes,0,EmailAbogadoContrario2EXPED,EmailAbogadoContrario2EXPED,284,,abogcont_email__2,Abogados_Contrarios_Correo_Electronico
Expedientes,0,EmailProcuradorContrario2EXPED,EmailProcuradorContrario2EXPED,304,,proccont_email__2,Procuradores_Contrarios_Correo_Electroni
Comunes,18,TipoProcedimientoEXPED,TipoProcedimientoEXPED,227,,,
Comunes,22,ActuacionEXPED,ActuacionEXPED,76,,,
Expedientes,0,NumColegiadoProcuradorContrario2EXPED,NumColegiadoProcuradorContrario2EXPED,1054,p,proccont_numcolegiado__2,Procuradores_Contrarios_numcolegiado
Expedientes,0,TeléfonoColaborador4EXPED,TeléfonoColaborador4EXPED,362,,colabora_stelefonocol__4,Colaboradores_Telefono1
Expedientes,0,NumPoliza2EXPED,NumPoliza2EXPED,550,,seguros_numpoliza__2,Seguros_Número_Póliza
Expedientes,0,NumSiniestro3EXPED,NumSiniestro3EXPED,554,,seguros_numsiniestro__3,Seguros_Número_Siniestro
Expedientes,0,Teléfono2OrganismoEXPED,Teléfono2OrganismoEXPED,654,,organism_telefono2__1,Organismos_Telefono2
Expedientes,0,EmailClienteContrario4EXPED,EmailClienteContrario4EXPED,290,,cliecont_email__4,Contrarios_Correo_Electronico
Expedientes,0,FaxColaborador4EXPED,FaxColaborador4EXPED,414,,colabora_sfaxcol__4,Colaboradores_Fax
Expedientes,0,EmailAbogadoContrario3EXPED,EmailAbogadoContrario3EXPED,285,,abogcont_email__3,Abogados_Contrarios_Correo_Electronico
Expedientes,0,CPostalProcuradorPropio4EXPED,CPostalProcuradorPropio4EXPED,271,,procpro_scodpostalpro__4,Procuradores_Propios_Codigo_Postal
Expedientes,0,DirecciónClienteContrario4EXPED,DirecciónClienteContrario4EXPED,261,,cliecont_domicilio__4,Contrarios_Domicilio
Expedientes,0,DirecciónColaborador3EXPED,DirecciónColaborador3EXPED,130,,colabora_sdomiciliocol__3,Colaboradores_Domicilio
Expedientes,0,FaxAbogadoContrario2EXPED,FaxAbogadoContrario2EXPED,396,,abogcont_sfaxabo__2,Abogados_Contrarios_Fax
Expedientes,0,FechaActuacionEXPED,FechaActuacionEXPED,424,,segexp_dfechaact;,Historial_Fecha_de_Actuacion;
Expedientes,0,MovilProcuradorPropio2EXPED,MovilProcuradorPropio2EXPED,535,,procpro_smovilpro__2,Procuradores_Propios_Movil
Expedientes,0,MovilProcuradorPropio3EXPED,MovilProcuradorPropio3EXPED,536,,procpro_smovilpro__3,Procuradores_Propios_Movil
Expedientes,0,ObservacionSegur3EXPED,ObservacionSegur3EXPED,740,,seguros_observaciones__3,Seguros_Observaciones
Expedientes,0,Organismo3EXPED,Organismo3EXPED,160,,organism_nombre__3,Organismos_Nombre
Expedientes,0,PagWebClientePropio2EXPED,PagWebClientePropio2EXPED,635,,clientes_pagweb__2,Clientes_Pagina_Web
Expedientes,0,HoraUltActuacionEXPED,HoraUltActuacionEXPED,457,,,
Expedientes,0,PagWebColaborador3EXPED,PagWebColaborador3EXPED,650,,colabora_pagweb__3,Colaboradores_Pagina_Web
Expedientes,0,Teléfono3ClienteContrario3EXPED,Teléfono3ClienteContrario3EXPED,625,,cliecont_telefono3__3,Contrarios_Telefono3
Expedientes,0,CPostalJuzgado3EXPED,CPostalJuzgado3EXPED,564,,juzgado_codpostal__3,Juzgados_Codigo_Postal
Expedientes,0,ProvinciaProcuradorContrario3EXPED,ProvinciaProcuradorContrario3EXPED,217,,proccont_sprovinciapro__3,Procuradores_Contrarios_Provincia
Expedientes,0,Teléfono2Colaborador4EXPED,Teléfono2Colaborador4EXPED,651,,colabora_telefono2__4,Colaboradores_Telefono2
Expedientes,0,Teléfono3ProcuradorContrario2EXPED,Teléfono3ProcuradorContrario2EXPED,670,,proccont_telefono3__2,Procuradores_Contrarios_Telefono3
Expedientes,1,PersoNum1EXPED,PersoNum1EXPED,703,,expedien_personum1,General_Expedientes_PersoNum1
Expedientes,0,CPostalAbogadoContrario4EXPED,CPostalAbogadoContrario4EXPED,93,,abogcont_scodpostalabo__4,Abogados_Contrarios_Codigo_Postal
Expedientes,0,EmailColaborador4EXPED,EmailColaborador4EXPED,298,,colabora_email__4,Colaboradores_Correo_Electronico
Expedientes,0,FaseProcedimiento2EXPED,FaseProcedimiento2EXPED,469,,,
Comunes,17,TipoAsuntoEXPED,TipoAsuntoEXPED,226,,,
Expedientes,0,TipoCuentasEXPED,TipoCuentasEXPED,445,,,
Expedientes,0,PoblaciónJuzgado1EXPED,PoblaciónJuzgado1EXPED,472,,juzgado_poblacionjuz__1,Juzgados_Poblacion
Expedientes,0,ProvinciaProcuradorContrario2EXPED,ProvinciaProcuradorContrario2EXPED,216,,proccont_sprovinciapro__2,Procuradores_Contrarios_Provincia
Expedientes,0,Teléfono2ClientePropio4EXPED,Teléfono2ClientePropio4EXPED,639,,clientes_telefono2__4,Clientes_Telefono_2
Expedientes,0,PoblaciónJuzgado2EXPED,PoblaciónJuzgado2EXPED,473,,juzgado_poblacionjuz__2,Juzgados_Poblacion
Expedientes,0,ProvinciaAbogadoContrario2EXPED,ProvinciaAbogadoContrario2EXPED,196,,abogcont_sprovinciaabo__2,Abogados_Contrarios_Provincia
Expedientes,0,ProvinciaClientePropioEXPED,ProvinciaClientePropioEXPED,207,,clientes_sprovinciacli__1,Clientes_Provincia
Expedientes,0,ProvinciaOrganismo3EXPED,ProvinciaOrganismo3EXPED,213,,organism_provincia__3,Organismos_Provincia
Expedientes,0,Teléfono2ClientePropioEXPED,Teléfono2ClientePropioEXPED,630,,clientes_telefono2__1,Clientes_Telefono_2
Expedientes,1,Perso90EXPED,Perso90EXPED,742,,expedien_perso90,General_Expedientes_Perso90
Expedientes,1,Perso92EXPED,Perso92EXPED,744,,expedien_perso92,General_Expedientes_Perso92
Expedientes,0,Asegurado2EXPED,Asegurado2EXPED,547,,seguros_asegurado__2,Seguros_Asegurado
Expedientes,0,CPostalProcuradorContrarioEXPED,CPostalProcuradorContrarioEXPED,114,,proccont_scodpostalpro__1,Procuradores_Contrarios_Codigo_Postal
Expedientes,0,DirecciónOrganismo4EXPED,DirecciónOrganismo4EXPED,135,,organism_domicilio__4,Organismos_Domicilio
Expedientes,0,Lesionado4EXPED,Lesionado4EXPED,729,,lesionad_lesionado__4,Lesionados_Nombre
Expedientes,0,PagWebOrganismo4EXPED,PagWebOrganismo4EXPED,665,,organism_pagweb__4,Organismos_Pagina_Web
Expedientes,0,ProvinciaJuzgado1EXPED,ProvinciaJuzgado1EXPED,566,,juzgado_provincia__1,Juzgados_Provincia
Expedientes,0,PagWebClienteContrario3EXPED,PagWebClienteContrario3EXPED,626,,cliecont_pagweb__3,Contrarios_Pagina_Web
Expedientes,0,AbogadoContrario2EXPED,AbogadoContrario2EXPED,72,,abogcont_snombreabo__2,Abogados_Contrarios_Nombre
Expedientes,0,TeléfonoProcuradorContrario3EXPED,TeléfonoProcuradorContrario3EXPED,369,,proccont_stelefonopro__3,Procuradores_Contrarios_Telefono1
Expedientes,1,Perso9EXPED,Perso9EXPED,698,,expedien_perso9,General_Expedientes_Perso9
Expedientes,0,DirecciónClientePropio3EXPED,DirecciónClientePropio3EXPED,126,,clientes_sdomiciliocli__3,Clientes_Domicilio
Expedientes,0,Descrip-Impor-CuentasEXPED,Descrip-Impor-CuentasEXPED,543,,cuenexpe_dFecha;cuenexpe_sDescripcion;cuenexpe_fEntradasEuro;cuenexpe_fSalidasEuro;,Cuentas_Fecha;Cuentas_Descripcion;Cuentas_Entradas_Euros;Cuentas_Salidas_Euros;
Expedientes,0,EmailClienteContrarioEXPED,EmailClienteContrarioEXPED,287,,cliecont_email__1,Contrarios_Correo_Electronico
Expedientes,0,AbogadoContrario3EXPED,AbogadoContrario3EXPED,73,,abogcont_snombreabo__3,Abogados_Contrarios_Nombre
Expedientes,0,Asegurado1EXPED,Asegurado1EXPED,490,,seguros_asegurado__1,Seguros_Asegurado
Expedientes,0,ClienteContrario3EXPED,ClienteContrario3EXPED,80,,cliecont_snombreclicon__3,Contrarios_Nombre
Expedientes,0,CPostalClienteContrarioEXPED,CPostalClienteContrarioEXPED,98,,cliecont_codpostal__1,Contrarios_Codigo_Postal
Expedientes,0,CPostalClientePropio3EXPED,CPostalClientePropio3EXPED,100,,clientes_scodpostalcli__3,Clientes_Codigo_Postal
Comunes,7,FaxClientePropioEXPED,FaxClientePropioEXPED,411,,,
Expedientes,0,CPostalJuzgado1EXPED,CPostalJuzgado1EXPED,562,,juzgado_codpostal__1,Juzgados_Codigo_Postal
Expedientes,0,DirecciónJuzgado1EXPED,DirecciónJuzgado1EXPED,478,,juzgado_direccion__1,Juzgados_Direccion
Expedientes,0,TeléfonoClientePropio3EXPED,TeléfonoClientePropio3EXPED,357,,clientes_stelefonocli__3,Clientes_Telefono_1
Expedientes,0,TeléfonoProcuradorContrario4EXPED,TeléfonoProcuradorContrario4EXPED,370,,proccont_stelefonopro__4,Procuradores_Contrarios_Telefono1
Expedientes,0,PoblaciónClienteContrario4EXPED,PoblaciónClienteContrario4EXPED,264,,cliecont_poblacion__4,Contrarios_Poblacion
Comunes,8,PagWebClientePropioEXPED,PagWebClientePropioEXPED,632,,,
Expedientes,0,NifClienteContrarioEXPED,NifClienteContrarioEXPED,150,,cliecont_nifclicon__1,Contrarios_NIF/CIF
Expedientes,0,PagWebProcuradorContrario2EXPED,PagWebProcuradorContrario2EXPED,671,,proccont_pagweb__2,Procuradores_Contrarios_Pagina_Web
Expedientes,0,ProvinciaAbogadoContrarioEXPED,ProvinciaAbogadoContrarioEXPED,199,,abogcont_sprovinciaabo__1,Abogados_Contrarios_Provincia
Expedientes,0,RefProcuradorPropioEXPED,RefProcuradorPropioEXPED,339,,,
Comunes,0,ClientePropioEXPED,ClientePropioEXPED,86,,,
Expedientes,0,ColaboradorEXPED,ColaboradorEXPED,90,,colabora_snombrecol__1,Colaboradores_Nombre
Expedientes,0,PagWebColaboradorEXPED,PagWebColaboradorEXPED,644,,colabora_pagweb__1,Colaboradores_Pagina_Web
Expedientes,0,ProvinciaClientePropio2EXPED,ProvinciaClientePropio2EXPED,204,,clientes_sprovinciacli__2,Clientes_Provincia
Expedientes,0,TeléfonoColaboradorEXPED,TeléfonoColaboradorEXPED,359,,colabora_stelefonocol__1,Colaboradores_Telefono1
Expedientes,0,TeléfonoProcuradorPropio4EXPED,TeléfonoProcuradorPropio4EXPED,346,,procpro_stelefonopro__4,Procuradores_Propios_Telefono1
Expedientes,0,TipoAsuntoEXPED,TipoAsuntoEXPED,226,,tipoasun_tipoasunto,Tipo_de_Asunto_Tipo_de_Asunto
Expedientes,0,CuantiaInteresesEXPED,CuantiaInteresesEXPED,539,,expedien_intereses,General_Expedientes_Intereses
Expedientes,0,Matricula1EXPED,Matricula1EXPED,491,,seguros_matricula__1,Seguros_Matrícula
Comunes,14,JuzgadoEXPED,JuzgadoEXPED,146,,,
Expedientes,0,MovilAbogadoContrario2EXPED,MovilAbogadoContrario2EXPED,515,,abogcont_smovilabo__2,Abogados_Contrarios_Movil
Expedientes,0,PagWebAbogadoContrario4EXPED,PagWebAbogadoContrario4EXPED,617,,abogcont_pagweb__4,Abogados_Contrarios_Pagina_Web
Expedientes,0,DirecciónClienteContrario3EXPED,DirecciónClienteContrario3EXPED,260,,cliecont_domicilio__3,Contrarios_Domicilio
Expedientes,0,CPostalAbogadoContrario3EXPED,CPostalAbogadoContrario3EXPED,92,,abogcont_scodpostalabo__3,Abogados_Contrarios_Codigo_Postal
Expedientes,0,CPostalClienteContrario3EXPED,CPostalClienteContrario3EXPED,96,,cliecont_codpostal__3,Contrarios_Codigo_Postal
Expedientes,0,CPostalClienteContrario4EXPED,CPostalClienteContrario4EXPED,97,,cliecont_codpostal__4,Contrarios_Codigo_Postal
Expedientes,0,DirecciónAbogadoContrario4EXPED,DirecciónAbogadoContrario4EXPED,122,,abogcont_sdomicilioabo__4,Abogados_Contrarios_Domicilio
Expedientes,0,DirecciónOrganismo2EXPED,DirecciónOrganismo2EXPED,133,,organism_domicilio__2,Organismos_Domicilio
Expedientes,0,EmailAbogadoContrarioEXPED,EmailAbogadoContrarioEXPED,283,,abogcont_email__1,Abogados_Contrarios_Correo_Electronico
Expedientes,0,EmailClienteContrario3EXPED,EmailClienteContrario3EXPED,289,,cliecont_email__3,Contrarios_Correo_Electronico
Expedientes,0,EmailColaborador2EXPED,EmailColaborador2EXPED,296,,colabora_email__2,Colaboradores_Correo_Electronico
Expedientes,0,EmailProcuradorPropio3EXPED,EmailProcuradorPropio3EXPED,309,,procpro_email__3,Procuradores_Propios_Correo_Electronico
Comunes,13,ColaboradorEXPED,ColaboradorEXPED,90,,,
Expedientes,0,Teléfono3Colaborador2EXPED,Teléfono3Colaborador2EXPED,646,,colabora_telefono3__2,Colaboradores_Telefono3
Expedientes,0,Asegurado4EXPED,Asegurado4EXPED,549,,seguros_asegurado__4,Seguros_Asegurado
Expedientes,0,DirecciónAbogadoContrario3EXPED,DirecciónAbogadoContrario3EXPED,121,,abogcont_sdomicilioabo__3,Abogados_Contrarios_Domicilio
Expedientes,0,FechaSiniestroEXPED,FechaSiniestroEXPED,502,,,
Expedientes,0,PagWebColaborador4EXPED,PagWebColaborador4EXPED,653,,colabora_pagweb__4,Colaboradores_Pagina_Web
Expedientes,0,CuantiaTotalEXPED,CuantiaTotalEXPED,541,,,
Expedientes,0,DirecciónColaborador4EXPED,DirecciónColaborador4EXPED,131,,colabora_sdomiciliocol__4,Colaboradores_Domicilio
Expedientes,0,DirecciónProcuradorPropio2EXPED,DirecciónProcuradorPropio2EXPED,273,,procpro_sdomiciliopro__2,Procuradores_Propios_Domicilio
Expedientes,0,EmbargoEXPED,EmbargoEXPED,485,,,
Expedientes,0,FaxProcuradorContrario4EXPED,FaxProcuradorContrario4EXPED,422,,proccont_sfaxpro__4,Procuradores_Contrarios_Fax
Expedientes,0,NifClientePropio4EXPED,NifClientePropio4EXPED,153,,clientes_snifcli__4,Clientes_NIF/CIF
Expedientes,0,NotasActuacionEXPED,NotasActuacionEXPED,279,,segexp_dfechaact;segexp_sactuacion;segexp_notas;,Historial_Fecha_de_Actuacion;Historial_Actuacion;«Historial_Notas;
Expedientes,0,ObservacionSegur1EXPED,ObservacionSegur1EXPED,738,,seguros_observaciones__1,Seguros_Observaciones
Expedientes,0,PagWebProcuradorPropio2EXPED,PagWebProcuradorPropio2EXPED,683,,procpro_pagweb__2,Procuradores_Propios_Pagina_Web
Expedientes,0,TipoProcedimientoEXPED,TipoProcedimientoEXPED,227,,procedi_procedimiento,Tipo_de_Procedimiento_Tipo_de_Procedimie
Expedientes,0,NotasContrario4EXPED,NotasContrario4EXPED,733,,cliecont_notas__4,Contrarios_Notas
Expedientes,0,OrganismoEXPED,OrganismoEXPED,158,,organism_nombre__1,Organismos_Nombre
Expedientes,0,FaseProcedimiento4EXPED,FaseProcedimiento4EXPED,471,,,
Expedientes,0,EmailClientePropio4EXPED,EmailClientePropio4EXPED,294,,clientes_email__4,Clientes_Correo_Electronico
Expedientes,0,FaseProcedimientoEXPED,FaseProcedimientoEXPED,459,,expedien_faseproc,General_Expedientes_Fase_del_Procedimien
Expedientes,0,PagWebAbogadoContrario2EXPED,PagWebAbogadoContrario2EXPED,611,,abogcont_pagweb__2,Abogados_Contrarios_Pagina_Web
Expedientes,0,ProcuradorContrario2EXPED,ProcuradorContrario2EXPED,188,,proccont_snombrepro__2,Procuradores_Contrarios_Nombre
Expedientes,0,ProcuradorPropio4EXPED,ProcuradorPropio4EXPED,194,,procpro_snombrepro__4,Procuradores_Propios_Nombre
Expedientes,1,Perso2EXPED,Perso2EXPED,691,,expedien_perso2,General_Expedientes_Perso2
Expedientes,1,PersoNum5EXPED,PersoNum5EXPED,707,,expedien_personum5,General_Expedientes_PersoNum5
Comunes,2,CPostalClientePropioEXPED,CPostalClientePropioEXPED,102,,,
Expedientes,0,Cía.Seguros3EXPED,Cía.Seguros3EXPED,560,,seguros_ciaseguros__3,Seguros_Compañía_Seguros
Expedientes,0,ClientePropio3EXPED,ClientePropio3EXPED,84,,clientes_snombrecli__3,Clientes_Nombre
Expedientes,0,DirecciónOrganismo3EXPED,DirecciónOrganismo3EXPED,134,,organism_domicilio__3,Organismos_Domicilio
Expedientes,0,DirecciónClientePropio2EXPED,DirecciónClientePropio2EXPED,125,,clientes_sdomiciliocli__2,Clientes_Domicilio
Expedientes,0,Teléfono3ProcuradorContrario4EXPED,Teléfono3ProcuradorContrario4EXPED,676,,proccont_telefono3__4,Procuradores_Contrarios_Telefono3
Expedientes,0,NifClientePropioEXPED,NifClientePropioEXPED,154,,clientes_snifcli__1,Clientes_NIF/CIF
Expedientes,0,Núm.Asunto1EXPED,Núm.Asunto1EXPED,464,,,
Expedientes,0,PoblaciónProcuradorContrarioEXPED,PoblaciónProcuradorContrarioEXPED,183,,proccont_spoblacionpro__1,Procuradores_Contrarios_Poblacion
Expedientes,0,ProvinciaColaboradorEXPED,ProvinciaColaboradorEXPED,211,,colabora_sprovinciacol__1,Colaboradores_Provincia
Expedientes,0,Teléfono2ProcuradorContrario4EXPED,Teléfono2ProcuradorContrario4EXPED,675,,proccont_telefono2__4,Procuradores_Contrarios_Telefono2
Expedientes,0,Teléfono3Organismo2EXPED,Teléfono3Organismo2EXPED,658,,organism_telefono3__2,Organismos_Telefono3
Expedientes,0,Teléfono3ProcuradorPropio3EXPED,Teléfono3ProcuradorPropio3EXPED,685,,procpro_telefono3__3,Procuradores_Propios_Telefono3
Expedientes,1,Perso98EXPED,Perso98EXPED,750,,expedien_perso98,General_Expedientes_Perso98
Expedientes,1,Perso99EXPED,Perso99EXPED,751,,expedien_perso99,General_Expedientes_Perso99
Expedientes,1,PersoNum4EXPED,PersoNum4EXPED,706,,expedien_personum4,General_Expedientes_PersoNum4
Expedientes,0,ClientePropio2EXPED,ClientePropio2EXPED,83,,clientes_snombrecli__2,Clientes_Nombre
Expedientes,0,CPostalClienteContrario2EXPED,CPostalClienteContrario2EXPED,95,,cliecont_codpostal__2,Contrarios_Codigo_Postal
Expedientes,0,ImporteRecobroEXPED,ImporteRecobroEXPED,488, ,recobros_entrada__1,Recobros_Entrada
Comunes,24,ÚltimaActuaciónEXPED,ÚltimaActuaciónEXPED,432,,,
Expedientes,0,Teléfono2ClienteContrario4EXPED,Teléfono2ClienteContrario4EXPED,627,,cliecont_telefono2__4,Contrarios_Telefono2
Expedientes,0,Teléfono2ClientePropio3EXPED,Teléfono2ClientePropio3EXPED,636,,clientes_telefono2__3,Clientes_Telefono_2
Expedientes,0,ProvinciaProcuradorPropio4EXPED,ProvinciaProcuradorPropio4EXPED,222,,procpro_sprovinciapro__4,Procuradores_Propios_Provincia
Expedientes,1,Perso94EXPED,Perso94EXPED,746,,expedien_perso94,General_Expedientes_Perso94
Expedientes,0,CPostalColaboradorEXPED,CPostalColaboradorEXPED,106,,colabora_scodpostalcol__1,Colaboradores_Codigo_Postal
Expedientes,0,CPostalProcuradorPropio3EXPED,CPostalProcuradorPropio3EXPED,270,,procpro_scodpostalpro__3,Procuradores_Propios_Codigo_Postal
Expedientes,0,CPostalAbogadoContrarioEXPED,CPostalAbogadoContrarioEXPED,94,,abogcont_scodpostalabo__1,Abogados_Contrarios_Codigo_Postal
Expedientes,0,DescripcionCtasPreviasEXPED,DescripcionCtasPreviasEXPED,493,,previexp_sdescripcion,Previas_Descripcion
Expedientes,0,RefProcuradorPropio2EXPED,RefProcuradorPropio2EXPED,340,,,
Expedientes,0,Teléfono3ProcuradorPropio4EXPED,Teléfono3ProcuradorPropio4EXPED,688,,procpro_telefono3__4,Procuradores_Propios_Telefono3
Expedientes,0,TeléfonoAbogadoContrario3EXPED,TeléfonoAbogadoContrario3EXPED,349,,abogcont_stelefonoabo__3,Abogados_Contrarios_Telefono1
Expedientes,0,TeléfonoOrganismoEXPED,TeléfonoOrganismoEXPED,363,,organism_telefono__1,Organismos_Telefono1
Expedientes,0,ProvinciaOrganismoEXPED,ProvinciaOrganismoEXPED,215,,organism_provincia__1,Organismos_Provincia
Expedientes,0,ObservacionSegur2EXPED,ObservacionSegur2EXPED,739,,seguros_observaciones__2,Seguros_Observaciones
Expedientes,0,PoblaciónColaborador2EXPED,PoblaciónColaborador2EXPED,171,,colabora_spoblacioncol__2,Colaboradores_Poblacion
Expedientes,0,PropietarioSegur1EXPED,PropietarioSegur1EXPED,734,,seguros_propietario__1,Seguros_Propietario
Expedientes,0,ProvinciaClientePropio3EXPED,ProvinciaClientePropio3EXPED,205,,clientes_sprovinciacli__3,Clientes_Provincia
Expedientes,0,ProvinciaJuzgado3EXPED,ProvinciaJuzgado3EXPED,568,,juzgado_provincia__3,Juzgados_Provincia
Expedientes,0,ProvinciaOrganismo2EXPED,ProvinciaOrganismo2EXPED,212,,organism_provincia__2,Organismos_Provincia
Comunes,4,ProvinciaClientePropioEXPED,ProvinciaClientePropioEXPED,207,,,
Expedientes,0,PagWebClienteContrario2EXPED,PagWebClienteContrario2EXPED,623,,cliecont_pagweb__2,Contrarios_Pagina_Web
Expedientes,0,PoblaciónJuzgadoEXPED,PoblaciónJuzgadoEXPED,175,,juzgado_poblacionjuz__1,Juzgados_Poblacion
Expedientes,0,ReferenciaClienteEXPED,ReferenciaClienteEXPED,224,,expedien_srefcliente,General_Expedientes_Referencia_Cliente
Comunes,23,FechaUltActuacionEXPED,FechaUltActuacionEXPED,455,,expedien_ultactufechaact,General_Expedientes_Fecha_Ult_Actu
Expedientes,0,Teléfono3ClientePropio2EXPED,Teléfono3ClientePropio2EXPED,634,,clientes_telefono3__2,Clientes_Telefono_3
Expedientes,0,Teléfono3ClientePropio3EXPED,Teléfono3ClientePropio3EXPED,637,,clientes_telefono3__3,Clientes_Telefono_3
Expedientes,0,Teléfono3ProcuradorContrarioEXPED,Teléfono3ProcuradorContrarioEXPED,667,,proccont_telefono3__1,Procuradores_Contrarios_Telefono3
Expedientes,0,Teléfono3ProcuradorPropioEXPED,Teléfono3ProcuradorPropioEXPED,679,,procpro_telefono3__1,Procuradores_Propios_Telefono3
Expedientes,0,TeléfonoAbogadoContrario2EXPED,TeléfonoAbogadoContrario2EXPED,348,,abogcont_stelefonoabo__2,Abogados_Contrarios_Telefono1
Expedientes,0,TeléfonoClientePropio4EXPED,TeléfonoClientePropio4EXPED,358,,clientes_stelefonocli__4,Clientes_Telefono_1
Expedientes,0,TeléfonoProcuradorPropio3EXPED,TeléfonoProcuradorPropio3EXPED,345,,procpro_stelefonopro__3,Procuradores_Propios_Telefono1
Expedientes,0,DirecciónProcuradorContrario3EXPED,DirecciónProcuradorContrario3EXPED,138,,proccont_sdomiciliopro__3,Procuradores_Contrarios_Domicilio
Clientes,0,FechaAvisoCLIE,FechaAvisoCLIE,8102,,segcli_dfechaavi;,Historial_Fecha_de_Aviso;
Expedientes,0,JuzgadoEXPED,JuzgadoEXPED,146,,juzgado_juzgado__1,Juzgados_Nombre
Expedientes,0,ProvinciaProcuradorPropioEXPED,ProvinciaProcuradorPropioEXPED,223,,procpro_sprovinciapro__1,Procuradores_Propios_Provincia
Expedientes,1,Perso8EXPED,Perso8EXPED,697,,expedien_perso8,General_Expedientes_Perso8
