id,seccion,etiqueta,valor
1199,FormFinanciadores,Cliperso78,perso78
1200,FormFinanciadores,Cliperso77,perso77
1201,FormFinanciadores,Cliperso76,perso76
1202,FormFinanciadores,Cliperso75,perso75
1203,FormFinanciadores,Cliperso74,perso74
1204,FormFinanciadores,Clipersofecha8,persofecha8
1205,FormTerceraEdad,CliTitulo,Clientes
1206,FormTerceraEdad,CliTitulo2,Cliente
1207,FormTerceraEdad,CliAmpliada,Otros Datos
1208,FormTerceraEdad,CliPestaña1,Otros Datos 2
1209,FormTerceraEdad,CliPestaña2,Otros Datos 3
1210,FormTerceraEdad,CliNie,NIE
1211,FormTerceraEdad,CliPasaporte,Pasaporte
1212,FormTerceraEdad,CliTarjetaresidencia,Tarjeta de residencia
1213,FormTerceraEdad,CliCampo21,Campo Libre 1
1214,FormTerceraEdad,CliCampo22,Campo Libre 2
1215,FormTerceraEdad,CliCampo23,Campo Libre 3
1216,FormTerceraEdad,CliCampo24,Campo Libre 5
1217,FormTerceraEdad,CliOrigen,Origen
1218,FormTerceraEdad,CliZona,Zona
1219,FormTerceraEdad,CliEmpresa,Empresa
1220,FormTerceraEdad,CliDepartamento,Departamento
1221,FormTerceraEdad,CliCargo,Cargo
1222,FormTerceraEdad,Clinumempleados,Número Empleados
1223,FormTerceraEdad,CliSector,Sector
1224,FormTerceraEdad,CliFechanacimiento,Fecha Nacimiento
1225,FormTerceraEdad,CliFechapermiso,Fecha Permiso Conducir
1226,FormTerceraEdad,CliCampoFecha9,Campo Fecha Libre 1
1227,FormTerceraEdad,CliCampoFecha10,Campo Fecha Libre 2
1228,FormTerceraEdad,CliCampoFecha11,Campo Fecha Libre 3
1229,FormTerceraEdad,CliCampoFecha12,Campo Fecha Libre 4
1230,FormTerceraEdad,CliCampofecha13,Campo Fecha Libre 5
1231,FormTerceraEdad,CliNotas,Notas
1232,FormTerceraEdad,CliNotas1,Notas1
1233,FormTerceraEdad,CliNotas2,Notas2
1234,FormTerceraEdad,CliNotas3,Notas3
1235,FormTerceraEdad,CliNotas4,Notas4
1236,FormTerceraEdad,CliNotas5,Notas5
1237,FormTerceraEdad,CliEstado2,Estado 2
1238,FormTerceraEdad,CliEstado3,Estado 3
1239,FormTerceraEdad,CliEstado4,Estado 4
1240,FormTerceraEdad,CliNombre,Nombre
1241,FormTerceraEdad,CliTelefono,Teléfono 1
1242,FormTerceraEdad,CliTelefono2,Teléfono 2
1243,FormTerceraEdad,CliTelefono3,Teléfono 3
1244,FormTerceraEdad,CliFax,Fax
1245,FormTerceraEdad,CliNif,NIF
1246,FormTerceraEdad,CliCampo1,campo1
1247,FormTerceraEdad,CliCampo2,campo2
1248,FormTerceraEdad,CliCampo3,campo3
1249,FormTerceraEdad,CliCampo4,campo4
1250,FormTerceraEdad,CliCampo5,campo5
1251,FormTerceraEdad,CliCampo6,campo6
1252,FormTerceraEdad,CliCampo7,campo7
1253,FormTerceraEdad,CliCampo8,campo8
1254,FormTerceraEdad,CliCampo9,campo9
1255,FormTerceraEdad,CliCampo10,campo10
1256,FormTerceraEdad,CliCampo11,Campo11
1257,FormTerceraEdad,CliCampo12,campo12
1258,FormTerceraEdad,CliCampo13,campo13
1259,FormTerceraEdad,CliCampo14,campo14
1260,FormTerceraEdad,CliCampo15,Campo15
1261,FormTerceraEdad,CliCampo16,Campo16
1262,FormTerceraEdad,CliCampo17,Campo17
1263,FormTerceraEdad,CliCampo18,Campo18
1264,FormTerceraEdad,CliCampo19,Campo19
1265,FormTerceraEdad,CliCampo20,Campo20
1266,FormTerceraEdad,CliCampoFecha1,campofecha1
1267,FormTerceraEdad,CliCampoFecha2,campofecha2
1268,FormTerceraEdad,CliCampoFecha3,campofecha3
1269,FormTerceraEdad,CliCampoFecha4,campofecha4
1270,FormTerceraEdad,CliCampoFecha5,Fecha5
1271,FormTerceraEdad,CliCampoFecha6,Fecha6
1272,FormTerceraEdad,CliCampoFecha7,Fecha7
1273,FormTerceraEdad,CliCampoFecha8,Fecha8
1274,FormTerceraEdad,Cliperso83,perso83
1275,FormTerceraEdad,Cliperso84,perso84
1276,FormTerceraEdad,Cliperso85,perso85
1277,FormTerceraEdad,Cliperso86,perso86
1278,FormTerceraEdad,Cliperso87,perso87
1279,FormTerceraEdad,Cliperso88,perso88
1280,FormTerceraEdad,Clipersofecha2,persofecha2
1281,FormTerceraEdad,Clipersofecha3,persofecha3
1282,FormTerceraEdad,Clipersofecha4,persofecha4
1283,FormTerceraEdad,Clipersofecha5,persofecha5
1284,FormTerceraEdad,Clipersofecha9,persofecha9
1285,FormTerceraEdad,Clipersofecha7,persofecha7
1286,FormTerceraEdad,Clipersofecha6,persofecha6
1287,FormTerceraEdad,Cliperso79,perso79
1288,FormTerceraEdad,Cliperso78,perso78
1289,FormTerceraEdad,Cliperso77,perso77
1290,FormTerceraEdad,Cliperso76,perso76
1291,FormTerceraEdad,Cliperso75,perso75
1292,FormTerceraEdad,Cliperso74,perso74
1293,FormTerceraEdad,Clipersofecha8,persofecha8
1294,FormExpPral,Titulo,Expedientes
1295,FormExpPral,Titulo2,Expediente
1296,FormExpPral,ExpAmpliada,Otros Datos
1297,FormExpPral,Expcampo21,Etiqueta Editable
1298,FormExpPral,Expcampo22,Etiqueta Editable
1299,FormExpPral,Expcampo23,Etiqueta Editable
1300,FormExpPral,Expcampo24,Campo Libre 4
1301,FormExpPral,Expcampo25,Campo Libre 5
1302,FormExpPral,Expcampo26,Campo Libre 6
1303,FormExpPral,Expcampo27,Campo Libre 7
1304,FormExpPral,Expcampo28,Etiqueta Editable
1305,FormExpPral,Expcampo29,Etiqueta Editable
1306,FormExpPral,Expcampo30,Etiqueta Editable
1307,FormExpPral,Expcampo31,Campo Libre 11
1308,FormExpPral,Expcampo32,Campo Libre 12
1309,FormExpPral,Expcampo33,Campo Libre 13
1310,FormExpPral,Expcampo34,Campo Libre 14
1311,FormExpPral,Expcampofecha13,Etiqueta Editable
1312,FormExpPral,Expcampofecha14,Etiqueta Editable
1313,FormExpPral,Expcampofecha15,Etiqueta Editable
1314,FormExpPral,Expcampofecha16,Campo Fecha Libre 4
1315,FormExpPral,Expcampofecha17,Campo Fecha Libre 5
1316,FormExpPral,Expcampofecha18,Campo Fecha Libre 6
1317,FormExpPral,Expcampofecha19,Campo Fecha Libre 7
1318,FormExpPral,ExpNotas,Notas
1319,FormExpPral,ExpNotas1,Notas
1320,FormExpPral,ExpNotas2,Notas2
1321,FormExpPral,ExpNotas3,Notas3
1322,FormExpPral,ExpNotas4,Notas4
1323,FormExpPral,ExpNotas5,Notas5
1324,FormExpPral,ExpPestaña1,Pestaña 1
1325,FormExpPral,ExpPestaña2,Pestaña 2
1326,FormExpPral,ExpPestaña3,Otros Datos 1 Expediente
1327,FormExpPral,ExpPestaña4,Otros Datos 2 Expediente
1328,FormExpPral,ExpPestaña5,Otros Datos 3 Expediente
1329,FormExpPral,ExpPestaña6,Otros Datos 4 Expediente
1330,FormExpPral,ExpPestaña7,Datos Perso
1331,FormExpPral,ExpCampo1,Campo Libre
1332,FormExpPral,ExpCampo2,Campo Libre
1333,FormExpPral,ExpCampo3,Campo Libre
1334,FormExpPral,ExpCampo4,Campo Libre
1335,FormExpPral,ExpCampo5,Campo Libre
1336,FormExpPral,ExpCampo6,Campo Libre
1337,FormExpPral,ExpCampo7,Campo Libre
1338,FormExpPral,ExpCampo8,Campo Libre
1339,FormExpPral,ExpCampo9,Campo Libre
1340,FormExpPral,ExpCampo10,Campo Libre
1341,FormExpPral,ExpCampo11,Campo Libre
1342,FormExpPral,ExpCampo12,Campo Libre
1343,FormExpPral,ExpCampo13,Campo Libre
1344,FormExpPral,ExpCampo14,Campo Libre
1345,FormExpPral,ExpCampo15,Campo Libre
1346,FormExpPral,ExpCampo16,Estado Civil
1347,FormExpPral,ExpCampo17,Campo Libre
1348,FormExpPral,ExpCampo18,Campo Libre
1349,FormExpPral,ExpCampo19,Campo Libre
1350,FormExpPral,ExpCampo20,Campo Libre
1351,FormExpPral,ExpCampoFecha1,Campo Fecha Libre
1352,FormExpPral,ExpCampoFecha2,Campo Fecha Libre
1353,FormExpPral,ExpCampoFecha3,Campo Fecha Libre
1354,FormExpPral,ExpCampoFecha4,Campo Fecha Libre
1355,FormExpPral,ExpCampoFecha5,Campo Fecha Libre
1356,FormExpPral,ExpCampoFecha6,Campo Fecha Libre
1357,FormExpPral,ExpCampoFecha7,Campo Fecha Libre
1358,FormExpPral,ExpCampoFecha8,Campo Fecha Libre
1359,FormExpPral,ExpPestañaEmp,Emplazamientos/Fechas
1360,FormExpPral,ExpDir,Dirección
1361,FormExpPral,ExpPob,Población
1362,FormExpPral,ExpMun,Municipio
1363,FormExpPral,ExpCp,Código Postal
1364,FormExpPral,ExpProv,Provincia
1365,FormExpPral,ExpPais,País
1366,FormExpPral,Expfencargo,Fecha Encargo
1367,FormExpPral,Expfvisado,Fecha Visado Colegial
1368,FormExpPral,Expflicencia,Fecha Licencia de Obras
1369,FormExpPral,Expfcomienzo,Fecha Comienzo de Obras
1370,FormExpPral,Expffinal,Fecha Final de Obras
1371,FormExpPral,Expfcierre,Fecha Cierre de Obra
1372,FormExpPral,ExpcostefinArq,Coste Final
1373,FormExpPral,Label140,Emplazamiento
1374,FormExpPral,Label146,Fechas
1375,FormExpPral,Label135,Otros Datos
1376,FormExpPral,ExpInf,Datos Personalizados
1377,FormExpPral,Expcampotipo1,Número Máximo
1378,FormExpPral,Expcampotipo2,Campo 2
1379,FormExpPral,Expcampotipo3,Campo 3
1380,FormExpPral,Expcampotipo4,Categoría
1381,FormExpPral,Expcampotipo5,Modalidad
1382,FormExpPral,Expcampotipo6,Campo Tipo 3
1383,FormExpPral,Expcampotipo7,Comentarios
1384,FormExpPral,Expcampofechatipo1,Fecha Inicio
1385,FormExpPral,Expcampofechatipo2,Fecha fin
1386,FormExpPral,Expcampofechatipo3,Campo Fecha 3
1387,FormExpPral,ExpCuantiaPral,Cuantía Principal
1388,FormExpPral,ExpInter,Intereses
1389,FormExpPral,ExpCostas,Costas
1390,FormExpPral,ExpCuantiaTotal,Cuantía Total
1391,FormExpPral,ExpRefCli,Ref. Expediente
1392,FormExpPral,ExpNumExp,Núm. Expediente
1393,FormExpPral,ExpRefProp,Ref. Propia
1394,FormExpPral,ExpDescripcionExp,Descripción Expediente
1395,FormExpPral,ExpActual,Expedientes Abiertos
1396,FormPer1,TituloFormPerX,Inmuebles
1397,FormPer1,Perso1FormPerX,Descripción
1398,FormPer1,Perso2FormPerX,NIF/CIF
1399,FormPer1,Perso3FormPerX,Teléfono 1
1400,FormPer1,Perso4FormPerX,Fax
1401,FormPer1,Perso5FormPerX,C.C.C. Inmueble
1402,FormPer1,Perso6FormPerX,Dirección
1403,FormPer1,Perso7FormPerX,Población
1404,FormPer1,Perso8FormPerX,Código Postal
1405,FormPer1,Perso9FormPerX,Provincia
1406,FormPer1,Perso10FormPerX,Nacionalidad
1407,FormPer1,Perso11FormPerX,Teléfono 2
1408,FormPer1,Perso12FormPerX,Teléfono 3
1409,FormPer1,Perso13FormPerX,Móvil 1
1410,FormPer1,Perso14FormPerX,Correo Electrónico
1411,FormPer1,Perso15FormPerX,Página Web
1412,FormPer1,Perso18FormPerX,Perso18
1413,FormPer1,Perso19FormPerX,Perso19
1414,FormPer1,Perso20FormPerX,Perso20
1415,FormPer1,Perso21FormPerX,Perso21
1416,FormPer1,NotasFormPerX,Notas
1417,FormPer2,TituloFormPerX,Notarías
1418,FormPer2,Perso1FormPerX,Nombre
1419,FormPer2,Perso2FormPerX,NIF/CIF
1420,FormPer2,Perso3FormPerX,Teléfono 1
1421,FormPer2,Perso4FormPerX,Fax
1422,FormPer2,Perso5FormPerX,C.C.C. Notaría
1423,FormPer2,Perso6FormPerX,Dirección
1424,FormPer2,Perso7FormPerX,Población
1425,FormPer2,Perso8FormPerX,Código Postal
1426,FormPer2,Perso9FormPerX,Provincia
1427,FormPer2,Perso10FormPerX,Nacionalidad
1428,FormPer2,Perso11FormPerX,Teléfono 2
1429,FormPer2,Perso12FormPerX,Teléfono 3
1430,FormPer2,Perso13FormPerX,Móvil 1
1431,FormPer2,Perso14FormPerX,Correo Electrónico
1432,FormPer2,Perso15FormPerX,Página Web
1433,FormPer2,Perso18FormPerX,Perso18
1434,FormPer2,Perso19FormPerX,Perso19
1435,FormPer2,Perso20FormPerX,Perso20
1436,FormPer2,Perso21FormPerX,Perso21
1437,FormPer2,NotasFormPerX,Notas
1438,FormPer3,TituloFormPerX,Promotoras
1439,FormPer3,Perso1FormPerX,Nombre
1440,FormPer3,Perso2FormPerX,NIF/CIF
1441,FormPer3,Perso3FormPerX,Teléfono 1
1442,FormPer3,Perso4FormPerX,Fax
1443,FormPer3,Perso5FormPerX,C.C.C. Promotora
1444,FormPer3,Perso6FormPerX,Dirección
1445,FormPer3,Perso7FormPerX,Población
1446,FormPer3,Perso8FormPerX,Código Postal
1447,FormPer3,Perso9FormPerX,Provincia
1448,FormPer3,Perso10FormPerX,Nacionalidad
1449,FormPer3,Perso11FormPerX,Teléfono 2
1450,FormPer3,Perso12FormPerX,Teléfono 3
1451,FormPer3,Perso13FormPerX,Móvil 1
1452,FormPer3,Perso14FormPerX,Correo Electrónico
1453,FormPer3,Perso15FormPerX,Página Web
1454,FormPer3,Perso18FormPerX,Perso18
1455,FormPer3,Perso19FormPerX,Perso19
1456,FormPer3,Perso20FormPerX,Perso20
1457,FormPer3,Perso21FormPerX,Perso21
1458,FormPer3,NotasFormPerX,Notas
1459,FormPer4,TituloFormPerX,Vehículos
1460,FormPer4,Perso1FormPerX,Matrícula
1461,FormPer4,Perso2FormPerX,Marca
1462,FormPer4,Perso3FormPerX,Modelo
1463,FormPer4,Perso4FormPerX,Franquicia
1464,FormPer4,Perso5FormPerX,Todo Riesgo
1465,FormPer4,Perso6FormPerX,Dirección
1466,FormPer4,Perso7FormPerX,Población
1467,FormPer4,Perso8FormPerX,Código Postal
1468,FormPer4,Perso9FormPerX,Provincia
1469,FormPer4,Perso10FormPerX,Nacionalidad
1470,FormPer4,Perso11FormPerX,Teléfono 2
1471,FormPer4,Perso12FormPerX,Teléfono 3
1472,FormPer4,Perso13FormPerX,Móvil 1
1473,FormPer4,Perso14FormPerX,Correo Electrónico
1474,FormPer4,Perso15FormPerX,Página Web
1475,FormPer4,Perso18FormPerX,Perso18
1476,FormPer4,Perso19FormPerX,Perso19
1477,FormPer4,Perso20FormPerX,Perso20
1478,FormPer4,Perso21FormPerX,Perso21
1479,FormPer4,NotasFormPerX,Notas
1480,FormPer5,TituloFormPerX,Agencias Inmobiliarias
1481,FormPer5,Perso1FormPerX,Nombre
1482,FormPer5,Perso2FormPerX,NIF/CIF
1483,FormPer5,Perso3FormPerX,Teléfono 1
1484,FormPer5,Perso4FormPerX,Fax
1485,FormPer5,Perso5FormPerX,C.C.C. Agencia Inmobiliaria
1486,FormPer5,Perso6FormPerX,Dirección
1487,FormPer5,Perso7FormPerX,Población
1488,FormPer5,Perso8FormPerX,Código Postal
1489,FormPer5,Perso9FormPerX,Provincia
1490,FormPer5,Perso10FormPerX,Nacionalidad
1491,FormPer5,Perso11FormPerX,Teléfono 2
1492,FormPer5,Perso12FormPerX,Teléfono 3
1493,FormPer5,Perso13FormPerX,Móvil 1
1494,FormPer5,Perso14FormPerX,Correo Electrónico
1495,FormPer5,Perso15FormPerX,Página Web
1496,FormPer5,Perso18FormPerX,Perso18
1497,FormPer5,Perso19FormPerX,Perso19
1498,FormPer5,Perso20FormPerX,Perso20
1499,FormPer5,Perso21FormPerX,Perso21
1500,FormPer5,NotasFormPerX,Notas
1501,FormPer6,TituloFormPerX,Constructoras
1502,FormPer6,Perso1FormPerX,Nombre
1503,FormPer6,Perso2FormPerX,NIF/CIF
1504,FormPer6,Perso3FormPerX,Teléfono 1
1505,FormPer6,Perso4FormPerX,Fax
1506,FormPer6,Perso5FormPerX,C.C.C. Constructora
1507,FormPer6,Perso6FormPerX,Dirección
1508,FormPer6,Perso7FormPerX,Población
1509,FormPer6,Perso8FormPerX,Código Postal
1510,FormPer6,Perso9FormPerX,Provincia
1511,FormPer6,Perso10FormPerX,Nacionalidad
1512,FormPer6,Perso11FormPerX,Teléfono 2
1513,FormPer6,Perso12FormPerX,Teléfono 3
1514,FormPer6,Perso13FormPerX,Móvil 1
1515,FormPer6,Perso14FormPerX,Correo Electrónico
1516,FormPer6,Perso15FormPerX,Página Web
1517,FormPer6,Perso18FormPerX,Perso18
1518,FormPer6,Perso19FormPerX,Perso19
1519,FormPer6,Perso20FormPerX,Perso20
1520,FormPer6,Perso21FormPerX,Perso21
1521,FormPer6,NotasFormPerX,Notas
1522,FormPer7,TituloFormPerX,Proveedores
1523,FormPer7,Perso1FormPerX,Nombre
1524,FormPer7,Perso2FormPerX,NIF/CIF
1525,FormPer7,Perso3FormPerX,Teléfono 1
1526,FormPer7,Perso4FormPerX,Fax
1527,FormPer7,Perso5FormPerX,C.C.C. Proveedor
1528,FormPer7,Perso6FormPerX,Dirección
1529,FormPer7,Perso7FormPerX,Población
1530,FormPer7,Perso8FormPerX,Código Postal
1531,FormPer7,Perso9FormPerX,Provincia
1532,FormPer7,Perso10FormPerX,Nacionalidad
1533,FormPer7,Perso11FormPerX,Teléfono 2
1534,FormPer7,Perso12FormPerX,Teléfono 3
1535,FormPer7,Perso13FormPerX,Móvil 1
1536,FormPer7,Perso14FormPerX,Correo Electrónico
1537,FormPer7,Perso15FormPerX,Página Web
1538,FormPer7,Perso18FormPerX,Perso18
1539,FormPer7,Perso19FormPerX,Perso19
1540,FormPer7,Perso20FormPerX,Perso20
1541,FormPer7,Perso21FormPerX,Perso21
1542,FormPer7,NotasFormPerX,Notas
1543,FormPer8,TituloFormPerX,Fichero Libre 1
1544,FormPer8,Perso1FormPerX,Nombre
1545,FormPer8,Perso2FormPerX,NIF/CIF
1546,FormPer8,Perso3FormPerX,Teléfono 1
1547,FormPer8,Perso4FormPerX,Fax
1548,FormPer8,Perso5FormPerX,C.C.C. Fichero 1
1549,FormPer8,Perso6FormPerX,Dirección
1550,FormPer8,Perso7FormPerX,Población
1551,FormPer8,Perso8FormPerX,Código Postal
1552,FormPer8,Perso9FormPerX,Provincia
1553,FormPer8,Perso10FormPerX,Nacionalidad
1554,FormPer8,Perso11FormPerX,Teléfono 2
1555,FormPer8,Perso12FormPerX,Teléfono 3
1556,FormPer8,Perso13FormPerX,Móvil 1
1557,FormPer8,Perso14FormPerX,Correo Electrónico
1558,FormPer8,Perso15FormPerX,Página Web
1559,FormPer8,Perso18FormPerX,Perso18
1560,FormPer8,Perso19FormPerX,Perso19
1561,FormPer8,Perso20FormPerX,Perso20
1562,FormPer8,Perso21FormPerX,Perso21
1563,FormPer8,NotasFormPerX,Notas
1564,FormPer9,TituloFormPerX,Fichero Libre 2
1565,FormPer9,Perso1FormPerX,Nombre
1566,FormPer9,Perso2FormPerX,NIF/CIF
1567,FormPer9,Perso3FormPerX,Teléfono 1
1568,FormPer9,Perso4FormPerX,Fax
1569,FormPer9,Perso5FormPerX,C.C.C. Fichero 2
1570,FormPer9,Perso6FormPerX,Dirección
1571,FormPer9,Perso7FormPerX,Población
1572,FormPer9,Perso8FormPerX,Código Postal
1573,FormPer9,Perso9FormPerX,Provincia
1574,FormPer9,Perso10FormPerX,Nacionalidad
1575,FormPer9,Perso11FormPerX,Teléfono 2
1576,FormPer9,Perso12FormPerX,Teléfono 3
1577,FormPer9,Perso13FormPerX,Móvil 1
1578,FormPer9,Perso14FormPerX,Correo Electrónico
1579,FormPer9,Perso15FormPerX,Página Web
1580,FormPer9,Perso18FormPerX,Perso18
1581,FormPer9,Perso19FormPerX,Perso19
1582,FormPer9,Perso20FormPerX,Perso20
1583,FormPer9,Perso21FormPerX,Perso21
1584,FormPer9,NotasFormPerX,Notas
1585,FormPer10,TituloFormPerX,Fichero Libre 3
1586,FormPer10,Perso1FormPerX,Nombre
1587,FormPer10,Perso2FormPerX,NIF/CIF
1588,FormPer10,Perso3FormPerX,Teléfono 1
1589,FormPer10,Perso4FormPerX,Fax
1590,FormPer10,Perso5FormPerX,C.C.C. Fichero 3
1591,FormPer10,Perso6FormPerX,Dirección
1592,FormPer10,Perso7FormPerX,Población
1593,FormPer10,Perso8FormPerX,Código Postal
1594,FormPer10,Perso9FormPerX,Provincia
1595,FormPer10,Perso10FormPerX,Nacionalidad
1596,FormPer10,Perso11FormPerX,Teléfono 2
1597,FormPer10,Perso12FormPerX,Teléfono 3
1598,FormPer10,Perso13FormPerX,Móvil 1
1599,FormPer10,Perso14FormPerX,Correo Electrónico
1600,FormPer10,Perso15FormPerX,Página Web
1601,FormPer10,Perso18FormPerX,Perso18
1602,FormPer10,Perso19FormPerX,Perso19
1603,FormPer10,Perso20FormPerX,Perso20
1604,FormPer10,Perso21FormPerX,Perso21
1605,FormPer10,NotasFormPerX,Notas
1606,FormSegExp,SegCampofecha1,campofecha1
1607,FormSegExp,SegCampofecha2,Fecha2
1608,FormSegExp,SegCampofecha3,Fecha3
1609,FormSegExp,SegCampofecha4,Fecha4
1610,FormSegExp,SegCampofecha5,Fecha5
1611,FormSegExp,SegCampofecha6,Campo Fecha 6
1612,FormSegExp,SegCampo1,Campo1
1613,FormSegExp,SegCampo2,Campo2
1614,FormSegExp,SegCampo3,Campo3
1615,FormSegExp,SegCampo4,campo4
1616,FormSegExp,SegCampo5,Campo5
1617,FormSegExp,SegCampo6,Campo6
1618,FormSegExp,SegCampo7,Campo7
1619,FormSegExp,SegCampo8,Campo 8
1620,FormSegExp,SegCampo9,campo9
1621,FormSegExp,SegCampofecha7,Campo Fecha 7
1622,FormSegExp,SegCampofecha8,Campo Fecha 8
1623,FormSegExp,SegCampofecha9,Campo Fecha 9
1624,FormSegExp,SegCampofecha10,Campo Fecha 10
1625,FormSegExp,SegCampofecha11,Campo Fecha 11
1626,FormSegExp,SegCampofecha12,Campo Fecha 12
1627,FormSegExp,SegCampo10,Campo 10
1628,FormSegExp,SegCampo11,Campo 11
1629,FormSegExp,SegCampo12,Campo 12
1630,FormSegExp,SegCampo13,Campo 13
1631,FormSegExp,SegCampo14,Campo 14
1632,FormSegExp,SegCampo15,Campo 15
1633,FormSegExp,SegCampo16,Campo 16
1634,FormSegExp,SegCampo17,Campo 17
1635,FormSegExp,SegCampo18,Campo 18
1636,FormSegExp,SegCampofecha13,Campo Fecha 13
1637,FormSegExp,SegCampofecha14,Campo Fecha 14
1638,FormSegExp,SegCampofecha15,Campo Fecha 15
1639,FormSegExp,SegCampofecha16,Campo Fecha 16
1640,FormSegExp,SegCampofecha17,Campo Fecha 17
1641,FormSegExp,SegCampofecha18,Campo Fecha 18
1642,FormSegExp,SegCampo19,Campo 19
1643,FormSegExp,SegCampo20,Campo 20
1644,FormSegExp,SegCampo21,Campo 21
1645,FormSegExp,SegCampo22,Campo 22
1646,FormSegExp,SegCampo23,Campo 23
1647,FormSegExp,SegCampo24,Campo 24
1648,FormSegExp,SegCampo25,Campo 25
1649,FormSegExp,SegCampo26,Campo 26
1650,FormSegExp,SegCampo27,Campo 27
1651,FormSegExp,SegPanel1,Otros Datos 1
1652,FormSegExp,SegPanel2,Otros Datos 2
1653,FormSegExp,SegPanel3,Otros Datos 3
1654,FormSegExp,SegPlanIndividual,Plan Individual
1655,FormSegExp,Segestado,Estado Enero
1656,FormSegExp,Segestado2,Estado Febrero
1657,FormSegExp,Segestado3,Estado Marzo
1658,FormSegExp,Segestado4,Estado Abril
1659,FormSegExp,Segestado5,Estado Mayo
1660,FormSegExp,Segestado6,Estado Junio
1661,FormSegExp,Segestado7,Estado Julio
1662,FormSegExp,Segestado8,Estado Agosto
1663,FormSegExp,Segestado9,Estado Septiembre
1664,FormSegExp,Segestado10,Estado Octubre
1665,FormSegExp,Segestado11,Estado Noviembre
1666,FormSegExp,Segestado12,Estado Diciembre
1667,FormSegExp,SegNotas,Notas
1668,FormSegExp,SegNotas1,Notas 1
1669,FormSegExp,SegNotas2,Notas 2
1670,FormSegExp,SegNotas3,Notas 3
1671,FormSegExp,SegNotas4,Notas 4
1672,FormSegExp,SegNotas5,Notas 5
1673,FormSegCli,SegNotas,Notas
1674,FormSegCli,SegNotas1,Notas 2
1675,FormSegCli,SegNotas2,Notas 3
1676,FormSegCli,SegNotas3,Notas 3
1677,FormSegCli,SegNotas4,Notas 4
1678,FormSegCli,SegNotas5,Notas 5
1679,FormClivencimientos,VenCampoFecha1,Fecha 1
1680,FormClivencimientos,VenCampoFecha2,Fecha 2
1681,FormClivencimientos,VenCampo1,Campo Libre 1
1682,FormClivencimientos,VenCampo2,Campo Libre 1
1683,FormClivencimientos,VenCampo3,Campo Libre 2
1684,FormClivencimientos,VenCampo4,Campo Libre 2
1685,FormCliModOblig,ObliCampo1,Campo1
1686,FormCliModOblig,ObliCampo2,Campo2
1687,FormCliModOblig,ObliCampo3,Campo3
1688,FormCliModOblig,ObliCampo4,Campo4
1689,FormCliModOblig,ObliCampo5,Campo5
1690,FormCliModOblig,ObliCampo6,Campo6
1691,FormCliModOblig,ObliTipo,Tipo Obligación
1692,FormCliModOblig,ObliCodigo,Código Electrónico
1693,FormOporMan,oporCampoNum1,Campo Numérico 1
1694,FormOporMan,oporCampoNum2,Campo Numérico 2
1695,FormOporMan,oporCampoNum3,Campo Numérico 3
1696,FormOporMan,oporCampoNum4,Campo Numérico 4
1697,FormOporMan,oporCampoNum5,Campo Numérico 5
1698,FormOporMan,oporCampo1,Campo Alfanumérico 1
1699,FormOporMan,oporCampo2,Campo Alfanumérico 2
1700,FormOporMan,oporCampo3,Campo Alfanumérico 3
1701,FormOporMan,oporCampo4,Campo Alfanumérico 4
1702,FormOporMan,oporCampo5,Campo Alfanumérico 5
1703,FormOporMan,oporCampo6,Campo Alfanumérico 6
1704,FormOporMan,oporCampo7,Campo Desplegable Libre 1
1705,FormOporMan,oporCampo8,Desplegable 2
1706,FormOporMan,oporCampo9,Desplegable 3
1707,FormOporMan,oporCampo10,Gestor impagado
1708,FormOporMan,oporCampo11,Desplegable 5
1709,FormOporMan,oporCampo12,Desplegable 6
1710,FormOporMan,oporCampo13,Desplegable 7
1711,FormOporMan,oporCampo14,Desplegable 8
1712,FormOporMan,oporCampo15,Desplegable 9
1713,FormOporMan,oporCampo16,Desplegable 10
1714,FormOporMan,oporCampo17,Campo BD Libre 1
1715,FormOporMan,oporCampo18,Campo BD Libre 2
1716,FormOporMan,oporCampo19,Campo BD Libre 3
1717,FormOporMan,oporCampo20,Campo BD Libre 4
1718,FormOporMan,oporCampo21,Campo BD Libre 5
1719,FormOporMan,oporNotas,Notas
1720,FormOporMan,oporNotas1,Notas 1
1721,FormOporMan,oporNotas2,Notas 2
1722,FormOporMan,oporNotas3,Notas 3
1723,FormOporMan,oporNotas4,Notas 4
1724,FormOporMan,oporNotas5,Notas 5
1725,FormOporMan,tareasNotas,Notas
1726,FormOporMan,tareasNotas1,Notas 1
1727,FormOporMan,tareasNotas2,Notas 2
1728,FormOporMan,tareasNotas3,Notas 3
1729,FormOporMan,tareasNotas4,Notas 4
1730,FormOporMan,tareasNotas5,Notas 5
1731,FormOporMan,pedidosNotas,Notas
1732,FormOporMan,pedidosNotas1,Notas 1
1733,FormOporMan,pedidosNotas2,Notas 2
1734,FormOporMan,pedidosNotas3,Notas 3
1735,FormOporMan,pedidosNotas4,Notas 4
1736,FormOporMan,pedidosNotas5,Notas 5
1737,FormOporMan,oporCampoFecha1,Campo Fecha Libre 1
1738,FormOporMan,oporCampoFecha2,Campo Fecha Libre 2
1739,FormOporMan,oporCampoFecha3,Campo Fecha Libre 3
1740,FormOporMan,oporCampoFecha4,Campo Fecha Libre 4
1741,FormOporMan,oporCampoFecha5,Campo Fecha Libre 5
