id,tabla,campo,etiqueta,usarEtiquetasIni,propVisualizacion,tiposPlantilla
1169,linefactprov,tipo,Tipo Cuenta,,,
1170,linefactprov,TotalEuro,Total,,,
1171,linefactprov,CtaProvSupl,Cuenta Provisión/Suplido,,,#
1172,linefactarticulos,descripcion,Descripción,,,
1173,linefactarticulos,descripnotas,Descripción + Notas,,,
1174,linefactarticulos,importe,Importe,,,
1175,linefactarticulos,notas,Notas,,,
1176,linefactarticulos,fpreciounitario,Precio Unidad,,,
1177,linefactarticulos,tipo,Tipo Cuenta,,,
1178,linefactarticulos,TotalEuro,Total,,,
1179,linefactarticulos,TotalDctoEuro,Total Dcto,,,
1180,linefactarticulos,totalirpfeuro,Total IRPF,,,
1181,linefactarticulos,totalivaeuro,Total IVA/IGIC,,,
1182,linefactarticulos,unidades,Unidades,,,
1183,linefactarticulos,usuario,Usuario,,,
1184,linefactarticulos,lote,Lote,,,
1185,linefactarticulos,fechaCaducidad,Fecha de Caducidad/Garantía,,,
1186,linefactarticulos,ctairpf,Cuenta IRPF,,,#
1187,linefactarticulos,ctaiva,Cuenta IVA/IGIC,,,#
1188,linefactarticulos,cuotaivasinrec,Cuota IVA Sin Recargo,,,#
1189,linefactarticulos,cuotarec,Cuota Recargo,,,#
1190,linefactarticulos,dcto,% Dcto,,,#
1191,linefactarticulos,fechaconcep,Fecha,,,#
1192,linefactarticulos,poriva,% IVA Sin Recargo,,,#
1193,linefactarticulos,porrecargo,% Recargo,,,#
1194,linefactarticulos,preciounimenosdcto,Precio Unidad-Dcto,,,#
1195,linefactanticipos,descripcion,Descripción,,,
1196,linefactanticipos,descripnotas,Descripción + Notas,,,
1197,linefactanticipos,importe,Importe,,,
1198,linefactanticipos,notas,Notas,,,
1199,linefactanticipos,fpreciounitario,Precio Unidad,,,
1200,linefactanticipos,tipo,Tipo Cuenta,,,
1201,linefactanticipos,TotalEuro,Total,,,
1202,linefactanticipos,TotalDctoEuro,Total Dcto,,,
1203,linefactanticipos,totalirpfeuro,Total IRPF,,,
1204,linefactanticipos,totalivaeuro,Total IVA/IGIC,,,
1205,linefactanticipos,unidades,Unidades,,,
1206,linefactanticipos,usuario,Usuario,,,
1207,linefactanticipos,ctairpf,Cuenta IRPF,,,#
1208,linefactanticipos,ctaiva,Cuenta IVA/IGIC,,,#
1209,linefactanticipos,cuotaivasinrec,Cuota IVA Sin Recargo,,,#
1210,linefactanticipos,cuotarec,Cuota Recargo,,,#
1211,linefactanticipos,dcto,% Dcto,,,#
1212,linefactanticipos,fechaconcep,Fecha,,,#
1213,linefactanticipos,poriva,% IVA Sin Recargo,,,#
1214,linefactanticipos,porrecargo,% Recargo,,,#
1215,linefactanticipos,preciounimenosdcto,Precio Unidad-Dcto,,,#
1216,cobrosfact,realizada,Cobrado,,,
1217,cobrosfact,concepto,Concepto,,,
1218,cobrosfact,fecharealizada,Fecha Cobro,,,
1219,cobrosfact,fecha,Fecha Vencimiento,,,
1220,cobrosfact,total,Total,,,
1221,cobrosfact,totalletra,Total Letra,,,
1222,titularfact,IBAN,IBAN,,,
1223,titularfact,scodpostalcli,Código Postal,,,
1224,titularfact,email,Correo Electrónico,,,
1225,titularfact,sdomiciliocli,Dirección,,,
1226,titularfact,edad,Edad,,,
1227,titularfact,fechanacimiento,Fecha Nacimiento,,,
1228,titularfact,smovilcli,Móvil,,,
1229,titularfact,snifcli,NIF/CIF,,,
1230,titularfact,snombrecli,Nombre,,,
1231,titularfact,snombreclicomercial,Nombre Comercial,,,
1232,titularfact,notas,Notas,,,
1233,titularfact,codigo,Número Cliente,,,
1234,titularfact,sNombrePais,País,,,
1235,titularfact,spoblacioncli,Población,,,
1236,titularfact,mascotasexo,Sexo,,,
1237,titularfact,stelefonocli,Teléfono 1,,,
1238,titularfact,tipofichero,Tipo Cliente,,,
1239,expedienfact,iyear,EtiqYearExpediente,1,,
1240,expedienfact,fcuantia,Cuantía,,bVerCuantiaExp,
1241,expedienfact,descripcion,EtiqDescripExpediente,1,,
1242,expedienfact,estado,Estado,,,
1243,expedienfact,dfechaalta,Fecha Alta,,,
1244,expedienfact,dfechacierre,Fecha Cierre,,,
1245,expedienfact,snumasunto,Núm. Autos,,bverjuzga,
1246,expedienfact,expediente,Núm. Expediente,,,
1247,expedienfact,srefcliente,Ref. Expediente,,bVerExpReferencia,
1248,expedienfact,refhisto,Ref. Histórico,,bVerRefHistoExp,
1249,expedienfact,srefabogado,Ref. Propia,,,
1250,expedienfact,nombretodosclientes,Todos los Clientes,,,
1251,expedienfact,nombretodoscontrarios,Todos los Contrarios,,bverficcont,
1252,expedienfact,itipoasunto,Tipo de Asunto,,bVerExpTipoAsun,
1253,expedienfact,itipoexp,Tipo de Expediente,,,
1254,expedienfact,codproce,Tipo de Procedimiento,,bVerExpTipoProc,
1255,expedienfact,nombreusuario,Usuario,,,
1256,pacsclifact,scodpostalcli,Código Postal,,,
1257,pacsclifact,email,Correo Electrónico,,,
1258,pacsclifact,sdomiciliocli,Dirección,,,
1259,pacsclifact,edad,Edad,,,
1260,pacsclifact,fechanacimiento,Fecha Nacimiento,,,
1261,pacsclifact,smovilcli,Móvil,,,
1262,pacsclifact,snifcli,NIF/CIF,,,
1263,pacsclifact,snombrecli,Nombre,,,
1264,pacsclifact,snombreclicomercial,Nombre Comercial,,,
1265,pacsclifact,notas,Notas,,,
1266,pacsclifact,codigo,Número Cliente,,,
1267,pacsclifact,sNombrePais,País,,,
1268,pacsclifact,spoblacioncli,Población,,,
1269,pacsclifact,mascotasexo,Sexo,,,
1270,pacsclifact,stelefonocli,Teléfono 1,,,
1271,pacsclifact,tipofichero,Tipo Paciente,,,
1272,alumnclifact,scodpostalcli,Código Postal,,,
1273,alumnclifact,email,Correo Electrónico,,,
1274,alumnclifact,sdomiciliocli,Dirección,,,
1275,alumnclifact,edad,Edad,,,
1276,alumnclifact,fechanacimiento,Fecha Nacimiento,,,
1277,alumnclifact,smovilcli,Móvil,,,
1278,alumnclifact,snifcli,NIF/CIF,,,
1279,alumnclifact,snombrecli,Nombre,,,
1280,alumnclifact,snombreclicomercial,Nombre Comercial,,,
1281,alumnclifact,notas,Notas,,,
1282,alumnclifact,codigo,Número Alumno,,,
1283,alumnclifact,sNombrePais,País,,,
1284,alumnclifact,spoblacioncli,Población,,,
1285,alumnclifact,mascotasexo,Sexo,,,
1286,alumnclifact,stelefonocli,Teléfono 1,,,
1287,alumnclifact,tipofichero,Tipo Alumno,,,
1288,camposCombinados,TRABAJADORES_DPTO_NOMBRE,,,,
1289,camposCombinados,HISTORIALCOMBINADOS_AN,,,,#
1290,camposCombinados,HISTORIALCOMBINADOS_FA,,,,#
1291,camposCombinados,HISTORIALCOMBINADOS_FAN,,,,#
1292,camposCombinados,HISTORIALCOMBINADOS_FAT,,,,#
1293,camposCombinados,HISTORIALCOMBINADOS_FATP,,,,#
1294,camposCombinados,HISTORIALCOMBINADOS_FAHHP,,,,#
1295,camposCombinados,COBROSCOMB_FCT,,,,#
1296,camposCombinados,COBROSCOMB_FI,,,,#
1297,camposCombinados,CONTROLASISTENCIAALTACOMB,,,,#
1298,camposCombinados,CONTROLASISTENCIAALTACOMB_PROFESOR,,,,#
1299,camposCombinados,CONTROLASISTENCIAALTACOMB_DNI,,,,#
1300,camposCombinados,CONTROLASISTENCIAALTA_NOMBRE,,,,#
1301,camposCombinados,CUENTAS_COMBINADOS_DES,,,,#
1302,camposCombinados,CUENTAS_COMBINADOS_FDES,,,,#
1303,camposCombinados,CUENTAS_COMBINADOS_FDESN,,,,#
1304,camposCombinados,PIA_ESPECIALIDADOBJETIVOCUMPLIMIENTO_NOMBRE,,,,
1305,camposCombinados,PIA_ESPECIALIDADPROGRAMAFECHAS_NOMBRE,,,,
1306,camposCombinados,PIA_DEPARTAMENTONOMBRE_NOMBRE,,,,
1307,camposCombinados,ALUMMATRICULADO_AFNT,,,,
1308,camposCombinados,ALUMRESERVADO_ANT,,,,#
1309,camposCombinados,ALUMINTERESADO_ANT,,,,#
1310,camposCombinados,ALUMBAJA_ANT,,,,#
1311,camposCombinados,CONCEPTOSCOMBI_DES,,,,#
1312,camposCombinados,CONCEPTOSCOMBI_FDES,,,,#
1313,camposCombinados,CONCEPTOSCOMBI_FDESN,,,,#
1314,camposCombinados,CONCEPTOSCOMBI_PRECIO1,,,,#
1315,camposCombinados,CONCEPTOSCOMBI_PRECIO2,,,,#
1316,camposCombinados,CONCEPTOSCOMBI_PRECIO3,,,,#
1317,camposCombinados,CONCEPTOSCOMBI_PRECIO4,,,,#
1318,camposCombinados,CONCEPTOSCOMBI_PRECIO5,,,,#
1319,camposCombinados,CONCEPTOSCOMBI_PRECIO6,,,,#
1320,camposCombinados,CONCEPTOSCOMBI_CTAIVA,,,,#
1321,camposCombinados,CONCEPTOSCOMBI_CAP1,,,,#
1322,camposCombinados,CONCEPTOSCOMBI_CAP2,,,,#
1323,camposCombinados,CONCEPTOSCOMBI_CAP3,,,,#
1324,camposCombinados,CONCEPTOSCOMBI_CAP4,,,,#
1325,camposCombinados,CONCEPTOSCOMBI_DS,,,,#
1326,camposCombinados,CONCEPTOSCOMBI_FDS,,,,#
1327,camposCombinados,CONCEPTOSCOMBI_FDSN,,,,#
1328,camposCombinados,DESCRIPCIONHONOAGRUPADO,,,,#
1329,camposCombinados,FECHADESCRIPCIONHONOAGRUPADO,,,,#
1330,camposCombinados,UNIDADESESCRIPCIONHONOAGRUPADO,,,,#
1331,camposCombinados,HONO_AGRUPADO_UDSPF,,,,#
1332,camposCombinados,HONO_PACIENTE,,,,#
1333,camposCombinados,HONO_PACIENTE_CONUSUARIO,,,,#
1334,camposCombinados,HONO_SEGODONT,,,,#
1335,camposCombinados,CONCEPTOSCOMBI_DE,,,,#
1336,camposCombinados,CONCEPTOSCOMBI_FDE,,,,#
1337,camposCombinados,CONCEPTOSCOMBI_FDEN,,,,#
1338,camposCombinados,OPORCOMBINADOS_CTCUIT,,,,#
1339,camposCombinados,OPORCOMBINADOS_CTSCUIT,,,,#
1340,camposCombinados,OPORCOMBINADOS_CTCNUIT,,,,#
1341,camposCombinados,OPORCOMBINADOS_CTSCNUIT,,,,#
1342,proforma,dcto,% Dcto,,,
1343,proforma,yearfact,Año Factura,,,
1344,proforma,codpostalcli,Código Postal,,,
1345,proforma,sdescripcionorden,Descripción Factura,,,
1346,proforma,domiciliocli,Dirección,,,
1347,proforma,fecha,Fecha,,,
1348,proforma,fechafacturalarga,Fecha Larga,,,
1349,proforma,formapago,Forma de Cobro,,,
1350,proforma,iban,IBAN,,,
1351,proforma,honoConDctoLin,Importe,,,
1352,proforma,irpf,IRPF %,,,
1353,proforma,nifcli,NIF/CIF,,,
1354,proforma,nombrecli,Nombre,,,
1355,proforma,notas,Notas,,,
1356,proforma,inumfactura,Núm Factura,,,
1357,proforma,paiscli,País,,,
1358,proforma,poblacioncli,Población,,,
1359,proforma,provinciacli,Provincia,,,
1360,proforma,reffactu,Ref Factura,,,
1361,proforma,TotalEuro,Total,,,
1362,proforma,totalletra,Total Letra,,,
1363,proforma,totalbaseimp,Total Base Imponible,,,
1364,proforma,importecobrado,Total Cobrado,,,
1365,proforma,TotalDctoEuro,Total Descuento,,,
1366,proforma,TotalIvaEuro,Total IVA/IGIC,,,
1367,proforma,TotalIrpfeuro,Total IRPF,,,
1368,proforma,totalhonoeuro,Total Honorarios,,,
1369,proforma,totalsuplidoseuro,Total Suplidos,,,
1370,proforma,totalpendiente,Total Pendiente,,,
1371,proforma,totalprovisioneseuro,Total Provisiones,,,
1372,lineprof,descripcion,Descripción,,,
1373,lineprof,descripnotas,Descripción + Notas,,,
1374,lineprof,importe,Importe,,,
1375,lineprof,notas,Notas,,,
1376,lineprof,fpreciounitario,Precio Unidad,,,
1377,lineprof,tipo,Tipo Cuenta,,,
1378,lineprof,TotalEuro,Total,,,
1379,lineprof,TotalDctoEuro,Total Dcto,,,
1380,lineprof,totalirpfeuro,Total IRPF,,,
1381,lineprof,totalivaeuro,Total IVA/IGIC,,,
1382,lineprof,unidades,Unidades,,,
1383,lineprof,usuario,Usuario,,,
1384,lineprof,ctairpf,Cuenta IRPF,,,#
1385,lineprof,ctaiva,Cuenta IVA/IGIC,,,#
1386,lineprof,CtaProvSupl,Cuenta Provisión/Suplido,,,#
1387,lineprof,cuotaivasinrec,Cuota IVA Sin Recargo,,,#
1388,lineprof,cuotarec,Cuota Recargo,,,#
1389,lineprof,dcto,% Dcto,,,#
1390,lineprof,fechaconcep,Fecha,,,#
1391,lineprof,poriva,% IVA Sin Recargo,,,#
1392,lineprof,porrecargo,% Recargo,,,#
1393,lineprof,preciounimenosdcto,Precio Unidad-Dcto,,,#
1394,lineprofgas,descripcion,Descripción,,,
1395,lineprofgas,descripnotas,Descripción + Notas,,,
1396,lineprofgas,importe,Importe,,,
1397,lineprofgas,notas,Notas,,,
1398,lineprofgas,fpreciounitario,Precio Unidad,,,
1399,lineprofgas,tipo,Tipo Cuenta,,,
1400,lineprofgas,TotalEuro,Total,,,
1401,lineprofgas,unidades,Unidades,,,
1402,lineprofgas,usuario,Usuario,,,
1403,lineprofgas,CtaProvSupl,Cuenta Provisión/Suplido,,,#
1404,lineprofhono,descripcion,Descripción,,,
1405,lineprofhono,descripnotas,Descripción + Notas,,,
1406,lineprofhono,importe,Importe,,,
1407,lineprofhono,notas,Notas,,,
1408,lineprofhono,fpreciounitario,Precio Unidad,,,
1409,lineprofhono,tipo,Tipo Cuenta,,,
1410,lineprofhono,TotalEuro,Total,,,
1411,lineprofhono,TotalDctoEuro,Total Dcto,,,
1412,lineprofhono,totalirpfeuro,Total IRPF,,,
1413,lineprofhono,totalivaeuro,Total IVA/IGIC,,,
1414,lineprofhono,unidades,Unidades,,,
1415,lineprofhono,usuario,Usuario,,,
1416,lineprofhono,ctairpf,Cuenta IRPF,,,#
1417,lineprofhono,ctaiva,Cuenta IVA/IGIC,,,#
1418,lineprofhono,CtaProvSupl,Cuenta Provisión/Suplido,,,#
1419,lineprofhono,cuotaivasinrec,Cuota IVA Sin Recargo,,,#
1420,lineprofhono,cuotarec,Cuota Recargo,,,#
1421,lineprofhono,dcto,% Dcto,,,#
1422,lineprofhono,fechaconcep,Fecha,,,#
1423,lineprofhono,poriva,% IVA Sin Recargo,,,#
1424,lineprofhono,porrecargo,% Recargo,,,#
1425,lineprofhono,preciounimenosdcto,Precio Unidad-Dcto,,,#
1426,lineprofgastos,descripcion,Descripción,,,
1427,lineprofgastos,descripnotas,Descripción + Notas,,,
1428,lineprofgastos,importe,Importe,,,
1429,lineprofgastos,notas,Notas,,,
1430,lineprofgastos,fpreciounitario,Precio Unidad,,,
1431,lineprofgastos,tipo,Tipo Cuenta,,,
1432,lineprofgastos,TotalEuro,Total,,,
1433,lineprofgastos,TotalDctoEuro,Total Dcto,,,
1434,lineprofgastos,totalirpfeuro,Total IRPF,,,
1435,lineprofgastos,totalivaeuro,Total IVA/IGIC,,,
1436,lineprofgastos,unidades,Unidades,,,
1437,lineprofgastos,usuario,Usuario,,,
1438,lineprofgastos,ctairpf,Cuenta IRPF,,,#
1439,lineprofgastos,ctaiva,Cuenta IVA/IGIC,,,#
1440,lineprofgastos,CtaProvSupl,Cuenta Provisión/Suplido,,,#
1441,lineprofgastos,cuotaivasinrec,Cuota IVA Sin Recargo,,,#
1442,lineprofgastos,cuotarec,Cuota Recargo,,,#
1443,lineprofgastos,dcto,% Dcto,,,#
1444,lineprofgastos,fechaconcep,Fecha,,,#
1445,lineprofgastos,poriva,% IVA Sin Recargo,,,#
1446,lineprofgastos,porrecargo,% Recargo,,,#
1447,lineprofgastos,preciounimenosdcto,Precio Unidad-Dcto,,,#
1448,lineprofprov,descripcion,Descripción,,,
1449,lineprofprov,descripnotas,Descripción + Notas,,,
1450,lineprofprov,importe,Importe,,,
1451,lineprofprov,notas,Notas,,,
1452,lineprofprov,fpreciounitario,Precio Unidad,,,
1453,lineprofprov,tipo,Tipo Cuenta,,,
1454,lineprofprov,TotalEuro,Total,,,
1455,lineprofprov,CtaProvSupl,Cuenta Provisión/Suplido,,,#
1456,lineprofarticulos,descripcion,Descripción,,,
1457,lineprofarticulos,descripnotas,Descripción + Notas,,,
1458,lineprofarticulos,importe,Importe,,,
1459,lineprofarticulos,notas,Notas,,,
1460,lineprofarticulos,fpreciounitario,Precio Unidad,,,
1461,lineprofarticulos,tipo,Tipo Cuenta,,,
1462,lineprofarticulos,TotalEuro,Total,,,
1463,lineprofarticulos,TotalDctoEuro,Total Dcto,,,
1464,lineprofarticulos,totalirpfeuro,Total IRPF,,,
1465,lineprofarticulos,totalivaeuro,Total IVA/IGIC,,,
1466,lineprofarticulos,unidades,Unidades,,,
1467,lineprofarticulos,usuario,Usuario,,,
1468,lineprofarticulos,lote,Lote,,,
1469,lineprofarticulos,fechaCaducidad,Fecha de Caducidad/Garantía,,,
1470,lineprofarticulos,ctairpf,Cuenta IRPF,,,#
1471,lineprofarticulos,ctaiva,Cuenta IVA/IGIC,,,#
1472,lineprofarticulos,cuotaivasinrec,Cuota IVA Sin Recargo,,,#
1473,lineprofarticulos,cuotarec,Cuota Recargo,,,#
1474,lineprofarticulos,dcto,% Dcto,,,#
1475,lineprofarticulos,fechaconcep,Fecha,,,#
1476,lineprofarticulos,poriva,% IVA Sin Recargo,,,#
1477,lineprofarticulos,porrecargo,% Recargo,,,#
1478,lineprofarticulos,preciounimenosdcto,Precio Unidad-Dcto,,,#
1479,lineprofanticipos,descripcion,Descripción,,,
1480,lineprofanticipos,descripnotas,Descripción + Notas,,,
1481,lineprofanticipos,importe,Importe,,,
1482,lineprofanticipos,notas,Notas,,,
1483,lineprofanticipos,fpreciounitario,Precio Unidad,,,
1484,lineprofanticipos,tipo,Tipo Cuenta,,,
1485,lineprofanticipos,TotalEuro,Total,,,
1486,lineprofanticipos,TotalDctoEuro,Total Dcto,,,
1487,lineprofanticipos,totalirpfeuro,Total IRPF,,,
1488,lineprofanticipos,totalivaeuro,Total IVA/IGIC,,,
1489,lineprofanticipos,unidades,Unidades,,,
1490,lineprofanticipos,usuario,Usuario,,,
1491,lineprofanticipos,ctairpf,Cuenta IRPF,,,#
1492,lineprofanticipos,ctaiva,Cuenta IVA/IGIC,,,#
1493,lineprofanticipos,cuotaivasinrec,Cuota IVA Sin Recargo,,,#
1494,lineprofanticipos,cuotarec,Cuota Recargo,,,#
1495,lineprofanticipos,dcto,% Dcto,,,#
1496,lineprofanticipos,fechaconcep,Fecha,,,#
1497,lineprofanticipos,poriva,% IVA Sin Recargo,,,#
1498,lineprofanticipos,porrecargo,% Recargo,,,#
1499,lineprofanticipos,preciounimenosdcto,Precio Unidad-Dcto,,,#
1500,prevcobrosprof,realizada,Cobrado,,,
1501,prevcobrosprof,concepto,Concepto,,,
1502,prevcobrosprof,fecharealizada,Fecha Cobro,,,
1503,prevcobrosprof,fecha,Fecha Vencimiento,,,
1504,prevcobrosprof,total,Total,,,
1505,prevcobrosprof,totalletra,Total Letra,,,
1506,tareascuentas,oportunidad,Descripción,,,
1507,tareascuentas,conceptonotas,Descripción + Notas,,,
1508,tareascuentas,importecierre,Importe,,,
1509,tareascuentas,notas,Notas,,,
1510,tareascuentas,prevision,Precio,,,
1511,tareascuentas,precio,Precio Unidad,,,
1512,tareascuentas,tipocuenta,Tipo Cuenta,,,
1513,tareascuentas,total,Total,,,
1514,tareascuentas,totaldctoeuro,Total Dcto,,,
1515,tareascuentas,totalirpf,Total IRPF,,,
1516,tareascuentas,totaliva,Total IVA,,,
1517,tareascuentas,unidades,Unidades,,,
1518,tareascuentas,subusuario,Usuario,,,
1519,tareassuplidos,oportunidad,Descripción,,,
1520,tareassuplidos,conceptonotas,Descripción + Notas,,,
1521,tareassuplidos,importecierre,Importe,,,
1522,tareassuplidos,notas,Notas,,,
1523,tareassuplidos,prevision,Precio,,,
1524,tareassuplidos,precio,Precio Unidad,,,
1525,tareassuplidos,tipocuenta,Tipo Cuenta,,,
1526,tareassuplidos,total,Total,,,
1527,tareassuplidos,unidades,Unidades,,,
1528,tareassuplidos,subusuario,Usuario,,,
1529,tareashono,oportunidad,Descripción,,,
1530,tareashono,conceptonotas,Descripción + Notas,,,
1531,tareashono,importecierre,Importe,,,
1532,tareashono,notas,Notas,,,
1533,tareashono,prevision,Precio,,,
1534,tareashono,precio,Precio Unidad,,,
1535,tareashono,tipocuenta,Tipo Cuenta,,,
1536,tareashono,total,Total,,,
1537,tareashono,totaldctoeuro,Total Dcto,,,
1538,tareashono,totalirpf,Total IRPF,,,
1539,tareashono,totaliva,Total IVA,,,
1540,tareashono,unidades,Unidades,,,
1541,tareashono,subusuario,Usuario,,,
1542,tareasprovisiones,oportunidad,Descripción,,,
1543,tareasprovisiones,conceptonotas,Descripción + Notas,,,
1544,tareasprovisiones,importecierre,Importe,,,
1545,tareasprovisiones,notas,Notas,,,
1546,tareasprovisiones,prevision,Precio,,,
1547,tareasprovisiones,precio,Precio Unidad,,,
1548,tareasprovisiones,tipocuenta,Tipo Cuenta,,,
1549,tareasprovisiones,total,Total,,,
1550,tareasarticulos,oportunidad,Descripción,,,
1551,tareasarticulos,conceptonotas,Descripción + Notas,,,
1552,tareasarticulos,importecierre,Importe,,,
1553,tareasarticulos,notas,Notas,,,
1554,tareasarticulos,prevision,Precio,,,
1555,tareasarticulos,precio,Precio Unidad,,,
1556,tareasarticulos,tipocuenta,Tipo Cuenta,,,
1557,tareasarticulos,total,Total,,,
1558,tareasarticulos,totaldctoeuro,Total Dcto,,,
1559,tareasarticulos,totalirpf,Total IRPF,,,
1560,tareasarticulos,totaliva,Total IVA,,,
1561,tareasarticulos,unidades,Unidades,,,
1562,tareasarticulos,subusuario,Usuario,,,
1563,tareasarticulos,lote,Lote,,,
1564,tareasarticulos,fechaCaducidad,Fecha de Caducidad/Garantía,,,
1565,tareashistorial,sactuacion,Descripción,,,
1566,tareashistorial,estadosalaespera,Estado,,,
1567,tareashistorial,dfechaact,Fecha Actuación,,,
1568,tareashistorial,fecharealizacion,Fecha Realización,,,
1569,tareashistorial,horafinact,Hora Fin,,,
1570,tareashistorial,horainiact,Hora Inicio,,,
1571,tareashistorial,notas,Notas,,,
1572,tareashistorial,precio,Precio,,,
1573,tareashistorial,realizada,Realizada,,,
1574,tareashistorial,tiempo,Tiempo,,,
1575,tareashistorial,tipo,Tipo Actuación,,,
1576,tareashistorial,usuario,Usuario Actuación,,,
1577,oportareaexpediente,iyear,EtiqYearExpediente,1,,
1578,oportareaexpediente,fcuantia,Cuantía,,bVerCuantiaExp,
1579,oportareaexpediente,descripcion,EtiqDescripExpediente,1,,
1580,oportareaexpediente,estado,Estado,,,
1581,oportareaexpediente,dfechaalta,Fecha Alta,,,
1582,oportareaexpediente,dfechacierre,Fecha Cierre,,,
1583,oportareaexpediente,snumasunto,Núm. Autos,,bverjuzga,
1584,oportareaexpediente,expediente,Núm. Expediente,,,
1585,oportareaexpediente,srefcliente,Ref. Expediente,,bVerExpReferencia,
1586,oportareaexpediente,refhisto,Ref. Histórico,,bVerRefHistoExp,
1587,oportareaexpediente,srefabogado,Ref. Propia,,,
1588,oportareaexpediente,nombretodosclientes,Todos los Clientes,,,
1589,oportareaexpediente,nombretodoscontrarios,Todos los Contrarios,,bverficcont,
1590,oportareaexpediente,itipoasunto,Tipo de Asunto,,bVerExpTipoAsun,
1591,oportareaexpediente,itipoexp,Tipo de Expediente,,,
1592,oportareaexpediente,codproce,Tipo de Procedimiento,,bVerExpTipoProc,
1593,oportareaexpediente,nombreusuario,Usuario,,,
1594,oporcli,oportunidad,Descripción,,,
1595,oporcli,estado,Estado,,,
1596,oporcli,etapa,Etapa,,,
1597,oporcli,dfecha,Fecha,,,
1598,oporcli,fechacierre,Fecha Cierre,,,
1599,oporcli,horaalta,Hora,,,
1600,oporcli,hora,Hora Cierre,,,
1601,oporcli,tipo,Tipo,,,
1602,oporcli,subusuario,Usuario,,,
1603,oporclicuentas,oportunidad,Descripción,,,
1604,oporclicuentas,conceptonotas,Descripción + Notas,,,
1605,oporclicuentas,importecierre,Importe,,,
1606,oporclicuentas,notas,Notas,,,
1607,oporclicuentas,prevision,Precio,,,
1608,oporclicuentas,precio,Precio Unidad,,,
1609,oporclicuentas,tipocuenta,Tipo Cuenta,,,
1610,oporclicuentas,total,Total,,,
1611,oporclicuentas,totaldctoeuro,Total Dcto,,,
1612,oporclicuentas,totalirpf,Total IRPF,,,
1613,oporclicuentas,totaliva,Total IVA,,,
1614,oporclicuentas,unidades,Unidades,,,
1615,oporclicuentas,subusuario,Usuario,,,
1616,oporclisuplidos,oportunidad,Descripción,,,
1617,oporclisuplidos,conceptonotas,Descripción + Notas,,,
1618,oporclisuplidos,importecierre,Importe,,,
1619,oporclisuplidos,notas,Notas,,,
1620,oporclisuplidos,prevision,Precio,,,
1621,oporclisuplidos,precio,Precio Unidad,,,
1622,oporclisuplidos,tipocuenta,Tipo Cuenta,,,
1623,oporclisuplidos,total,Total,,,
1624,oporclisuplidos,unidades,Unidades,,,
1625,oporclisuplidos,subusuario,Usuario,,,
1626,oporclihono,oportunidad,Descripción,,,
1627,oporclihono,conceptonotas,Descripción + Notas,,,
1628,oporclihono,importecierre,Importe,,,
1629,oporclihono,notas,Notas,,,
1630,oporclihono,prevision,Precio,,,
1631,oporclihono,precio,Precio Unidad,,,
1632,oporclihono,tipocuenta,Tipo Cuenta,,,
1633,oporclihono,total,Total,,,
1634,oporclihono,totaldctoeuro,Total Dcto,,,
1635,oporclihono,totalirpf,Total IRPF,,,
1636,oporclihono,totaliva,Total IVA,,,
1637,oporclihono,unidades,Unidades,,,
1638,oporclihono,subusuario,Usuario,,,
1639,oporcliprovisiones,oportunidad,Descripción,,,
1640,oporcliprovisiones,conceptonotas,Descripción + Notas,,,
1641,oporcliprovisiones,importecierre,Importe,,,
1642,oporcliprovisiones,notas,Notas,,,
1643,oporcliprovisiones,prevision,Precio,,,
1644,oporcliprovisiones,precio,Precio Unidad,,,
1645,oporcliprovisiones,tipocuenta,Tipo Cuenta,,,
1646,oporcliprovisiones,total,Total,,,
1647,oporcliarticulos,oportunidad,Descripción,,,
1648,oporcliarticulos,conceptonotas,Descripción + Notas,,,
1649,oporcliarticulos,importecierre,Importe,,,
1650,oporcliarticulos,notas,Notas,,,
1651,oporcliarticulos,prevision,Precio,,,
1652,oporcliarticulos,precio,Precio Unidad,,,
1653,oporcliarticulos,tipocuenta,Tipo Cuenta,,,
1654,oporcliarticulos,total,Total,,,
1655,oporcliarticulos,totaldctoeuro,Total Dcto,,,
1656,oporcliarticulos,totalirpf,Total IRPF,,,
1657,oporcliarticulos,totaliva,Total IVA,,,
1658,oporcliarticulos,unidades,Unidades,,,
1659,oporcliarticulos,subusuario,Usuario,,,
1660,oporcliarticulos,lote,Lote,,,
1661,oporcliarticulos,fechaCaducidad,Fecha de Caducidad/Garantía,,,
1662,oporclihistorial,sactuacion,Descripción,,,
1663,oporclihistorial,estadosalaespera,Estado,,,
1664,oporclihistorial,dfechaact,Fecha Actuación,,,
1665,oporclihistorial,fecharealizacion,Fecha Realización,,,
1666,oporclihistorial,horafinact,Hora Fin,,,
1667,oporclihistorial,horainiact,Hora Inicio,,,
1668,oporclihistorial,notas,Notas,,,
1669,oporclihistorial,precio,Precio,,,
1670,oporclihistorial,realizada,Realizada,,,
1671,oporclihistorial,tiempo,Tiempo,,,
1672,oporclihistorial,tipo,Tipo Actuación,,,
1673,oporclihistorial,usuario,Usuario Actuación,,,
1674,oporclipedido,asociadoa,Asociado a,,,
1675,oporclipedido,oportunidad,Descripción,,,
1676,oporclipedido,etapa,Etapa,,,
1677,oporclipedido,estado,Estado,,,
1678,oporclipedido,dfecha,Fecha Compra,,,
1679,oporclipedido,fechacierre,Fecha Recepción,,,
