tabla,campo,etiqueta,bocultar,orden,formato,bverword
expedien,perso57,perso57,1,,,
expedien,perso58,perso58,1,,,
expedien,perso59,perso59,1,,,
expedien,perso6,TESORO %,1,,,
expedien,perso60,perso60,1,,,
expedien,perso7,Protocolo,1,,,
expedien,perso8,Tramita,1,,,
expedien,perso9,perso9,1,,,
expedien,perso90,perso90,1,,,
expedien,perso91,perso91,1,,,
expedien,perso92,perso92,1,,,
expedien,perso93,perso93,1,,,
expedien,perso94,perso94,1,,,
expedien,perso95,perso95,1,,,
expedien,perso96,perso96,1,,,
expedien,perso97,perso97,1,,,
expedien,perso98,perso98,1,,,
expedien,perso99,perso99,1,,,
expedien,persofecha1,Fecha Firma Escritura,1,,fecha,
expedien,PersoFecha10,PersoFecha10,1,,fecha,
expedien,PersoFecha11,PersoFecha11,1,,fecha,
expedien,PersoFecha12,PersoFecha12,1,,fecha,
expedien,PersoFecha13,PersoFecha13,1,,fecha,
expedien,PersoFecha14,PersoFecha14,1,,fecha,
expedien,PersoFecha15,PersoFecha15,1,,fecha,
expedien,PersoFecha16,PersoFecha16,1,,fecha,
expedien,PersoFecha17,PersoFecha17,1,,fecha,
expedien,PersoFecha18,PersoFecha18,1,,fecha,
expedien,PersoFecha19,PersoFecha19,1,,fecha,
expedien,persofecha2,Fecha Cierre Expediente,1,,fecha,
expedien,PersoFecha20,PersoFecha20,1,,fecha,
expedien,persofecha21,persofecha21,1,,fecha,
expedien,persofecha22,persofecha22,1,,fecha,
expedien,persofecha23,persofecha23,1,,fecha,
expedien,persofecha24,persofecha24,1,,fecha,
expedien,persofecha25,persofecha25,1,,fecha,
expedien,persofecha26,persofecha26,1,,fecha,
expedien,persofecha27,persofecha27,1,,fecha,
expedien,persofecha28,persofecha28,1,,fecha,
expedien,persofecha29,persofecha29,1,,fecha,
expedien,PersoFecha3,PersoFecha3,1,,fecha,
expedien,persofecha30,persofecha30,1,,fecha,
expedien,persofecha31,persofecha31,1,,fecha,
expedien,persofecha32,persofecha32,1,,fecha,
expedien,persofecha33,persofecha33,1,,fecha,
expedien,persofecha34,persofecha34,1,,fecha,
expedien,persofecha35,persofecha35,1,,fecha,
expedien,persofecha36,persofecha36,1,,fecha,
expedien,persofecha37,persofecha37,1,,fecha,
expedien,persofecha38,persofecha38,1,,fecha,
expedien,persofecha39,persofecha39,1,,fecha,
expedien,PersoFecha4,PersoFecha4,1,,fecha,
expedien,persofecha40,persofecha40,1,,fecha,
expedien,persofecha41,persofecha41,1,,fecha,
expedien,persofecha42,persofecha42,1,,fecha,
expedien,persofecha43,persofecha43,1,,fecha,
expedien,persofecha44,persofecha44,1,,fecha,
expedien,persofecha45,persofecha45,1,,fecha,
expedien,persofecha46,persofecha46,1,,fecha,
expedien,persofecha47,persofecha47,1,,fecha,
expedien,persofecha48,persofecha48,1,,fecha,
expedien,persofecha49,persofecha49,1,,fecha,
expedien,PersoFecha5,PersoFecha5,1,,fecha,
expedien,persofecha50,persofecha50,1,,fecha,
expedien,persofecha51,persofecha51,1,,fecha,
expedien,persofecha52,persofecha52,1,,fecha,
expedien,persofecha53,persofecha53,1,,fecha,
expedien,persofecha54,persofecha54,1,,fecha,
expedien,persofecha55,persofecha55,1,,fecha,
expedien,persofecha56,persofecha56,1,,fecha,
expedien,persofecha57,persofecha57,1,,fecha,
expedien,persofecha58,persofecha58,1,,fecha,
expedien,persofecha59,persofecha59,1,,fecha,
expedien,PersoFecha6,PersoFecha6,1,,fecha,
expedien,persofecha60,persofecha60,1,,fecha,
expedien,PersoFecha7,PersoFecha7,1,,fecha,
expedien,PersoFecha8,PersoFecha8,1,,fecha,
expedien,PersoFecha9,PersoFecha9,1,,fecha,
expedien,PersoLogic1,PersoLogic1,1,,,
expedien,PersoLogic2,PersoLogic2,1,,,
expedien,PersoLogic3,PersoLogic3,1,,,
expedien,PersoLogic4,PersoLogic4,1,,,
expedien,PersoLogic5,PersoLogic5,1,,,
expedien,PersoLogic6,PersoLogic6,1,,,
expedien,personum1,Precio Venta,1,,,
expedien,PersoNum10,PersoNum10,1,,,
expedien,PersoNum11,PersoNum11,1,,,
expedien,PersoNum12,PersoNum12,1,,,
expedien,PersoNum13,PersoNum13,1,,,
expedien,PersoNum14,PersoNum14,1,,,
expedien,PersoNum15,PersoNum15,1,,,
expedien,PersoNum16,PersoNum16,1,,,
expedien,PersoNum17,PersoNum17,1,,,
expedien,PersoNum18,PersoNum18,1,,,
expedien,PersoNum19,PersoNum19,1,,,
expedien,personum2,Precio Escritura,1,,,
expedien,PersoNum20,PersoNum20,1,,,
expedien,personum3,Provisión,1,,,
expedien,PersoNum4,PersoNum4,1,,,
expedien,PersoNum5,PersoNum5,1,,,
expedien,PersoNum6,PersoNum6,1,,,
expedien,PersoNum7,PersoNum7,1,,,
expedien,PersoNum8,PersoNum8,1,,,
expedien,PersoNum9,PersoNum9,1,,,
expedien,porejecucioncccombi,% Progreso,1,,,
expedien,precio,Precio,0,,,0
expedien,proconnumref,Ref Procurador Contrario,1,,,
expedien,propronumref,Ref Procurador Propio,1,,,
expedien,publicar,Publicar,1,,,
expedien,refhisto,Ref. Histórico,1,,,
expedien,refsiniestro,Ref Siniestro,1,,,
expedien,sabocon,Abogados Contrarios,1,,,
expedien,SABOG,Abogado,1,,,
expedien,SABOPRO,Abogados Propios,1,,,
expedien,saldoexpediente,Saldo Expediente,0,,,0
expedien,sciaseguros,Compañia Seguros,1,,,
expedien,SCLICON,Cliente Contrario,1,,,
expedien,SCLIPRO,Cliente Propio,1,,,
expedien,scparq,Código Postal,0,,,
expedien,sdescripcioncentrospredef,Centro,0,,,0
expedien,sdirarq,Dirección,0,,,
expedien,SJUZGADO,Juzgado,1,,,
expedien,sjuzgadoexhortado,Juzgado Exhortado,0,,,
expedien,sjuzgaexho,Juzgado Exhortante,0,,,
expedien,smuniarq,Municipio,0,,,
expedien,snombrecli,Cliente,0,,,
expedien,snombreclicon,Nombre Contrario,1,,,
expedien,snumasunto,Núm Autos,0,0,,1
expedien,snumprocedi,Núm Procedimiento,1,,,
expedien,spaisarq,País,0,,,
expedien,spobarq,Población,0,,,
expedien,sprovarq,Provincia,0,,,
expedien,srefabogado,Ref Propia,0,0,,1
expedien,srefcliente,Ref  Expediente,0,0,,
expedien,srefprocurador,Ref Procurador,1,,,
expedien,stelefonocli,Teléfono Cliente,1,,,
expedien,STIPOASUNTO,Tipo Asunto,1,,,
expedien,STIPOEXP,Tipo Expediente,1,,,
expedien,STIPOPROC,Tipo Procedimiento,1,,,
expedien,SUBUSUARIO,Código Usuario,0,,,
expedien,TarifaSubUsu,Tarifa Usuario,1,,,
expedien,tbexpedien,tbexpedien,1,,,
expedien,tbprevexpedien,tbprevexpedien,1,,,
expedien,telefono,Teléfono,0,,,
expedien,textoalerta,Alerta,0,,,0
expedien,tiempo,Tiempo,1,,tiempo,
expedien,TIEMPOHORA,Tiempo Hora,0,,tiempo,
expedien,tiemposeg,Tiempo Seguimiento,1,,tiempo,
expedien,TIEMPOSEGHORA,Tiempo Segundos Hora,0,,tiempo,
expedien,tiempototalccombi,Tiempo Total,1,,tiempo,
expedien,totalcuantia,Total Cuantía,0,,,1
expedien,totalcuantialetra,Total Cuantía en Letra,0,,,0
expedien,totanticipoexp,Total Anticipos Exp,0,,,0
expedien,totarticuloexp,Total Artículos Exp,0,,,0
expedien,totcapitalprev2,Capital,1,,,
expedien,TOTCUANTIA,Total Cuantía,1,,,
expedien,totdctoexp,Total DCTO Exp,0,,,0
expedien,totentprevias,Total Entradas Previas,1,,,
expedien,totentprevias1,Total Entradas Previas 1,1,,,
expedien,totentprevias2,Total Entradas Previas 2,1,,,
expedien,totentprevias3,Total Entradas Previas 3,1,,,
expedien,totentradasmenossalidas,Total Entradas-Salidas,0,,,0
expedien,totentradasrecobros,Total Entradas Recobros,1,,,
expedien,totgastoexp,Total Gastos Exp,0,,,0
expedien,tothonoexp,Total Honorarios Exp,0,,,0
expedien,totirpfexp,Total IRPF Exp,0,,,0
expedien,totivaexp,Total IVA Exp,0,,,0
expedien,totpagosprev2,Pagos,1,,,
expedien,totprevias,Total Previas,1,,,
expedien,totprevias1,Total Previas 1,1,,,
expedien,totprevias2,Total Previas 2,1,,,
expedien,totprevias3,Total Previas 3,1,,,
expedien,totprovexp,Total Provisiones Exp,0,,,0
expedien,totprovisiones,Total Provisiones,1,,,
expedien,totrecobros,Total Recobros,1,,,
expedien,totsalidasrecobros,Total Salidas Recobros,1,,,
expedien,totsalprevias,Total Salidas Previas,1,,,
expedien,totsalprevias1,Total Salidas Previas 1,1,,,
expedien,totsalprevias2,Total Salidas Previas 2,1,,,
expedien,totsalprevias3,Total Salidas Previas 3,1,,,
expedien,totsuplidos,Gastos,1,,,
expedien,totsuplidosexp,Total Suplidos Exp,0,,,0
expedien,ultactu,Ultima Actuación,1,,,
expedien,ultActuFechaAct,Fecha Actuación,1,,fecha,
expedien,ultActuFechaAvi,Fecha Aviso,1,,fecha,
expedien,ultActuFechaSe,Fecha Señalamiento,1,,fecha,
expedien,ultActuFechaVen,Fecha Vencimiento,1,,fecha,
expedien,ultActuLinea,Línea Ultima Actuación,1,,,
expedienexhortado,sjuzgadoexhortado,Juzgado Exhortado,0,0,,
expedienexhortante,sjuzgaexho,Juzgado Exhortante,0,0,,
expedienultactu,dfechaact,Fecha Actuación,0,,fecha,1
expedienultactu,dfechanotificacion,Fecha Notificación,0,,fecha,1
expedienultactu,horafinact,Hora Fin Actuación,0,,hora,1
expedienultactu,horainiact,Hora Inicio Actuación,0,,hora,1
expedienultactu,notas,Notas,0,,rtf,1
expedienultactu,sactuacion,Actuación,0,,,1
experso1,perso1,Perso1,1,,,
experso1,perso2,Perso2,1,,,
experso1,perso3,Perso3,1,,,
experso1,perso4,Perso4,1,,,
experso1,perso5,Perso5,1,,,
experso1,perso6,Perso6,1,,,
experso1,perso7,Perso7,1,,,
experso1,perso8,Perso8,1,,,
experso2,perso1,Perso1,1,,,
experso2,perso2,Perso2,1,,,
experso2,perso3,Perso3,1,,,
experso2,perso4,Perso4,1,,,
experso2,perso5,Perso5,1,,,
experso2,perso6,Perso6,1,,,
experso2,perso7,Perso7,1,,,
experso2,perso8,Perso8,1,,,
experso3,perso1,Perso1,1,,,
experso3,perso2,Perso2,1,,,
experso3,perso3,Perso3,1,,,
experso3,perso4,Perso4,1,,,
experso3,perso5,Perso5,1,,,
experso3,perso6,Perso6,1,,,
experso3,perso7,Perso7,1,,,
experso3,perso8,Perso8,1,,,
experso4,perso1,Perso1,1,,,
experso4,perso2,Perso2,1,,,
experso4,perso3,Perso3,1,,,
experso4,perso4,Perso4,1,,,
experso4,perso5,Perso5,1,,,
experso4,perso6,Perso6,1,,,
experso4,perso7,Perso7,1,,,
experso4,perso8,Perso8,1,,,
experso5,Beneficio,Beneficio,0,,,
experso5,perso1,Perso1,1,,,
experso5,perso2,Perso2,1,,,
experso5,perso3,Perso3,1,,,
experso5,perso4,Perso4,1,,,
experso5,perso5,Perso5,1,,,
experso5,perso6,Perso6,1,,,
experso5,perso7,Perso7,1,,,
experso5,perso8,Perso8,1,,,
experso5,PersoFecha1,Fecha,0,,fecha,
experso5,PersoNum1,Campo Libre 1,0,,,
experso5,PersoNum10,Campo Libre 10,0,,,
experso5,PersoNum11,Campo Libre 11,0,,,
experso5,PersoNum12,Campo Libre 12,0,,,
experso5,PersoNum13,Campo Libre 13,0,,,
experso5,PersoNum14,Campo Libre 14,0,,,
experso5,PersoNum15,Campo Libre 15,0,,,
experso5,PersoNum16,Campo Libre 16,0,,,
experso5,PersoNum17,Campo Libre 17,0,,,
experso5,PersoNum18,Campo Libre 18,0,,,
experso5,PersoNum19,Campo Libre 19,0,,,
experso5,PersoNum2,Campo Libre 2,0,,,
experso5,PersoNum20,Campo Libre 20,0,,,
experso5,PersoNum3,Campo Libre 3,0,,,
experso5,PersoNum4,Campo Libre 4,0,,,
experso5,PersoNum5,Campo Libre 5,0,,,
experso5,PersoNum6,Campo Libre 6,0,,,
experso5,PersoNum7,Campo Libre 7,0,,,
experso5,PersoNum8,Campo Libre 8,0,,,
experso5,PersoNum9,Campo Libre 9,0,,,
experso5,Porcentaje,Porcentaje,0,,,
experso5,Total1,Total Costes,0,,,
experso5,Total2,Total Facturación,0,,,
expfinanciacion,fimporte,Importe,0,,,
expfinanciacion,formapago,Forma de Cobro,0,,,
expfinanciacion,inumplazos,Núm Cobros,0,,,
expfinanciacion,sdescripcion,Descripción,0,,,
expfinanciacion,stipo,Tipo Cobro,0,,,
expimage,descripcion,Título,0,,,
expimage,dfechaactuacion,dfechaactuacion,1,,fecha,
expimage,enviado,enviado,1,,,
expimage,enviar,enviar,1,,,
expimage,fecha,Fecha,0,,fecha,
expimage,fechaFTP,fechaFTP,1,,fecha,
expimage,imagen,Nombre Adjunto,0,,,
expimage,inumexp,inumexp,1,,,
expimage,iyear,iyear,1,,,
expimage,linea,linea,1,,,
expimage,lineaactu,lineaactu,1,,,
expimage,subidoFTP,subidoFTP,1,,,
expimage,ubicacion,Ubicación,0,,,
exppacientes,dfechaalta,F. Alta,0,,fecha,
exppacientes,dfechabaja,F. Baja,0,,fecha,
exppacientes,dfmatricula,F. Matrícula,0,,fecha,
exppacientes,estadocurso,Estado Curso,0,,,
exppacientes,NIFCLIENTE,Nif,0,,,
exppacientes,NOMCLIENTE,Nombre,0,,,
exppacientes,numdiploma,Nº Diploma,0,,,
exppruebasevaluables,descripcionpruebaeval,Descripción,1,,,0
exppruebasevaluables,expedientepruebaeval,Núm Expediente,1,,,0
exppruebasevaluables,fechaaltapruebaeval,Fecha Alta,1,,fecha,0
exppruebasevaluables,iyearpruebaeval,Año,1,,,0
exppruebasevaluables,notamedia,Nota Media,0,,,0
exppruebasevaluables,notamediatexto,Nota Media Texto,0,,,0
exppruebasevaluables,tipoexppruebaeval,Tipo Expediente,1,,,0
exppruebasevaluables,usupruebaeval,Usuario,0,,,0
expres2,acturealizada,Realizada,0,,,
expres2,codcliente,codcliente,1,,,
expres2,dfechaact,Fecha Actuación,0,,fecha,
expres2,dfechaavi,Fecha Aviso,0,,fecha,
expres2,dfecharec,Fecha Recordatorio,1,,fecha,
expres2,dfechase,Fecha Señalamiento,1,,fecha,
expres2,dfechaven,Fecha Vencimiento,1,,fecha,
expres2,DIRCLI,Dirección,0,,,
expres2,emailcli,Email,0,,,
expres2,expediente,Núm Expediente,0,,,
expres2,facturable,Facturable,1,,,
expres2,facturado,Facturado,0,,,
expres2,fecharealizacion,Fecha Realización,0,,fecha,
expres2,horafinact,Hora Final,0,,hora,
expres2,horainiact,Hora Inicio,0,,hora,
expres2,inumexp,Número Expediente,0,,,
expres2,iyear,Año Exp,0,,,
expres2,linea,Línea,1,,,
expres2,nomcliente,Cliente,0,,,
expres2,numfactura,Núm Factura,0,,,
expres2,origenfact,Origen Factura,1,,,
expres2,precio,Precio,0,,,
expres2,preciocoste,Coste,0,,,
expres2,sactuacion,Actuación,0,,,
expres2,subusu,Usuario,0,,,
expres2,tarifasubusu,Tarifa Usuario,1,,,
expres2,TELCLI,Teléfono,0,,,
expres2,tiempo,Tiempo,0,,tiempo,
expres2,tiempohora,Tiempo Hora,0,,tiempo,
expres2,tipo,Tipo Actuación,0,,,
expres2,tipoactu,Tipo Plazo,0,,,
expres2,tipoexp,Tipo Expediente,0,,,
expres2,yearfact,Año Factura,0,,,
expres3,dfecha,Fecha,0,,fecha,
expres3,expediente,Núm Expediente,0,,,
expres3,fentradaseuro,Entradas,0,,,
expres3,fsalidaseuro,Salidas,0,,,
expres3,inumexp,Número Expediente,0,,,
expres3,iyear,Año Exp,0,,,
expres3,linea,Línea,1,0,,
expres3,sdescripcion,Descripción,0,,,
expres3,stipo,Tipo Cuenta,1,,,
expres3,subusu,Usuario,0,,,
expres3,tipoexp,Tipo Expediente,0,,,
expres3,tipoperso,Tipo Cuenta,0,,,
faceaapp,codoficinacontable,Código Oficina Contable,0,,,0
faceaapp,codorganogestor,Código Órgano Gestor,0,,,0
faceaapp,codorganoproponente,Código Órgano Proponente,0,,,0
faceaapp,codunidadtramitadora,Código Unidad Tramitadora,0,,,0
faceaapp,nomoficinacontable,Nombre Oficina Contable,0,,,0
faceaapp,nomorganogestor,Nombre Órgano Gestor,0,,,0
faceaapp,nomorganoproponente,Nombre Órgano Proponente,0,,,0
faceaapp,nomunidadtramitadora,Nombre Unidad Tramitadora,0,,,0
faceaapp,roloficinacontable,Rol Oficina Contable,0,,,0
faceaapp,rolorganogestor,Rol Órgano Gestor,0,,,0
faceaapp,rolorganoproponente,Rol Órgano Proponente,0,,,0
faceaapp,rolunidadtramitadora,Rol Unidad Tramitadora,0,,,0
factagru,agrupacion,Agrupación,1,,,
factagru,codsubusu,Código Usuario,1,,,
factagru,dcto,Documento,0,,,
factagru,dctolinea,Dcto,0,,,
factagru,descripcion,Descripción,0,,,
factagru,entradaeuro,Entradas,0,,,
factagru,inmufactura,Núm Factura,1,,,
factagru,irpf,IRPF,0,,,
factagru,iva,IVA/IGIC,0,,,
factagru,origen,Origen,0,,,
factagru,salidaeuro,Salidas,0,,,
factagru,tipo,Tipo Cuenta,0,,,
factagru,totaldctoeuro,Total Descuento,0,,,
factagru,totaleuro,Total,0,,,
factagru,totalirpfeuro,Total IRPF,0,,,
factagru,totalivaeuro,Total IVA/IGIC,0,,,
factagru,yearfact,Año Factura,1,,,
facturas,asiefact,Asiento,0,,,0
facturas,baseConPortes,Total Base (Portes),0,,,0
facturas,bicswift,Código BIC/SWIFT,0,,,0
facturas,COBMENOSDEVOL,Total Cobros,0,,,
facturas,codpostalcli,Código Postal,0,,,0
facturas,codsubusu,Código Usuario,1,,,0
facturas,ctahono,Cuenta Honorarios,0,,,0
facturas,ctairpf,Cuenta IRPF,0,,,0
facturas,ctaiva,Cuenta IVA/IGIC,0,,,0
facturas,cueconcli,Cuenta Cliente,0,,,0
facturas,cuentabanco,Cuenta Banco,0,,,0
facturas,cuentabancocifr,CCC Banco Cifrado,0,,,0
facturas,dcto,% Dcto,0,,porciento,
facturas,dctoimpresion,Doc Impresión,1,,,0
facturas,descdiacobro,Descripción Día Cobro Definitivo,0,,,0
facturas,descplazo,Plazos de Cobro,0,,,0
facturas,dfechainipago,Fecha Inicio 1ª Cobro,0,,fecha,0
facturas,documento,Documento,0,,,0
facturas,domiciliocli,Domicilio,0,,,0
facturas,emailTitular,Correo Electrónico,0,,,0
facturas,expediente,Núm Expediente,0,,,0
facturas,fecha,Fecha,0,,fecha,
facturas,fechaAbonada,Fecha Fact Abonada,0,,fecha,
facturas,fechacobro,Fecha Cobro,0,,fecha,
facturas,fechaconta,Fecha Contabilidad,0,,fecha,0
facturas,fechaEnvio,Fecha Envío,0,,fecha,0
facturas,fechafacturalarga,Fecha Impresión Larga,0,,fecha,0
facturas,fechaoperacion,Fecha Operación,0,,,0
facturas,fmandato,Fecha Mandato,1,,,
facturas,formacobro,Forma de Cobro,0,,,0
facturas,formapago,Forma de Pago,0,,,
facturas,fracobrada,Factura Cobrada,0,,,
facturas,honoConDctoLin,Importe,1,,,0
facturas,iban,IBAN,0,,,0
facturas,ibancifr,IBAN Cifrado,0,,,0
facturas,identificadorTBAI,Id Ticketbai,0,,,0
facturas,importecobrado,Total Cobrado,0,,,0
facturas,inumexp,Número Expediente,1,,,0
facturas,inumfactabonada,Núm. Fact. Abonada,0,,,
facturas,inumfactura,Núm Factura,0,,,
facturas,inumpagos,Nº Cobros,0,,,0
facturas,inumprof,Número Documento Previo,0,,,0
facturas,irpf,IRPF %,0,,porciento,
facturas,iva,IVA %,0,,porciento,
facturas,iyear,Año Exp,0,,,0
facturas,mesesContrato,Meses de Contrato,0,,,0
facturas,mesfechafactletra,Mes Factura,0,,,0
facturas,nifcli,NIF/CIF,0,,,0
facturas,nmandato,Número Mandato,0,,,
facturas,nombrecli,Nombre,0,,,0
facturas,nombremascota,Nombre Mascota,0,,,0
facturas,NOMSUBUSU,Usuario,0,,,0
facturas,notas,Notas,0,,rtf,
facturas,notas2,Notas 2,0,,rtf,
facturas,notas3,Notas 3,0,,rtf,
facturas,notas4,Notas 4,0,,rtf,
facturas,notas5,Notas 5,0,,rtf,
facturas,notas6,Notas 6,0,,rtf,
facturas,numrecibos,Núm. Recibos,0,,,
facturas,observaciones,Observaciones,0,,,
facturas,origen,Origen,0,,,0
facturas,poblacioncli,Población,0,,,0
facturas,provinciacli,Provincia,0,,,0
facturas,qrticketbai,QR Ticketbai,0,,,0
facturas,qrverifactu,QR Veri*Factu,1,,,0
facturas,refabonada,Referencia Fact Abonada,0,,,
facturas,referencia,Referencia,0,,,0
facturas,reffactu,Ref Factura,0,,,
facturas,sConDirEn,Contacto,1,,,0
facturas,sCPDirEn,Código Postal Dir  Entrega,1,,,0
facturas,sdescripcion,Descripción Factura,0,,,0
facturas,sDirEntrega,Dirección de Entrega,1,,,0
facturas,sEmailConDirEn,Email Contacto,1,,,0
facturas,serie,Serie,0,,,
facturas,serieabonada,Serie Fact Abonada,0,,,
facturas,sPobDirEn,Población Dir  Entrega,1,,,0
facturas,sProvDirEn,Provincia Dir  Entrega,1,,,0
facturas,sTelConDirEn,Teléfono Contacto,1,,,0
facturas,tipoexp,Tipo Expediente,0,,,0
facturas,TotACuenta,Total a Cuenta,0,,,
facturas,Total,Total Ptas,1,,,0
facturas,totalbaseimp,Total Base Imponible,0,,,
facturas,totalbaseimpAbo,Total Base Imponible Fact Abonada,0,,,
facturas,totalbaseiva,Total Base Imponible+iva,0,,,
facturas,totalbaseivairpf,Total Base Imponible+iva-irpf,0,,,
facturas,totalcuotarec,Total Recargo,1,,,0
facturas,TotalDcto,Total Dctos Ptas,1,,,0
facturas,TotalDctoEuro,Total Descuento,0,,,
facturas,totaldctoext,Total Descuento $,1,,,0
facturas,totalderechos,Total Honorarios Ptas,1,,,0
facturas,totalderechoseuro,Total Honorarios + Gastos,1,,,
facturas,totalderechosext,Total Honorarios $,1,,,0
facturas,totaldevolucion,Total Devolución,0,,,
facturas,TotalEuro,Total,0,,,
facturas,totaleuroabo,Total Fact Abonada,0,,,
facturas,totalext,Total $,1,,,0
facturas,totalgastoeuro,Total Gasto,0,,,
facturas,totalgastoext,Total Gasto $,1,,,0
facturas,totalhonodctoiva,Total Honorario-dcto+iva,1,,,0
facturas,totalhonoeuro,Total Honorario Sin Gasto,0,,,
facturas,totalhonoext,Total Honorarios $,1,,,0
facturas,TotalIRPF,Total IRPF Ptas,1,,,0
facturas,TotalIrpfeuro,Total IRPF,0,,,
facturas,totalirpfext,Total IRPF $,1,,,0
facturas,TotalIva,Total IVA/IGIC Ptas,1,,,0
facturas,totalivaAbo,Total Iva Fact Abonada,0,,,
facturas,totalivaanticipos,Total IVA Anticipos,0,,,0
facturas,totalivaarticulos,Total IVA Artículos,0,,,0
facturas,TotalIvaEuro,Total IVA/IGIC,0,,,
facturas,totalivaext,Total IVA $,1,,,0
facturas,totalivahonorarios,Total IVA Honorarios,0,,,0
facturas,totalletra,Total Letra,0,,,0
facturas,totalminuta,Total Minuta,0,,,
facturas,totalpendiente,Total Pendiente,0,,,
facturas,totalprovisiones,Total Provisiones Ptas,1,,,0
facturas,totalprovisioneseuro,Total Provisiones,0,,,
facturas,totalprovisionesext,Total Provisiones $,1,,,0
facturas,totalsuplidos,Total Gastos Ptas,1,,,0
facturas,totalsuplidoseuro,Total Suplidos,0,,,
facturas,totalsuplidosext,Total Suplidos $,1,,,0
facturas,totarticuloeuro,Total Artículos,0,,,
facturas,totbaseimpsolohono,Total Base Imp. Honorarios,0,,,0
facturas,totderechomenosanticipo,Total Hono + Gastos + Art,0,,,0
facturas,tothonomenosgastomenosanticipo,Total Honorario-Gasto-Anticipo,0,,,0
facturas,totmenosdctomasivaanticipos,Total Anticipos-dcto+iva,0,,,0
facturas,totmenosdctomasivaarticulos,Total Artículos-dcto+iva,0,,,0
facturas,totmenosdctomasivagastos,Total Gastos-dcto+iva,0,,,0
facturas,totmenosdctomasivahonorarios,Total Honorarios-dcto+iva (Sólo Honorarios),0,,,0
facturas,totSoloDctoFact,Descuento,0,,,0
facturas,totsupmashono,Total Honorarios + Suplidos,0,,,0
facturas,usarplazosfechafija,Plazo,0,,fecha,0
facturas,yearcontafac,Año Contable,0,,,0
facturas,yearfact,Año Factura,0,,,
facturas,yearfactabonada,Año Fact Abonada,0,,,
facturas,yearprof,Año Documento Previo,0,,,0
fases,descripcion,Descripción,0,,,
fases,tipo,Tipo,0,,,
Fax,asunto,Asunto,0,,,
Fax,destinatario,Destinatario,0,,,
Fax,fecha,Fecha,0,,fecha,
Fax,paginas,Pags ,0,,,
fiscli,contingenciafiscal,Contingencia Fiscal,0,,,
fiscli,quiebra,Quiebra,0,,,
fiscli,regimenfiscal,Régimen Fiscal,0,,,
fiscli,riesgofiscal,Riesgo Fiscal,0,,,
fiscont,contingenciafiscal,Contingencia Fiscal,0,,,
fiscont,quiebra,Quiebra,0,,,
fiscont,regimenfiscal,Régimen Fiscal,0,,,
fiscont,riesgofiscal,Riesgo Fiscal,0,,,
FormTarPral,nif,NIF/CIF,0,,,
FormTarPral,nombre,Nombre,0,,,
FormTarPral,telefono1,Teléfono 1,0,,,
fracobro,asiento,Asiento,0,,,
fracobro,bproformarel,Pro forma,1,,,
fracobro,codsubusu,Código Usuario,0,,,
fracobro,codsubusuproformarel,Usuario Pro forma,1,,,
fracobro,fecha,Fecha,0,,fecha,
fracobro,importecobro,Importe,0,,,
fracobro,inmufactura,Núm Factura,0,,,
fracobro,inumproformarel,Núm Pro forma,1,,,
fracobro,tipoproformarel,Tipo Pro forma,1,,,
fracobro,yearfact,Año Factura,0,,,
fracobro,yearproformarel,Año Pro forma,1,,,
fradevol,alcobro,alcobro,1,,,
fradevol,asientocobimp,asientocobimp,1,,,
fradevol,asientodev,Asiento Devolución,0,,,
fradevol,bproformarel,Pro forma,1,,,
fradevol,codsubusu,Código Usuario,1,,,
fradevol,codsubusuproformarel,Usuario Pro forma,1,,,
fradevol,ctacajban,Cuenta Caja/Banco,1,,,
fradevol,ctacontra,Cuenta Contrario,1,,,
fradevol,fecha,Fecha,0,,fecha,
fradevol,fechacobimp,fechacobimp,1,,fecha,
fradevol,impagado,Impagado,1,,,
fradevol,importe,Importe,0,,,
fradevol,inmufactura,Núm Factura,1,,,
fradevol,inumproformarel,Núm Pro forma,1,,,
fradevol,tipoproformarel,Tipo Pro forma,1,,,
fradevol,yearfact,Año Factura,1,,,
fradevol,yearproformarel,Año Pro forma,1,,,
gastospred,ctagasto,Cta Gasto,0,,,
gastospred,ctairpf,Cta Irpf,0,,,
gastospred,ctaiva,Cta Iva/Igic,0,,,
gastospred,descripcion,Descripción,0,,,
gastospred,fecha,F Alta,0,,fecha,
gastospred,importe,Importe,0,,,
gastospred,referencia,Referencia,0,,,
gastospred,tipo,Tipo,0,,,
habitaciones,CAMAS,Camas,0,,,
habitaciones,campo1,Campo1,0,,,
habitaciones,campo10,Campo10,0,,,
habitaciones,campo11,Campo11,0,,,
habitaciones,campo12,Campo12,0,,,
habitaciones,campo13,Campo13,0,,,
habitaciones,campo14,Campo14,0,,,
habitaciones,campo2,Campo2,0,,,
habitaciones,campo3,Campo3,0,,,
habitaciones,campo4,Campo4,0,,,
habitaciones,campo5,Campo5,0,,,
habitaciones,campo6,Campo6,0,,,
habitaciones,campo7,Campo7,0,,,
habitaciones,campo8,Campo8,0,,,
habitaciones,campo9,Campo9,0,,,
habitaciones,fecha1,Campo Fecha 1,0,,fecha,
habitaciones,fecha2,Campo Fecha 2,0,,fecha,
habitaciones,fecha3,Campo Fecha 3,0,,fecha,
habitaciones,fecha4,Campo Fecha 4,0,,fecha,
habitaciones,fecha5,Campo Fecha 5,0,,fecha,
