id,claveFiltro,nombre,campo,orden,campovisualizacion,etiquetasini,tipofiltro,Visible,consultaindependiente,subClave,modofiltro,consultacombo,combovaloresUsu,disponible
841,ControlOportunidades,Campo de perfil 33,33,50,,0,0,False,,Perfil,,,,1
842,ControlOportunidades,Campo de perfil 34,34,50,,0,0,False,,Perfil,,,,1
843,ControlOportunidades,Campo de perfil 35,35,50,,0,0,False,,Perfil,,,,1
844,ControlOportunidades,Campo de perfil 36,36,50,,0,0,False,,Perfil,,,,1
845,ControlOportunidades,Campo de perfil 37,37,50,,0,0,False,,Perfil,,,,1
846,ControlOportunidades,Campo de perfil 38,38,50,,0,0,False,,Perfil,,,,1
847,ControlOportunidades,Campo de perfil 39,39,50,,0,0,False,,Perfil,,,,1
848,ControlOportunidades,Campo de perfil 40,40,50,,0,0,False,,Perfil,,,,1
849,ControlOportunidades,Campo de perfil 41,41,50,,0,0,False,,Perfil,,,,1
850,ControlOportunidades,Campo de perfil 42,42,50,,0,0,False,,Perfil,,,,1
851,ControlOportunidades,Campo de perfil 43,43,50,,0,0,False,,Perfil,,,,1
852,ControlOportunidades,Campo de perfil 44,44,50,,0,0,False,,Perfil,,,,1
853,ControlOportunidades,Campo de perfil 45,45,50,,0,0,False,,Perfil,,,,1
854,AtencionCliente,Campo de perfil 1,1,50,,0,0,False,,Perfil,,,,1
855,AtencionCliente,Campo de perfil 2,2,50,,0,0,False,,Perfil,,,,1
856,AtencionCliente,Campo de perfil 3,3,50,,0,0,False,,Perfil,,,,1
857,AtencionCliente,Campo de perfil 4,4,50,,0,0,False,,Perfil,,,,1
858,AtencionCliente,Campo de perfil 5,5,50,,0,0,False,,Perfil,,,,1
859,AtencionCliente,Campo de perfil 6,6,50,,0,0,False,,Perfil,,,,1
860,AtencionCliente,Campo de perfil 7,7,50,,0,0,False,,Perfil,,,,1
861,AtencionCliente,Campo de perfil 8,8,50,,0,0,False,,Perfil,,,,1
862,AtencionCliente,Campo de perfil 9,9,50,,0,0,False,,Perfil,,,,1
863,AtencionCliente,Campo de perfil 10,10,50,,0,0,False,,Perfil,,,,1
864,AtencionCliente,Campo de perfil 11,11,50,,0,0,False,,Perfil,,,,1
865,AtencionCliente,Campo de perfil 12,12,50,,0,0,False,,Perfil,,,,1
866,AtencionCliente,Campo de perfil 13,13,50,,0,0,False,,Perfil,,,,1
867,AtencionCliente,Campo de perfil 14,14,50,,0,0,False,,Perfil,,,,1
868,AtencionCliente,Campo de perfil 15,15,50,,0,0,False,,Perfil,,,,1
869,AtencionCliente,Campo de perfil 16,16,50,,0,0,False,,Perfil,,,,1
870,AtencionCliente,Campo de perfil 17,17,50,,0,0,False,,Perfil,,,,1
871,AtencionCliente,Campo de perfil 18,18,50,,0,0,False,,Perfil,,,,1
872,AtencionCliente,Campo de perfil 19,19,50,,0,0,False,,Perfil,,,,1
873,AtencionCliente,Campo de perfil 20,20,50,,0,0,False,,Perfil,,,,1
874,AtencionCliente,Campo de perfil 21,21,50,,0,0,False,,Perfil,,,,1
875,AtencionCliente,Campo de perfil 22,22,50,,0,0,False,,Perfil,,,,1
876,AtencionCliente,Campo de perfil 23,23,50,,0,0,False,,Perfil,,,,1
877,AtencionCliente,Campo de perfil 24,24,50,,0,0,False,,Perfil,,,,1
878,AtencionCliente,Campo de perfil 25,25,50,,0,0,False,,Perfil,,,,1
879,AtencionCliente,Campo de perfil 26,26,50,,0,0,False,,Perfil,,,,1
880,AtencionCliente,Campo de perfil 27,27,50,,0,0,False,,Perfil,,,,1
881,AtencionCliente,Campo de perfil 28,28,50,,0,0,False,,Perfil,,,,1
882,AtencionCliente,Campo de perfil 29,29,50,,0,0,False,,Perfil,,,,1
883,AtencionCliente,Campo de perfil 30,30,50,,0,0,False,,Perfil,,,,1
884,AtencionCliente,Campo de perfil 31,31,50,,0,0,False,,Perfil,,,,1
885,AtencionCliente,Campo de perfil 32,32,50,,0,0,False,,Perfil,,,,1
886,AtencionCliente,Campo de perfil 33,33,50,,0,0,False,,Perfil,,,,1
887,AtencionCliente,Campo de perfil 34,34,50,,0,0,False,,Perfil,,,,1
888,AtencionCliente,Campo de perfil 35,35,50,,0,0,False,,Perfil,,,,1
889,AtencionCliente,Campo de perfil 36,36,50,,0,0,False,,Perfil,,,,1
890,AtencionCliente,Campo de perfil 37,37,50,,0,0,False,,Perfil,,,,1
891,AtencionCliente,Campo de perfil 38,38,50,,0,0,False,,Perfil,,,,1
892,AtencionCliente,Campo de perfil 39,39,50,,0,0,False,,Perfil,,,,1
893,AtencionCliente,Campo de perfil 40,40,50,,0,0,False,,Perfil,,,,1
894,AtencionCliente,Campo de perfil 41,41,50,,0,0,False,,Perfil,,,,1
895,AtencionCliente,Campo de perfil 42,42,50,,0,0,False,,Perfil,,,,1
896,AtencionCliente,Campo de perfil 43,43,50,,0,0,False,,Perfil,,,,1
897,AtencionCliente,Campo de perfil 44,44,50,,0,0,False,,Perfil,,,,1
898,AtencionCliente,Campo de perfil 45,45,50,,0,0,False,,Perfil,,,,1
899,ControlExpedientes,Potenciales,snombrePotencialTodos,6,bverpotenciales,0,3,True,e.inumexp * CAST(10000 as bigint) + e.iyear IN (SELECT ECP.inumexp * CAST(10000 as bigint) + ECP.iyear as idexp    FROM exclipro ECP   JOIN clientes C ON ECP.icodcli = C.icodcli    WHERE C.tipobd = 2 AND C.snombrecli LIKE '%{0}%'),frmSeleccionarFicha,,,,1
905,ControlClases,CentrosSingular,nombreCentro,50,bvercentros,1,0,False,,,,,,1
906,ControlExpedientes,CentrosSingular,sdescripcion,101,bvercentros,1,0,False,,frmSeleccionarFicha,,,,1
911,ControlClientes,func:GetEtiqNombreCliente,snombrecli,11,bMostrarRefServSupGast,1,3,True,"icodcli in (SELECT DISTINCT icodcli 
	FROM servicioscli S
	WHERE
		S.referencia LIKE '%{0}%')",,,,,1
914,PrevisionCobros,EtiqTerceroRel,id,5,,1,3,False,id in (select distinct(id) from prevcobros prev where iyear < 1 and inumexp in (select distinct(terc.icodcli) from cliterceros terc join clientes cli on terc.icodclitercero = cli.icodcli where cli.snombrecli like '%{0}%')),PrevisionCobros,,,,1
915,ControlFacturas,Estado TicketBai,estadoTicketBai,31,bVerTicketBAI,0,4,True,,,,{$}:string|Todos{=}|Pendiente de Enviar{=}Pendiente de Enviar|Aceptado{=}Aceptado|Rechazado{=}Rechazado|Error de envío{=}Error de envío|Aceptado con errores{=}Aceptado con errores|No enviable{=}No enviable,,1
916,PrevisionCobros,Creado por,nombreCreador,5,mostrarCampoCreadoPor,0,3,False,,PrevisionCobros,,,,1
917,ControlTesorerias,Nombre,snombrecli,1,,0,0,True,,,,,,1
918,ControlTesorerias,Concepto,concepto,2,,0,0,True,,,,,,1
919,ControlTesorerias,cliUsuario,usuario,4,,1,0,True,,,,,,1
920,ControlTesorerias,Núm. Factura,inumfactura,5,,0,1,False,,,,,,1
921,ControlTesorerias,Serie Factura,serie,6,,0,0,False,,,,,,1
922,ControlTesorerias,Descripción Expediente,descripcionexpediente,7,,0,0,False,,,,,,1
923,ControlTesorerias,Ref. Propia,refpropia,8,,0,0,False,,,,,,1
924,AtencionCliente,Usuario Trabajo,nombreUsuarioTarea,5,bVerTareasSubtareas,0,0,False,,,,,,1
945,AtencionCliente,Núm. de Cliente,numcliente,5,,0,3,False,,,,,,1
946,ControlOportunidades,Núm. de Cliente,numcliente,10,,0,3,False,,,,,,1
947,ControlFacturas,Persona de Contacto,contacto,10,bverficconta,1,3,False,"icodcli in (SELECT ContactLin.IcodCli FROM contactlin INNER JOIN contacto ON (ContactLin.icodcontacto = contacto.codcontacto and contacto.nombre like '%{0}%') WHERE ISNULL(ContactLin.icodcli,0) != 0)",,,,,1
948,ControlFacturas,Correo Electrónico,email,9,!bverSoloNomCli,0,3,False,,,,,,1
949,ArticulosPredef,Código,codigo,1,,0,0,True,,,,,,1
950,ArticulosPredef,Nombre,descripcion,2,,0,3,True,,,,,,1
951,ArticulosPredef,Familia,nomfamilia,3,,0,0,True,,,,,,1
952,ArticulosPredef,Subfamilia,subfamilia,4,,0,0,False,,,,,,1
953,ArticulosPredef,Descripción,descripcionlarga,5,,0,0,True,,,,,,1
954,ArticulosPredef,Código de Barras,codigobarras,6,,0,0,True,,,,,,1
955,ArticulosPredef,Proveedor Habitual,nomproveedor,7,,0,0,True,,,,,,1
956,Mascotas,Nombre Mascota,snombrecli,1,,0,3,True,,,,,,1
957,Mascotas,Cliente,nomcli,2,,0,3,True,,,,,,1
958,Mascotas,Todos los teléfonos,smovilcli|stelefonocli|telefono2|telefono3,3,,0,0,True,,,3,,,1
959,Mascotas,Núm. Chip,mascotanumero,4,,0,3,False,,,,,,1
960,Mascotas,Especie,mascotaespecie,5,,0,3,False,,,,,,1
961,Mascotas,Raza,mascotaraza,6,,0,3,False,,,,,,1
962,Mascotas,Variedad,mascotavariedad,7,,0,3,False,,,,,,1
963,Mascotas,Capa,mascotacapa,8,,0,3,False,,,,,,1
964,Mascotas,Carácter,mascotacaracter,9,,0,3,False,,,,,,1
965,Mascotas,Bozal,mascotabozal,10,,0,3,False,,,,,,1
966,Mascotas,Esterilizado/a,mascotaesteriliz,11,,0,3,False,,,,,,1
967,Mascotas,UsuarioMascota,usuario,12,,1,3,False,,,3,,,1
968,Mascotas,Estado,estadocli,13,,0,3,False,,,,,,1
969,Mascotas,Correo Electrónico Cliente,email,15,,0,3,False,,,,,,1
970,Mascotas,NIF Cliente,snifcli,16,,0,3,False,,,,,,1
971,Mascotas,Tipo Cliente,tipofichero,17,,0,3,False,,,,,,1
972,ControlFacturas,Emisor,nomemisor,57,bPermitirFactDifCIF,0,3,True,,,,,,1
973,ControlCobrosAseguradoras,Número Paciente,codigo,0,,0,3,True,,,,,,1
974,ArticulosPredef,Lote,lote,8,,0,3,True,id in (select distinct idarticulo from [[instancia]advabousu[empresa]].dbo.lotes where lote like '%{0}%'),,,,,1
975,ArticulosPredef,Nº Serie,numserie,9,,0,3,True,id in (select distinct idarticulo from [[instancia]advabousu[empresa]].dbo.lotes where serie like '%{0}%'),,,,,1
976,PrevisionCobros,TituloMascota,mascotanombre,15,bVerMascotas,1,3,True,,PrevisionCobros,,,,1
977,FacturasRecibidas,Receptor,nomemisor,15,bPermitirFactDifCIF,0,3,True,,,,,,1
978,ControlMovimientoRecursos,Recurso,nombreAsociado,1,,0,0,True,,,,,,1
979,ControlMovimientoRecursos,Cliente,nombreCliente,2,,0,0,True,,,,,,1
980,ControlMovimientoRecursos,Descripción Exp.,descExp,3,VerExpedientes,1,0,True,,,,,,1
981,ControlMovimientoRecursos,Todos los teléfonos,smovilcli|stelefonocli|telefono2|telefono3,4,,0,0,False,,,,,,1
982,ControlMovimientoRecursos,Correo electrónico,email,5,,0,0,False,,,,,,1
983,ControlMovimientoRecursos,Ref. Propia,refpropiaexp,6,bVerExpedientes,0,0,False,,,,,,1
984,ControlFacturas,ExpReferExp,refexpediente,12,VerExpedientes,1,0,False,,,,,,1
985,ControlHistorial,Nombre Cliente Rel.,nombreclirel,7,,0,0,False,,,,,,1
986,DocManagerCuadroMandos,Informe,sactuacion,1,,0,0,True,,,,,,1
987,DocManagerCuadroMandos,Formato,formato,2,,0,4,True,,,,{$}:string|Todos{=}|Correo{=}CORREO|Excel{=}EXCEL|PDF{=}PDF,,1
988,DocManagerCuadroMandos,Fecha Informe,fechaactuacion,2,,0,8,True,,,,,,1
989,AtencionCliente,Etapa Trabajo,etapaTarea,34,bMostrarCampoEtapaTarea,0,0,False,,,,,,1
990,PrevisionCobros,Diagnóstico,diagnostico,15,bVerDiagnosticos,0,3,False,,PrevisionCobros,,,,1
991,ControlHistorial,Diagnóstico,diagnostico,325,bVerDiagnosticos,0,3,False,,,,,,1
992,Cuentas,Juzgado,juzgado,7,bverficjuzga,0,0,True,,,,,,1
993,ColaLexnet,Presentar en,nombreDestino,0,,0,0,True,,,,,,1
994,ColaLexnet,Tipo,tipoMensaje,1,,0,4,True,,,4,{$}:string|Todos{=}|Escrito{=}Escrito|Iniciador Asunto{=}Iniciador Asunto|Iniciador Ejecución{=}Iniciador Ejecución|Recurso Queja{=}Recurso Queja|Personación{=}Personación|Escrito Defensa{=}Escrito Defensa|Recurso Casación{=}Recurso Casación,,1
995,ColaLexnet,Año Exp.,iyear,2,,0,1,True,,,,,,1
996,ColaLexnet,Número Exp.,expediente,3,,0,1,True,,,,,,1
997,ColaLexnet,Descripción Exp.,descripcion,4,,0,0,True,,,,,,1
998,ColaLexnet,Fecha Envío,fechaEnvio,5,,0,8,True,,,,,,1
999,ColaLexnet,Ref. Propia,srefabogado,6,,0,0,False,,,,,,1
1000,ColaLexnet,NIG,NIG,7,,0,0,False,,,,,,1
1001,ColaLexnet,Núm. Autos,snumasunto,8,,0,0,False,,,,,,1
1002,ColaLexnet,Tipo Expediente,tipoexp,9,,0,0,False,,,,,,1
1003,ColaLexnet,Tipo Asunto,tipoasunto,10,,0,0,False,,,,,,1
1004,ColaLexnet,Tipo Procedimiento,procedimiento,11,,0,0,False,,,,,,1
1005,ColaLexnet,Cliente (Principal),snombrecli,12,,0,0,False,,,,,,1
1006,ColaLexnet,Abogado Propio (Principal),snombreabo,13,,0,0,False,,,,,,1
1007,ColaLexnet,Contrario (Principal),snombreclicon,14,,0,0,False,,,,,,1
1008,ColaLexnet,Procurador Propio (Principal),procuPropio,15,,0,0,False,,,,,,1
1009,ColaLexnet,Procurador Contrario (Principal),procuContrario,16,,0,0,False,,,,,,1
1010,ColaLexnet,cliUsuario,nomUsuario,17,,1,0,False,,,,,,1
1011,Stock,Código de Barras,codigobarras,1,,0,3,True,,,,,,1
1012,Stock,Nº Serie,serieLote,6,,0,3,True,,,,,,1
1013,Stock,Cliente/Proveedor Movimiento,cliprovstock,7,,0,3,True,,,,,,1
1014,Stock,Nº Factura,numfactura,9,,0,3,True,,,,,,1
1015,Stock,Año Factura,yearfact,10,,0,3,True,,,,,,1
1016,Stock,Subfamilia,subfamilia,11,,0,3,False,,,,,,1
1017,Stock,Estado Artículo,estadoArticulo,14,,0,3,False,,,,,,1
1018,Stock,Facturado,facturado,15,,0,4,False,,,,{$}:int|Todas{=}|Facturado{=}1|No Facturado{=}0,,1
1019,Stock,Unidades,unidades,16,,0,1,False,,,,,,1
1020,Stock,Precio Unidad,preciouni,17,,0,1,False,,,,,,1
1021,Stock,Precio Total,preciototal,18,,0,1,False,,,,,,1
1022,Stock,Serie Factura,serie,19,,0,1,False,,,,,,1
1023,ControlPIA,Nombre,snombrecli,0,,0,0,True,,,,,,1
1024,ControlPIA,Descripción,oportunidad,1,,0,0,True,,,,,,1
1025,ControlPIA,Etapa,etapa,2,,0,0,True,,,,,,1
1026,ControlPIA,NIF,snifcli,3,,0,0,False,,,,,,1
1027,ControlPIA,Creado por,creadopor,5,,0,0,False,,,,,,1
1028,ControlPIA,cliUsuario,nombreusuario,6,,1,0,False,,,,,,1
1029,ControlPIA,Estado,estado,7,,0,0,False,,,,,,1
1030,ControlPIA,Todos los Teléfonos,climvl|clitfo1|clitfo2|clitfo3,8,,0,0,False,,,,,,1
1031,ControlPIA,Correo Electrónico,email,9,,0,0,False,,,,,,1
1032,ControlPIA,CentrosSingular,nombrecentropia,10,bvercentros,1,0,False,,,,,,1
1033,ControlPIA,Tipo,tipo,11,,0,0,False,,,,,,1
1034,ControlPIA,Núm. Cliente,numcli,4,,0,0,False,,,,,,1
1036,ControlRespuestasEscalas,Nombre,snombrecli,1,,0,0,True,,,,,,1
1037,ControlRespuestasEscalas,Escala,nombre,2,,0,0,True,,,,,,1
1038,ControlRespuestasEscalas,Pregunta,tituloPregunta,3,,0,0,True,,,,,,1
1039,ControlRespuestasEscalas,Respuesta,tituloRespuesta,4,,0,0,True,,,,,,1
1040,ControlRespuestasEscalas,cliUsuario,susuario,5,,1,0,False,,,,,,1
1041,ControlRespuestasEscalas,Todos los teléfonos,smovilcli|stelefonocli|telefono2|telefono3,6,,0,0,False,,,,,,1
1042,ControlRespuestasEscalas,Correo electrónico,email,7,,0,0,False,,,,,,1
1043,ControlRespuestasEscalas,NIF,snifcli,8,,0,0,False,,,,,,1
1044,ControlRespuestasEscalas,CentrosSingular,scentro,9,bvercentros,1,0,False,,,,,,1
1045,ControlRespuestasEscalas,Campo de perfil 1,1,50,,0,0,False,,Perfil,,,,1
1046,ControlRespuestasEscalas,Campo de perfil 2,2,50,,0,0,False,,Perfil,,,,1
1047,ControlRespuestasEscalas,Campo de perfil 3,3,50,,0,0,False,,Perfil,,,,1
1048,ControlRespuestasEscalas,Campo de perfil 4,4,50,,0,0,False,,Perfil,,,,1
1049,ControlRespuestasEscalas,Campo de perfil 5,5,50,,0,0,False,,Perfil,,,,1
1050,ControlRespuestasEscalas,Campo de perfil 6,6,50,,0,0,False,,Perfil,,,,1
1051,ControlRespuestasEscalas,Campo de perfil 7,7,50,,0,0,False,,Perfil,,,,1
1052,ControlRespuestasEscalas,Campo de perfil 8,8,50,,0,0,False,,Perfil,,,,1
1053,ControlRespuestasEscalas,Campo de perfil 9,9,50,,0,0,False,,Perfil,,,,1
1054,ControlRespuestasEscalas,Campo de perfil 10,10,50,,0,0,False,,Perfil,,,,1
1055,ControlRespuestasEscalas,Campo de perfil 11,11,50,,0,0,False,,Perfil,,,,1
1056,ControlRespuestasEscalas,Campo de perfil 12,12,50,,0,0,False,,Perfil,,,,1
1057,ControlRespuestasEscalas,Campo de perfil 13,13,50,,0,0,False,,Perfil,,,,1
1058,ControlRespuestasEscalas,Campo de perfil 14,14,50,,0,0,False,,Perfil,,,,1
1059,ControlRespuestasEscalas,Campo de perfil 15,15,50,,0,0,False,,Perfil,,,,1
1060,ControlRespuestasEscalas,Campo de perfil 16,16,50,,0,0,False,,Perfil,,,,1
1061,ControlRespuestasEscalas,Campo de perfil 17,17,50,,0,0,False,,Perfil,,,,1
1062,ControlRespuestasEscalas,Campo de perfil 18,18,50,,0,0,False,,Perfil,,,,1
1063,ControlRespuestasEscalas,Campo de perfil 19,19,50,,0,0,False,,Perfil,,,,1
1064,ControlRespuestasEscalas,Campo de perfil 20,20,50,,0,0,False,,Perfil,,,,1
1065,ControlRespuestasEscalas,Campo de perfil 21,21,50,,0,0,False,,Perfil,,,,1
1066,ControlRespuestasEscalas,Campo de perfil 22,22,50,,0,0,False,,Perfil,,,,1
1067,ControlRespuestasEscalas,Campo de perfil 23,23,50,,0,0,False,,Perfil,,,,1
1068,ControlRespuestasEscalas,Campo de perfil 24,24,50,,0,0,False,,Perfil,,,,1
1069,ControlRespuestasEscalas,Campo de perfil 25,25,50,,0,0,False,,Perfil,,,,1
1070,ControlRespuestasEscalas,Campo de perfil 26,26,50,,0,0,False,,Perfil,,,,1
1071,ControlRespuestasEscalas,Campo de perfil 27,27,50,,0,0,False,,Perfil,,,,1
1072,ControlRespuestasEscalas,Campo de perfil 28,28,50,,0,0,False,,Perfil,,,,1
1073,ControlRespuestasEscalas,Campo de perfil 29,29,50,,0,0,False,,Perfil,,,,1
1074,ControlRespuestasEscalas,Campo de perfil 30,30,50,,0,0,False,,Perfil,,,,1
1075,ControlPIA,EtiqTipoCliente,tipofichero,11,,1,0,False,,,,,,1
1076,ControlEscalas,Cuestionario,nombre,1,,1,0,True,,,,,,1
1077,ControlEscalas,Nombre,snombrecli,2,,0,0,True,,,,,,1
1078,ControlEscalas,cliUsuario,susuario,3,,1,0,True,,,,,,1
1079,ControlEscalas,Valoración,resultado,4,,0,0,True,,,,,,1
1080,ControlEscalas,Tipo,tipo,5,,0,0,False,,,,,,1
1081,ControlEscalas,Tipo Cliente,tipofichero,6,,0,0,False,,,,,,1
1082,ControlEscalas,NIF Cliente,snifcli,7,,0,0,False,,,,,,1
1083,ControlEscalas,Todos los teléfonos,smovilcli|stelefonocli|telefono2|telefono3,8,,0,0,False,,,,,,1
1084,ControlEscalas,Correo electrónico,email,9,,0,0,False,,,,,,1
1085,ControlEscalas,CentrosSingular,scentro,10,bvercentros,1,0,False,,,,,,1
1086,ControlEscalas,Campo de perfil 1,1,50,,0,0,False,,Perfil,,,,1
1087,ControlEscalas,Campo de perfil 2,2,50,,0,0,False,,Perfil,,,,1
1088,ControlEscalas,Campo de perfil 3,3,50,,0,0,False,,Perfil,,,,1
1089,ControlEscalas,Campo de perfil 4,4,50,,0,0,False,,Perfil,,,,1
1090,ControlEscalas,Campo de perfil 5,5,50,,0,0,False,,Perfil,,,,1
1091,ControlEscalas,Campo de perfil 6,6,50,,0,0,False,,Perfil,,,,1
1092,ControlEscalas,Campo de perfil 7,7,50,,0,0,False,,Perfil,,,,1
1093,ControlEscalas,Campo de perfil 8,8,50,,0,0,False,,Perfil,,,,1
1094,ControlEscalas,Campo de perfil 9,9,50,,0,0,False,,Perfil,,,,1
1095,ControlEscalas,Campo de perfil 10,10,50,,0,0,False,,Perfil,,,,1
1096,ControlEscalas,Campo de perfil 11,11,50,,0,0,False,,Perfil,,,,1
1097,ControlEscalas,Campo de perfil 12,12,50,,0,0,False,,Perfil,,,,1
1098,ControlEscalas,Campo de perfil 13,13,50,,0,0,False,,Perfil,,,,1
1099,ControlEscalas,Campo de perfil 14,14,50,,0,0,False,,Perfil,,,,1
1100,ControlEscalas,Campo de perfil 15,15,50,,0,0,False,,Perfil,,,,1
1101,ControlEscalas,Campo de perfil 16,16,50,,0,0,False,,Perfil,,,,1
1102,ControlEscalas,Campo de perfil 17,17,50,,0,0,False,,Perfil,,,,1
1103,ControlEscalas,Campo de perfil 18,18,50,,0,0,False,,Perfil,,,,1
1104,ControlEscalas,Campo de perfil 19,19,50,,0,0,False,,Perfil,,,,1
1105,ControlEscalas,Campo de perfil 20,20,50,,0,0,False,,Perfil,,,,1
1106,ControlEscalas,Campo de perfil 21,21,50,,0,0,False,,Perfil,,,,1
1107,ControlEscalas,Campo de perfil 22,22,50,,0,0,False,,Perfil,,,,1
1108,ControlEscalas,Campo de perfil 23,23,50,,0,0,False,,Perfil,,,,1
1109,ControlEscalas,Campo de perfil 24,24,50,,0,0,False,,Perfil,,,,1
1110,ControlEscalas,Campo de perfil 25,25,50,,0,0,False,,Perfil,,,,1
1111,ControlEscalas,Campo de perfil 26,26,50,,0,0,False,,Perfil,,,,1
1112,ControlEscalas,Campo de perfil 27,27,50,,0,0,False,,Perfil,,,,1
1113,ControlEscalas,Campo de perfil 28,28,50,,0,0,False,,Perfil,,,,1
1114,ControlEscalas,Campo de perfil 29,29,50,,0,0,False,,Perfil,,,,1
1115,ControlEscalas,Campo de perfil 30,30,50,,0,0,False,,Perfil,,,,1
1117,ControlExpedientes,Cualquier criterio,cualquiera,0,,0,3,True,"(descripcion like '%{0}%'
or expediente like '%{0}%'
or srefabogado like '%{0}%' 
or snumasunto like '%{0}%' 
or NIG like '%{0}%' 
or procedimiento like '%{0}%' 
or snombrecli like '%{0}%' 
or abocontrario like '%{0}%' 
or abopropio like '%{0}%'
or snombreclicon like '%{0}%'
or nomcomcli like '%{0}%')",,,,,1
1119,ControlTratamientos,Tarifa,tarifa,8,bvergesttarfodont,0,0,False,,,,,,1
1120,PrevisionCobros,Usuario Ficha,nombreusuficha,20,,0,0,False,,PrevisionCobros,,,,1
1121,PrevisionCobros,Número Máximo,campotipo1,18,bvertipologiaexpe,1,0,False,,PrevisionCobros,,,,1
1122,PrevisionCobros,Campo 2,campotipo2,8,bvertipologiaexpe,1,0,False,,PrevisionCobros,,,,1
1123,PrevisionCobros,Campo 3,campotipo3,9,bvertipologiaexpe,1,0,False,,PrevisionCobros,,,,1
1124,PrevisionCobros,Categoría,campotipo4,12,bvertipologiaexpe,1,0,False,,PrevisionCobros,,,,1
1125,PrevisionCobros,Modalidad,campotipo5,17,bvertipologiaexpe,1,0,False,,PrevisionCobros,,,,1
1126,PrevisionCobros,Campo Tipo 3,campotipo6,11,bvertipologiaexpe,1,0,False,,PrevisionCobros,,,,1
1127,PrevisionCobros,Comentarios,campotipo7,13,bvertipologiaexpe,1,0,False,,PrevisionCobros,,,,1
1132,ControlAdjuntosBuscadorDocumentos,Formato,adjuntos.nombrecarta,3,,0,5,True,,,,,,1
1133,ControlAdjuntosBuscadorDocumentos,Nombre Adjunto,nombreReal,4,,0,0,True,,,3,,,1
1134,ControlAdjuntosBuscadorDocumentos,Tipo Adjunto,tipoAdjun,8,,0,4,True,,,,,,1
1135,ControlAdjuntosBuscadorDocumentos,Carpeta,nombreCarpeta,1,,0,0,True,,,3,,,1
1136,ControlAdjuntosBuscadorDocumentos,Nombre Ficha,snombrecli,5,,0,0,True,,,3,,,1
1137,ControlAdjuntosBuscadorDocumentos,Descripción Expediente,descripcion,16,,0,0,False,,,,,,1
1138,ControlAdjuntosBuscadorDocumentos,Nº Expediente,expediente,14,,0,0,False,,,,,,1
1139,ControlAdjuntosBuscadorDocumentos,Año Expediente,iyear,15,,0,0,False,,,,,,1
1140,ControlAdjuntosBuscadorDocumentos,Tipo Expediente,tipoexp,11,,0,0,False,,,,,,1
1141,ControlAdjuntosBuscadorDocumentos,Usuario Expediente,usuExp,13,,0,0,False,,,,,,1
1142,ControlAdjuntosBuscadorDocumentos,Título Adjunto,titulo,9,,0,0,True,,,3,,,1
1143,ControlAdjuntosBuscadorDocumentos,Cuerpo Adjunto,Cuerpo,2,,0,6,True,,,,,,1
1144,ControlAdjuntosBuscadorDocumentos,Actuación,sactuacion,0,,0,0,True,,,3,,,1
1145,ControlAdjuntosBuscadorDocumentos,Usuario Actuación,usuACT,12,,0,0,False,,,,,,1
1146,ControlAdjuntosBuscadorDocumentos,Ref Expediente,srefcliente,10,,0,0,False,,,,,,1
1147,ControlAdjuntosBuscadorDocumentos,Ref Propia,srefabogado,7,,0,0,True,,,3,,,1
1148,ControlAdjuntosBuscadorDocumentos,Fecha Adjunto,fechaHora,0,,0,8,True,,,,,,1
1149,ControlAdjuntosBuscadorDocumentos,Fecha Actuación,fechaactuacion,1,,0,8,True,,,,,,1
1151,FacturasRecibidas,Importe,baseimp,10,,0,1,False,,,1,,,1
1153,ControlTrabajos,Nombre,snombrecli,1,,0,0,True,,,,,,1
1154,ControlTrabajos,Descripción,descripcion,2,,0,0,True,,,,,,1
1155,ControlTrabajos,Etapa,etapaTarea,3,bMostrarCampoEtapaTarea,0,0,True,,,,,,1
1156,ControlTrabajos,cliUsuario,susuario,4,,1,0,True,,,,,,1
1157,ControlTrabajos,EtiqTipoMascota,facturable,5,bMostrarCampoFacturableTarea,1,0,True,,,,,,1
1158,ControlTrabajos,NIF,snifcli,6,,0,0,False,,,,,,1
1159,ControlTrabajos,Todos los Teléfonos,smovilcli|stelefonocli|telefono2|telefono3,7,,0,0,False,,,,,,1
1160,ControlTrabajos,Correo Electrónico,email,8,,0,0,False,,,,,,1
1161,ControlTrabajos,EtiqDescripExpediente,descripcionexp,9,,1,0,False,,,,,,1
1162,ControlTrabajos,EtiqNumExpediente,numExpTarea,10,,1,1,False,,,,,,1
1163,ControlTrabajos,EtiqYearExpediente,yearExpTarea,11,,1,1,False,,,,,,1
1164,ControlTrabajos,Ref. Propia,refpropiaExpTarea,12,bverrefpropia,0,0,False,,,,,,1
1165,ControlTrabajos,EtiqRefExpediente,refExpTarea,13,bverrefcliente,1,0,False,,,,,,1
1166,ControlClientes,Profesión,campoPerfil4,24,,0,0,False,,ControlAlumnos,,,,1
1167,ControlClientes,Peso,campoPerfil5,25,,0,0,False,,ControlAlumnos,,,,1
1168,ControlClientes,Altura,campoPerfil6,26,,0,0,False,,ControlAlumnos,,,,1
1169,ControlClientes,Práctica Deporte,campoPerfil7,27,,0,4,False,,ControlAlumnos,,,,1
1170,ControlClientes,Frecuencia,campoPerfil8,28,,0,4,False,,ControlAlumnos,,,,1
1171,ControlClientes,Fuente de Contacto,campoPerfil1,21,,0,4,False,,ControlAlumnos,,,,1
