id,idgrupo,nombre,texto,campo,campoVisualizacion,tipoFormato,filtroWhere,crearFormula,idtipogestor,codusu,calculado,expresion,visiblePanel,visibleForm,controlPadre,ordenPanel,ordenForm,orden,expresionUnBound,caseSql,kpi,filtro1,filtro2,ocultarIndicador,campoaux
605,,Importe Renovación Histórico,Importe Renovación Histórico,,,3,,0,2,,0,sum(campoNum3),0,1,,,3,-605,"Iif( [BoundNúm. Potenciales] == 0, 0,    ToDecimal(1 - ([BoundNúm. Potenciales] - [BoundPotenciales sin Correo])/[BoundNúm. Potenciales] )  )",oporcli.campoNum3,True,,,1,
607,,Expedientes abiertos,EtiExpAbiertos,,,0,estado like 'Abierto',0,32,,0,COUNT(idexp),0,0,,,,-607,"Iif( [BoundNúm. Potenciales] == 0, 0,    ToDecimal(([BoundEdad último contacto])/[BoundNúm. Potenciales] )  )",case when e.estado like 'Abierto' then 1 else 0 end,False,,,0,
608,,Expedientes cerrados,EtiExpCerrados,,,0,estado like 'Cerrado',0,32,,0,COUNT(idexp),0,0,,,,-608,,case when e.estado like 'Cerrado' then 1 else 0 end,False,,,0,
609,,% Abiertos,% Abiertos,,,4,,0,32,,1,([Expedientes abiertos] / [Total])*100,0,0,,,3,-609,"Iif( [BoundTotal] == 0, 0,  ToDecimal( [BoundExpedientes abiertos])/[BoundTotal] )",,False,,,0,
610,,% Cerrados,% Cerrados,,,4,,0,32,,1,([Expedientes cerrados] / [Total])*100,0,0,,,3,-610,"Iif( [BoundTotal] == 0, 0,  ToDecimal( [BoundExpedientes cerrados])/[BoundTotal] )",,False,,,0,
623,,Importe Promedio Tarifa,Importe Promedio Tarifa,,,0,,0,2,,1,([Imp. Tarifa] / [Núm. Oportunidades]),0,1,,,,-623,"Iif( [BoundNúm. Oportunidades] == 0, 0,    ToDecimal( [BoundImp. Tarifa])/[BoundNúm. Oportunidades] )",,True,,,1,
631,88,Tiempo Jornada Laboral,Horas Trabajadas,,!bTiempoDescansoLaboral,1,sactuacion LIKE 'Jornada Laboral',0,40,,0,sum(tiempo),1,0,,,2,3,,case when sactuacion like 'Jornada Laboral' then tiempo else 0 end,False,,,0,
632,88,Tiempo Descanso,Tiempo Descanso,,,1,sactuacion LIKE 'Descanso',0,40,,0,sum(tiempo),1,0,,,3,4,,case when sactuacion like 'Descanso' then tiempo else 0 end,False,,,0,
633,89,Tiempo Previsto,Tiempo Previsto,,,1,,0,40,,0,sum(tiempoprev),1,1,Resumen,1,1,,,tiempoprev,False,,,0,
634,89,Tiempo Pendiente,Tiempo Pendiente,,bVerTimeReport,1,,0,40,,0,sum([Tiempo Pendiente]),1,1,Resumen,3,3,,,"case when ISNULL(tiempoprev, 0) = 0 then 0 else convert(int, ((1-(cast(isnull(porprogreso, 0) as decimal) / 100)) * tiempoprev)) end",False,,,0,
635,89,Desviación Tiempo,Desviación Tiempo,,bVerTimeReport,1,,0,40,,0,sum([Desviación Tiempo]),1,1,Resumen,5,5,,,"(cast(ISNULL(sumTiempoTR, 0) as float)-(cast(tiempoprev as float)*(cast(porprogreso as float)/100)))",False,,,0,
636,90,Tiempo Previsto,Tiempo Previsto,,,1,,0,40,,0,sum(tiempoprev),1,1,Resumen,1,1,,,tiempoprev,False,,,0,
637,90,Tiempo Pendiente,Tiempo Pendiente,,bVerTimeReport,1,,0,40,,0,sum([Tiempo Pendiente]),1,1,Resumen,3,3,,,"case when ISNULL(tiempoprev, 0) = 0 then 0 else convert(int, ((1-(cast(isnull(porprogreso, 0) as decimal) / 100)) * tiempoprev)) end",False,,,0,
638,90,Desviación Tiempo,Desviación Tiempo,,bVerTimeReport,1,,0,40,,0,sum([Desviación Tiempo]),1,1,Resumen,5,5,,,"(cast(ISNULL(sumTiempoTR, 0) as float)-(cast(tiempoprev as float)*(cast(porprogreso as float)/100)))",False,,,0,
639,86,Cumplimiento (%),Cumplimiento (%),,,4,,0,50,,0,(sum(sumTiempoTR)/sum(tiemporealprev))*100,0,1,Resumen,,19,-639,"Iif([BoundTiempo TR] == 0 or [BoundTiempo Real Previsto] == 0, 0,  [BoundTiempo TR] / [BoundTiempo Real Previsto])",,True,,,0,
710,72,Total Asistencias,Total Asistencias,,,2,,0,39,,0,(SUM(asistencias)),0,0,,,,-710,,cr.asistencias,False,,,0,
711,72,Total Clases,Total Clases,,,2,,0,39,,0,(SUM(asistencias)+ SUM(ausencias)),0,0,,,,-711,,cr.asistencias + cr.ausencias,False,,,0,
712,72,% Asistencia,% Asistencia,,,4,,0,39,,1,([Total Asistencias]/[Total Clases])*100,0,0,,,4,-712,"Iif( [BoundTotal Clases] == 0, 0,    ToDecimal([BoundTotal Asistencias])/[BoundTotal Clases]  )",,False,,,0,
713,1,Unidades,Unidades,unidad,bunidad,0,,0,1,,0,sum(unidad),1,0,,,,-713,,,True,,,0,
714,72,Total Ausencias,Total Ausencias,,,2,,0,39,,0,(SUM(ausencias)),0,0,,,5,-714,,cr.ausencias,False,,,0,
716,48,Total Factura,Total Factura,,,3,,0,22,,0,totaleuro,1,0,,,9,-716,,f.totaleuro,False,,,1,
717,88,Cantidad,Número,,,2,,0,40,,0,count(linea),1,0,,,1,,,1,False,,,0,
718,89,Porcentaje Abiertas,% Abiertas,,,4,,0,40,,1,([Tareas Abiertas] / [Num. Tareas])*100,0,0,,,3,,"Iif( [BoundNum. Tareas] == 0, 0,  ToDecimal( [BoundTareas Abiertas])/[BoundNum. Tareas] )",,False,,,0,
719,89,Porcentaje Cerradas,% Cerradas,,,4,,0,40,,1,([Tareas Cerradas] / [Num. Tareas])*100,0,0,,,6,,"Iif( [BoundNum. Tareas] == 0, 0,  ToDecimal( [BoundTareas Cerradas])/[BoundNum. Tareas] )",,False,,,0,
720,89,Porcentaje Ilocalizable,% Ilocalizable,,,4,,0,40,,1,([Tareas Ilocalizables] / [Num. Tareas])*100,0,0,,,11,,"Iif( [BoundNum. Tareas] == 0, 0,  ToDecimal( [BoundTareas Ilocalizables])/[BoundNum. Tareas] )",,False,,,0,
721,89,Porcentaje Perdida,% Perdida,,,4,,0,40,,1,([Tareas Perdidas] / [Num. Tareas])*100,0,0,,,9,,"Iif( [BoundNum. Tareas] == 0, 0,  ToDecimal( [BoundTareas Perdidas])/[BoundNum. Tareas] )",,False,,,0,
722,89,% Tareas Resueltas,% Tareas Resueltas,,,4,,0,40,,1,([Tareas Resueltas] / [Num. Tareas])*100,0,0,,,3,,"Iif( [BoundNum. Tareas] == 0, 0,  ToDecimal( [BoundTareas Resueltas])/[BoundNum. Tareas] )",,False,,,1,
723,89,Cumplimiento (%),Cumplimiento (%),,,4,sum(sumTiempoTR) > 0 AND sum(tiemporealprev) > 0,0,40,,0,(sum(sumTiempoTR)/sum(tiemporealprev))*100,1,1,Resumen,4,4,4,"Iif([BoundTiempo TR] == 0 or [BoundTiempo Real Previsto] == 0, 0,  [BoundTiempo TR] / [BoundTiempo Real Previsto])",,False,,,0,
724,89,Num. No Iniciadas,Núm. No Iniciadas,,,2,etapa LIKE '%Sin Iniciar%',0,40,,0,count(linea),0,0,Resumen,,7,,,case when etapa like '%Sin Iniciar%' then 1 else 0 end,True,,,1,
725,89,Num. Tareas,Num. Tareas,,,2,,0,40,,0,count(linea),1,1,Resumen,0,0,,,1,False,,,0,
726,89,Puntos,Puntos,puntos,visualizacion:110044|1405|-1,3,,0,40,,0,sum(puntos),0,0,,,17,,,,True,,,0,
727,89,Saldo recobros,Saldo recobros,saldorecobros,visualizacion:110043|1405|-1,3,,0,40,,0,sum(saldorecobros),0,0,,,18,,,,True,,,0,
728,89,Tareas Abiertas,Tareas Abiertas,,,2,oporcli.estado = 'Abierta',0,40,,0,count(linea),0,0,Resumen,,1,,,case when oporcli.estado like 'Abierta' then 1 else 0 end,True,,,0,
729,89,Tareas Cerradas,Tareas Cerradas,,,2,oporcli.estado = 'Cerrada',0,40,,0,count(linea),0,0,Resumen,,1,,,case when oporcli.estado like 'Cerrada' then 1 else 0 end,True,,,0,
730,89,Tareas fuera de hora,Tareas fuera de hora,,,2,"DATEDIFF(MINUTE, CAST(CONVERT(char(10), fechacreacion, 103)+' '+CONVERT(char(8), horacreacion, 108) as datetime), CAST(CONVERT(char(10), fechacierre, 103)+' '+CONVERT(char(8), hora, 108) as datetime)) >= 60",0,40,,0,count(linea),0,0,Resumen,,12,,,"case when DATEDIFF(MINUTE, CAST(CONVERT(char(10), fechacreacion, 103)+' '+CONVERT(char(8), horacreacion, 108) as datetime), CAST(CONVERT(char(10), fechacierre, 103)+' '+CONVERT(char(8), hora, 108) as datetime)) > 60 then 1 else 0 end",False,,,0,
731,89,Tareas Ilocalizables,Tareas Ilocalizables,,,2,etapa LIKE 'Ilocalizable',0,40,,0,count(linea),0,0,Resumen,,10,,,case when etapa like 'Ilocalizable' then 1 else 0 end,True,,,0,
732,89,Tareas Perdidas,Tareas Perdidas,,,2,etapa LIKE '%Perdida%',0,40,,0,count(linea),0,0,Resumen,,8,,,case when etapa like '%Perdida%' then 1 else 0 end,True,,,0,
733,89,Tareas Reclamadas,Tareas Reclamadas,,,2,etapa LIKE '%Reclamaci%',0,40,,0,count(linea),0,0,Resumen,,5,,,case when etapa like '%Reclamaci%' then 1 else 0 end,True,,,0,
734,89,Tareas Resueltas,Tareas Resueltas,,,2,etapa LIKE '%Resuelto%',0,40,,0,count(linea),0,0,Resumen,,4,,,case when etapa like '%Resuelto%' then 1 else 0 end,True,,,0,
735,89,Tiemporespuesta,Tiempo de Respuesta,,,5,oporcli.estado = 'Abierta' or oporcli.estado = 'Cerrada',0,40,,0,,0,0,,,4,,,"case when oporcli.estado = 'Abierta' then DATEDIFF(second, DATEADD(second, DATEPART(hour,isnull(horacreacion,0))*3600 + DATEPART(minute,isnull(horacreacion,0)) 
	* 60, isnull(fechacreacion, dfecha)), getdate())  when oporcli.estado = 'Cerrada' then DATEDIFF(second, DATEADD(second, DATEPART(hour,isnull(horacreacion,0))*3600 
	+ DATEPART(minute,isnull(horacreacion,0)) * 60, isnull(fechacreacion, dfecha)), DATEADD(second, DATEPART(hour,isnull(hora,0))*3600 + DATEPART(minute,isnull(hora,0)) 
	* 60, isnull(fechacierre, getdate())))  else 0  end",False,,,0,
736,89,Tiempo TR,Tiempo Realizado,,bVerTimeReport,1,,0,40,,0,sum(sumTiempoTR),1,1,,2,2,,,sumTiempoTR,False,,,0,
737,90,Porcentaje Abiertas,% Abiertas,,,4,,0,40,,1,([Tareas Abiertas] / [Num. Tareas])*100,0,0,,,3,,"Iif( [BoundNum. Tareas] == 0, 0,  ToDecimal( [BoundTareas Abiertas])/[BoundNum. Tareas] )",,False,,,0,
738,90,Porcentaje Cerradas,% Cerradas,,,4,,0,40,,1,([Tareas Cerradas] / [Num. Tareas])*100,0,0,,,6,,"Iif( [BoundNum. Tareas] == 0, 0,  ToDecimal( [BoundTareas Cerradas])/[BoundNum. Tareas] )",,False,,,0,
739,90,Porcentaje Ilocalizable,% Ilocalizable,,,4,,0,40,,1,([Tareas Ilocalizables] / [Num. Tareas])*100,0,0,,,11,,"Iif( [BoundNum. Tareas] == 0, 0,  ToDecimal( [BoundTareas Ilocalizables])/[BoundNum. Tareas] )",,False,,,0,
740,90,Porcentaje Perdida,% Perdida,,,4,,0,40,,1,([Tareas Perdidas] / [Num. Tareas])*100,0,0,,,9,,"Iif( [BoundNum. Tareas] == 0, 0,  ToDecimal( [BoundTareas Perdidas])/[BoundNum. Tareas] )",,False,,,0,
741,90,% Tareas Resueltas,% Tareas Resueltas,,,4,,0,40,,1,([Tareas Resueltas] / [Num. Tareas])*100,0,0,,,3,,"Iif( [BoundNum. Tareas] == 0, 0,  ToDecimal( [BoundTareas Resueltas])/[BoundNum. Tareas] )",,False,,,1,
742,90,Cumplimiento (%),Cumplimiento (%),,,4,sum(sumTiempoTR) > 0 AND sum(tiemporealprev) > 0,0,40,,0,(sum(sumTiempoTR)/sum(tiemporealprev))*100,1,1,Resumen,4,4,4,"Iif([BoundTiempo TR] == 0 or [BoundTiempo Real Previsto] == 0, 0,  [BoundTiempo TR] / [BoundTiempo Real Previsto])",,False,,,0,
743,90,Num. No Iniciadas,Núm. No Iniciadas,,,2,etapa LIKE '%Sin Iniciar%',0,40,,0,count(linea),0,0,Resumen,,7,,,case when etapa like '%Sin Iniciar%' then 1 else 0 end,True,,,1,
744,90,Num. Tareas,Num. Tareas,,,2,,0,40,,0,count(linea),1,1,Resumen,0,0,,,1,False,,,0,
745,90,Puntos,Puntos,puntos,visualizacion:110044|1405|-1,3,,0,40,,0,sum(puntos),0,0,,,17,,,,True,,,0,
746,90,Saldo recobros,Saldo recobros,saldorecobros,visualizacion:110043|1405|-1,3,,0,40,,0,sum(saldorecobros),0,0,,,18,,,,True,,,0,
747,90,Tareas Abiertas,Tareas Abiertas,,,2,oporcli.estado = 'Abierta',0,40,,0,count(linea),0,0,Resumen,,1,,,case when oporcli.estado like 'Abierta' then 1 else 0 end,True,,,0,
748,90,Tareas Cerradas,Tareas Cerradas,,,2,oporcli.estado = 'Cerrada',0,40,,0,count(linea),0,0,Resumen,,1,,,case when oporcli.estado like 'Cerrada' then 1 else 0 end,True,,,0,
749,90,Tareas fuera de hora,Tareas fuera de hora,,,2,"DATEDIFF(MINUTE, CAST(CONVERT(char(10), fechacreacion, 103)+' '+CONVERT(char(8), horacreacion, 108) as datetime), CAST(CONVERT(char(10), fechacierre, 103)+' '+CONVERT(char(8), hora, 108) as datetime)) >= 60",0,40,,0,count(linea),0,0,Resumen,,12,,,"case when DATEDIFF(MINUTE, CAST(CONVERT(char(10), fechacreacion, 103)+' '+CONVERT(char(8), horacreacion, 108) as datetime), CAST(CONVERT(char(10), fechacierre, 103)+' '+CONVERT(char(8), hora, 108) as datetime)) > 60 then 1 else 0 end",False,,,0,
750,90,Tareas Ilocalizables,Tareas Ilocalizables,,,2,etapa LIKE 'Ilocalizable',0,40,,0,count(linea),0,0,Resumen,,10,,,case when etapa like 'Ilocalizable' then 1 else 0 end,True,,,0,
751,90,Tareas Perdidas,Tareas Perdidas,,,2,etapa LIKE '%Perdida%',0,40,,0,count(linea),0,0,Resumen,,8,,,case when etapa like '%Perdida%' then 1 else 0 end,True,,,0,
752,90,Tareas Reclamadas,Tareas Reclamadas,,,2,etapa LIKE '%Reclamaci%',0,40,,0,count(linea),0,0,Resumen,,5,,,case when etapa like '%Reclamaci%' then 1 else 0 end,True,,,0,
753,90,Tareas Resueltas,Tareas Resueltas,,,2,etapa LIKE '%Resuelto%',0,40,,0,count(linea),0,0,Resumen,,4,,,case when etapa like '%Resuelto%' then 1 else 0 end,True,,,0,
754,90,Tiemporespuesta,Tiempo de Respuesta,,,5,oporcli.estado = 'Abierta' or oporcli.estado = 'Cerrada',0,40,,0,,0,0,,,4,,,"case when oporcli.estado = 'Abierta' then DATEDIFF(second, DATEADD(second, DATEPART(hour,isnull(horacreacion,0))*3600 + DATEPART(minute,isnull(horacreacion,0)) 
	* 60, isnull(fechacreacion, dfecha)), getdate())  when oporcli.estado = 'Cerrada' then DATEDIFF(second, DATEADD(second, DATEPART(hour,isnull(horacreacion,0))*3600 
	+ DATEPART(minute,isnull(horacreacion,0)) * 60, isnull(fechacreacion, dfecha)), DATEADD(second, DATEPART(hour,isnull(hora,0))*3600 + DATEPART(minute,isnull(hora,0)) 
	* 60, isnull(fechacierre, getdate())))  else 0  end",False,,,0,
755,90,Tiempo TR,Tiempo Realizado,,bVerTimeReport,1,,0,40,,0,sum(sumTiempoTR),1,1,,2,2,,,sumTiempoTR,False,,,0,
756,86,Tiempo Real Previsto,Tiempo Real Previsto,,,1,,0,50,,0,sum(tiemporealprev),0,0,Resumen,,20,-756,,cast(tiempoprev as float) * (cast(porprogreso as float)/100),True,,,0,
757,89,Tiempo Real Previsto,Tiempo Real Previsto,,,1,,0,40,,0,sum(tiemporealprev),0,0,Resumen,,20,,,cast(tiempoprev as float) * (cast(porprogreso as float)/100),False,,,0,
758,90,Tiempo Real Previsto,Tiempo Real Previsto,,,1,,0,40,,0,sum(tiemporealprev),0,0,Resumen,,20,,,cast(tiempoprev as float) * (cast(porprogreso as float)/100),False,,,0,
759,88,Núm. Ausencias,Núm. Ausencias,,,2,sactuacion = 'Ausencia' and tipo = 'Control Horario',0,40,,0,count(id),0,0,,,5,,,case when sactuacion = 'Ausencia' and tipo = 'Control Horario' then 1 else 0 end,False,,,0,
760,88,Núm. Retrasos,Núm. Retrasos,,,2,sactuacion = 'Retraso' and tipo = 'Control Horario',0,40,,0,count(id),0,0,,,6,,,case when sactuacion = 'Retraso' and tipo = 'Control Horario' then 1 else 0 end,False,,,0,
761,91,Cantidad,Número,,,2,,0,40,,0,count(linea),1,0,,,1,,,1,False,,,0,
762,91,Tiempo,Tiempo Realizado,tiempo,,1,,0,40,,0,sum(tiempo),1,0,,,2,,,,False,,,0,
763,64,Alumnos sin Cobros Creados,Alumnos sin Cobros Creados,,bveralumno,2,,0,32,,0,,0,0,,,6,-763,,ER.cobrosnogenerados,False,,,0,
764,64,Plazas Disponibles,Plazas Disponibles,,bcontrolcursos[OR]bvergestionclases,2,,0,32,,0,SUM([Plazas Disponibles]),0,0,,,7,-764,,ER.plazasdisponibles,False,,,0,
765,64,Plazas Ocupadas,Plazas Ocupadas,,bcontrolcursos[OR]bvergestionclases,2,,0,32,,0,SUM([Plazas Ocupadas]),0,0,,,8,-765,,ER.plazasocupadas,False,,,0,
766,64,% Ocupación,% Ocupación,,bcontrolcursos,4,"ISNULL([Plazas Disponibles], 0) > 0 AND [Plazas Disponibles] + [Plazas Ocupadas] > 0",0,32,,0,100 * sum([Plazas Ocupadas]) / (sum([Plazas Disponibles]) + sum([Plazas Ocupadas])),0,0,,,9,-766,"Iif([BoundPlazas Disponibles] == 0 or [BoundPlazas Disponibles] + [BoundPlazas Ocupadas] == 0, 0,  [BoundPlazas Ocupadas] / ([BoundPlazas Disponibles] + [BoundPlazas Ocupadas]))",,False,,,0,
767,64,% Desv. Margen (TR),% Desv. Margen (TR),,bVerTimeReport,4,,0,32,,0,sum(TRporDesvioMargen),0,0,,,10,-767,,ER.TRporDesvioMargen / 100,False,,,0,
768,72,Reclamaciones,Reclamaciones,,,2,,0,39,,0,,0,0,,,4,-768,,CR.reclamacion,False,,,0,
769,72,Num. Canceladas,Núm. Canceladas,,,2,,0,39,,0,,0,0,,,5,-769,,cr.numcanceladas,False,,,0,
770,72,Num. Total Actuaciones,Núm. Total Actuaciones,,,2,,0,39,,0,,0,0,,,6,-770,,cr.numtotalactuaciones,False,,,0,
771,72,% de Cancelación,% de Cancelación,,bVerHistorialCancelacion,4,"ISNULL(numCanceladas, 0) > 0 AND ISNULL(numTotalActuaciones, 0) > 0",0,39,,0,(sum(numCanceladas) / sum(numTotalActuaciones)) * 100,0,0,,,7,-771,"Iif([BoundNum. Canceladas] == 0 or [BoundNum. Total Actuaciones] == 0, 0, [BoundNum. Canceladas] / [BoundNum. Total Actuaciones])",,False,,,0,
772,63,Días sin Actuaciones,Días sin Actuaciones,,,2,,0,30,,0,,0,0,,,1,-772,,CR.diassinact,False,,,0,
773,63,Nº Actuaciones,Núm. Actuaciones,,,2,,0,30,,0,,0,0,,,2,-773,,CR.numactuaciones,False,,,0,
774,57,Total Proforma,Total Proforma,,,3,,0,25,,0,totaleuro,1,0,,,9,-774,,f.totaleuro,False,,,1,
775,89,% Progreso,% Progreso,,,4,,0,40,,0,((sum(sumTiempoTR) - sum(desviaciontiempo))/sum(tiempoprev)) * 100,0,0,,,19,,"Iif([BoundTiempo TR] == 0 or [BoundTiempo Previsto] == 0, 0,  ([BoundTiempo TR] - [BoundDesviación Tiempo]) / [BoundTiempo Previsto])",,False,,,0,
776,,% Progreso,% Progreso,,,4,,0,50,,0,((sum(sumTiempoTR) - sum(desviaciontiempo))/sum(tiempoprev)) * 100,0,0,,,19,-776,"Iif([BoundTiempo TR] == 0 or [BoundTiempo Previsto] == 0, 0,  ([BoundTiempo TR] - [BoundDesviación Tiempo]) / [BoundTiempo Previsto])",,True,,,0,
777,90,% Progreso,% Progreso,,,4,,0,40,,0,((sum(sumTiempoTR) - sum(desviaciontiempo))/sum(tiempoprev)) * 100,0,0,,,19,,"Iif([BoundTiempo TR] == 0 or [BoundTiempo Previsto] == 0, 0,  ([BoundTiempo TR] - [BoundDesviación Tiempo]) / [BoundTiempo Previsto])",,False,,,0,
785,92,Tiempo Realizado,Tiempo Realizado,tiempo,,1,,0,40,,0,sum(tiempo),1,0,,,1,,,,False,,,0,
786,92,Nº Tareas,Núm. Tareas,,,2,,0,40,,0,count(tareaUnica),1,0,,,2,,,,False,,,0,
787,92,Nº Tareas Cerradas,Nº Tareas Cerradas,,,2,,0,40,,0,count(tareaUnicaCerrada),1,0,,,3,,,,False,,,0,
788,,tiempoReal,Tiempo Real,,,1,,0,,,0,SUM(tiempo),0,0,,,,,,"(SELECT coalesce(sum(tiempo), 0) FROM segexp WHERE acturealizada = 1 AND inumexp = e.inumexp AND iyear=e.iyear AND tipohistotr IN (1, 2))",False,,,0,
789,,costeReal,Coste Real,,,3,,0,,,0,SUM(CosteReal),0,0,,,,,,"(Select (ISNULL((SELECT SUM(preciocoste) AS total FROM segexp WHERE inumexp = e.inumexp AND iyear= e.iyear and tipohistotr = 2 and preciocoste is not null),0) + ISNULL((SELECT SUM(preciocoste) AS total FROM segexp WHERE acturealizada = 1 AND inumexp = e.inumexp AND iyear= e.iyear AND tipohistotr = 1 and preciocoste is not null), 0)) as CosteReal)",False,,,0,
790,,ingresoReal,Ingresos Reales,,,3,,0,,,0,SUM(IngresoReal),0,0,,,,,,"(Select ISNULL(e.personum19, ISNULL(e.fpreciopresupuesto, 0)) as ingresosReal)",False,,,0,
791,,tiempoPrevisto,Tiempo Previsto,,,1,,0,,,0,Sum(e.itiempopresupuesto),0,0,,,,,,e.itiempopresupuesto,False,,,0,
792,,costePrevisto,Coste Previsto,,,3,,0,,,0,Sum(costeprevisto),0,0,,,,,,"(Select ( ISNULL(personum18,0)*ISNULL(e.itiempopresupuesto, 0)) as costePrevisto)",False,,,0,
793,,margenReal,Margen Real,,,3,,0,,,0,Sum(margenReal),0,0,,,,,,"(Select ((Select ISNULL(e.personum19,0)) - (Select (ISNULL((SELECT SUM(preciocoste) AS total FROM segexp WHERE inumexp = e.inumexp AND iyear= e.iyear and tipohistotr = 2 and preciocoste is not null),0) + ISNULL((SELECT SUM(preciocoste) AS total FROM segexp WHERE acturealizada = 1 AND inumexp = e.inumexp AND iyear= e.iyear AND tipohistotr = 1 and preciocoste is not null), 0)) as CosteReal)) as margenReal)",False,,,0,
794,,ingresosPrevistos,Ingresos Previstos,,,3,,0,,,0,Sum(e.fpreciopresupuesto),0,0,,,,,,e.fpreciopresupuesto,False,,,0,
795,,margenPrevisto,Margen Previsto,,,3,,0,,,0,Sum(margenPrevisto),0,0,,,,,,"(select(e.fpreciopresupuesto-(Select ( ISNULL(personum18,0)*ISNULL(e.itiempopresupuesto, 0)) as costePrevisto)) as margenPrevisto)",False,,,0,
796,,desviacionIngreso,Desviación Ingreso,,,3,,0,,,0,Sum(desviacionIngreso),0,0,,,,,,"(Select (ISNULL(e.personum19, ISNULL(e.fpreciopresupuesto, 0)) - e.fpreciopresupuesto) as DesviacionIngreso)",False,,,0,
797,,desviacionTiempo,Desviación Tiempo,,,1,,0,,,0,Sum(desviacionTiempo),0,0,,,,,,"(Select ((SELECT coalesce(sum(tiempo), 0) FROM segexp WHERE acturealizada = 1 AND inumexp = e.inumexp AND iyear= e.iyear AND tipohistotr IN (1, 2)) - (e.itiempopresupuesto)) as desviacionTiempo)",False,,,0,
798,,desviacionMargen,Desviación Margen Real,,,3,,0,,,0,Sum(desviacionMargen),0,0,,,,,,"(Select ((Select ((Select ISNULL(e.personum19,0)) - (Select (ISNULL((SELECT SUM(preciocoste) AS total FROM segexp WHERE inumexp = e.inumexp AND iyear= e.iyear and tipohistotr = 2 and preciocoste is not null),0) + ISNULL((SELECT SUM(preciocoste) AS total FROM segexp WHERE acturealizada = 1 AND inumexp = e.inumexp AND iyear= e.iyear AND tipohistotr = 1 and preciocoste is not null), 0)) as CosteReal)) as margenReal)-(select(e.fpreciopresupuesto-(Select ( ISNULL(personum18,0)*ISNULL(e.itiempopresupuesto, 0)) as costePrevisto)) as margenPrevisto)) as desviacionMargen)",False,,,0,
799,,desviacionCoste,Desviación Coste,,,3,,0,,,0,Sum(desviacionCoste),0,0,,,,,,"(Select((Select (ISNULL((SELECT SUM(preciocoste) AS total FROM segexp WHERE inumexp = e.inumexp AND iyear= e.iyear and tipohistotr = 2 and preciocoste is not null),0) + ISNULL((SELECT SUM(preciocoste) AS total FROM segexp WHERE acturealizada = 1 AND inumexp = e.inumexp AND iyear= e.iyear AND tipohistotr = 1 and preciocoste is not null), 0)) as CosteReal)-(Select ( ISNULL(personum18,0)*ISNULL(e.itiempopresupuesto, 0)) as costePrevisto)) as desviacionCoste)",False,,,0,
800,93,Num. Tareas,Num. Tareas,,,2,,0,40,,0,count(linea),1,1,Resumen,,1,,,1,False,,,0,
801,93,Tiempo Previsto,Tiempo Previsto,,,1,,0,40,,0,sum(tiempoprev),1,1,Resumen,,13,,,tiempoprev,False,,,0,
802,93,Tiempo Realizado,Tiempo Realizado,,bVerTimeReport,1,,0,40,,0,sum(sumTiempoTR),1,1,Resumen,,14,,,sumTiempoTR,False,,,0,
803,93,Tiempo Pendiente,Tiempo Pendiente,,bVerTimeReport,1,,0,40,,0,sum([Tiempo Pendiente]),1,1,Resumen,,15,,,"case when ISNULL(tiempoprev, 0) = 0 then 0 else convert(int, ((1-(cast(isnull(porprogreso, 0) as decimal) / 100)) * tiempoprev)) end",False,,,0,
804,93,Desviación Tiempo,Desviación Tiempo,,bVerTimeReport,1,,0,40,,0,sum([Desviación Tiempo]),1,1,Resumen,,16,,,"(cast(ISNULL(sumTiempoTR, 0) as float)-(cast(tiempoprev as float)*(cast(porprogreso as float)/100)))",False,,,0,
805,93,Cumplimiento (%),Cumplimiento (%),,,4,sumTiempoTR > 0 AND tiemporealprev > 0,0,40,,0,(sum(sumTiempoTR)/sum(tiemporealprev))*100,1,1,Resumen,,19,4,"Iif([BoundTiempo Realizado] == 0 or [BoundTiempo Real Previsto] == 0, 0,  [BoundTiempo Realizado] / [BoundTiempo Real Previsto])",,False,,,0,
806,93,Tiempo Real Previsto,Tiempo Real Previsto,,,1,,0,40,,0,sum(tiemporealprev),0,0,Resumen,,20,,,cast(tiempoprev as float) * (cast(porprogreso as float)/100),False,,,0,
807,86,Coste Real,Coste Real,,bMostrarPestanaTR,3,,0,50,,0,sum(sumCosteSegcli),0,0,,,20,-807,,"ISNULL(r.sumCosteSegcliNoGastos,0) + ISNULL(r.sumCosteSegcliGastos,0)",True,,,0,
808,86,Coste Tiempo Real,Coste Tiempo Real,,bMostrarPestanaTR,3,,0,50,,0,sum(sumCosteSegcliNoGastos),0,0,,,20,-808,,sumCosteSegcliNoGastos,True,,,0,
809,86,Otros Gastos Real,Otros Gastos Real,,bMostrarPestanaTR,3,,0,50,,0,sum(sumCosteSegcliGastos),0,0,,,20,-809,,sumCosteSegcliGastos,True,,,0,
810,89,Coste Real,Coste Real,,bMostrarPestanaTR,3,,0,40,,0,sum(sumCosteSegcli),0,0,,,20,,,"ISNULL(r.sumCosteSegcliNoGastos,0) + ISNULL(r.sumCosteSegcliGastos,0)",False,,,0,
811,89,Coste Tiempo Real,Coste Tiempo Real,,bMostrarPestanaTR,3,,0,40,,0,sum(sumCosteSegcliNoGastos),0,0,,,20,,,sumCosteSegcliNoGastos,False,,,0,
812,89,Otros Gastos Real,Otros Gastos Real,,bMostrarPestanaTR,3,,0,40,,0,sum(sumCosteSegcliGastos),0,0,,,20,,,sumCosteSegcliGastos,False,,,0,
