idfiltro,idtipogestor,nombre,imagen,texto,usarForm,consultaSql,tipoFiltro,campo,winform,webpage,dinamico,subTipo,orden,tabla,grupo,descripcion,campoVisualizacion,usarEtiquetasIni,desglosable,nivelFiltro,otroscampos,valorDefecto,verFiltroDefecto,partesqlfiltro,filtroDataTable,disponible
3645,48,Financiadores,,Financiadores,0,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 11",0,codigocliente,,,0,2,10,0,,Financiadores,bverfinancieras,0,,0,,,0,,,1
3646,48,Alumnos,,EtiqAlumnosProp,0,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 5",0,codigocliente,,,0,2,6,0,,Alumnos,bveralumno,1,,0,,,0,,,1
3647,48,Pacientes,,Pacientes,0,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 4",0,codigocliente,,,0,2,2,0,,Pacientes,bverpaciente,0,,0,,,0,,,1
3648,48,Proveedores,,tipofichero|9,0,"select icodcli, tipobd, snombrecli, codigo, estadocli from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 9",0,codigocliente,,,0,2,1,0,,,,4,,0,,,0,,,1
3649,48,Mascotas,,EtiqMascotasProp,0,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 7",0,codigocliente,,,0,2,3,0,,,bvermascota,1,,0,,,0,,,1
3650,48,Compañías,,Compañías,0,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 6",0,codigocliente,,,0,2,5,0,,Compañías,bvercompania,0,,0,,,0,,,1
3651,48,Tercera Edad,,Tercera Edad,0,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 12",0,codigocliente,,,0,2,10,0,,Tercera Edad,bverterceraedad,0,,0,,,0,,,1
3652,50,estado cliente,,Estado Cliente,,"SELECT estado,entidad FROM [[instancia]advabousu[empresa]].dbo.Estados WHERE entidad like 'clientes_%'",0,estadocli,,,,2,106,,,Estado Cliente,,0,,0,,,0,,,1
3654,44,numero,,Número,0,,0,numero,,,0,3,113,0,,,bvercamponumerico,0,,0,,,0,,,1
3655,47,numero,,Número,0,,0,numero,,,0,3,113,0,,,bvercamponumerico,0,,0,,,0,,,1
3656,47,Contactos,,Contactos,0,"SELECT DISTINCT CL.IcodCli
			FROM ContactLin CL
			JOIN contacto C ON CL.ICodContacto = C.codcontacto	
			WHERE 
				C.codcontacto IN ({C.codcontacto}) 
			AND 
				C.nombre LIKE '%{C.nombre}%'",0,icodcli,GestorConsultas.OtrosFiltros.frmFiltrarOtros,,0,4,114,0,grupoContactos,Contactos,tipoficherocli:7:bvercontactocli,0,,0,,,0,,,1
3657,45,numero,,Número,0,,0,numero,,,0,3,113,0,,,bvercamponumerico,0,,0,,,0,,,1
3658,46,numero,,Número,0,,0,numero,,,0,3,113,0,,,bvercamponumerico,0,,0,,,0,,,1
3659,50,tiemporespuesta,,Tiempo Respuesta,0,respuesta,0,respuesta,,,,11,,,,,,0,,0,,,0,,,1
3661,48,conOpinion,,Con opinión,0,comentario is not null and len(comentario) > 0,0,comentario,,,0,0,9,0,,Con opinión,,0,,0,,,1,,,1
3662,48,sinOpinión,,Sin opinión,0,comentario is null or len(comentario) = 0,0,comentario,,,0,0,10,0,,Sin opinión,,0,,0,,,1,,,1
3663,1,firmadoWeb,,Firmado/Aceptado,0,estadoFirma = 2,0,estadofirma,,,0,0,94,0,,Firmado con Mail Accept,bVerMNDocSign,,,0,,,0,,,1
3664,1,pendiente firma,,No Firmado/Aceptado,0,estadoFirma = 1,0,estadofirma,,,0,0,95,0,,Pendiente de firmar con Mail Accept,bVerMNDocSign,,,0,,,0,,,1
3665,2,firmadoweb,,Firmado/Aceptado,0,estadoFirma = 2,0,estadofirma,,,0,0,94,0,,Último estado firmado con Mail Accept,bVerMNDocSign,,,0,,,0,,,1
3666,2,pendiente firma,,No Firmado/Aceptado,0,estadoFirma = 1,0,estadofirma,,,0,0,94,0,,Último estado pendiente con Mail Accept,bVerMNDocSign,,,0,,,0,,,1
3667,38,NaturJuridica,,Naturaleza Jurídica,,"SELECT valor,tabla,campo FROM combovalores WHERE tabla LIKE 'pacientes' AND campo LIKE 'NaturJuridica'",0,naturjuridica,,,,2,117,,,,tipoficherocli:4:bvernatjuridicacli,1,,0,,,0,,,1
3669,50,departamento,,Departamento,,SELECT valor from [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla like 'clientes' and campo like 'dpto',0,departamento,,,,1,121,,,Departamento trabajador,,0,,0,,,0,,,1
3670,2,departamento,,Departamento Usuario,,SELECT valor from [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla like 'clientes' and campo like 'dpto',0,departamento,,,,1,121,,,Departamento trabajador,,0,,0,,,0,,,1
3671,1,departamento,,Departamento,,SELECT valor from [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla like 'clientes' and campo like 'dpto',0,dpto,,,,1,121,,,Departamento trabajador,bvertrabajador[AND]!bMultipleDepartamento,0,,0,,,0,,,1
3672,1,AbogadoPropio,,Abogado Propio Principal,0,,0,codabopropio,,,0,2,13,0,,Abogado Propio Principal,bverficabog,1,,0,,,0,,,1
3673,1,AbogadosPropios,,Abogados Propios,0,"SELECT convert(varchar(50), ea.inumexp) + '&' +  convert(varchar(10), ea.iyear) as idexp
    FROM expropro EA   LEFT JOIN abogados A ON EA.icodpro = A.icodabo
    WHERE
		A.icodabo IN ({A.icodabo})
	AND
		A.snombreabo LIKE '%{A.snombreabo}%'
	AND
		EA.numreferencia LIKE '%{EA.numreferencia}%'",0,idexp,GestorConsultas.OtrosFiltros.frmFiltrarOtros,,0,4,13,0,grupoAbogados Propios,Abogados Propios,bverficabog,0,,0,,,0,,,1
3674,41,departamento,,Departamento,,SELECT valor from [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla like 'clientes' and campo like 'dpto',0,dpto,,,,1,117,,,Departamento trabajador,!bMultipleDepartamento,0,,0,,,0,,,1
3676,2,fechaproximaactuacion,,Fecha Próxima Actuación,,fechaproximaactuacion,2,fechaproximaactuacion,,,,6,5,,,fechaproximaactuacion,,0,,0,,,0,,,1
3677,50,tiempoprev,,Tiempo Previsto,,,0,tiempoprev,,,,7,,,,,,,,0,,,0,,,1
3678,50,fechainiprev,,fechainiprev,,,0,fechainiprev,,,,6,,,,oporcliserv,,2,,0,,,0,,,1
3679,50,fechafinprev,,fechafinprev,,,0,fechafinprev,,,,6,,,,oporcliserv,,2,,0,,,0,,,1
3680,50,fechainiprev,,fechainiprev,,,2,fechainiprev,,,,0,,,,oporcliserv,,2,,0,,,0,,,1
3681,50,fechafinprev,,fechafinprev,,,2,fechafinprev,,,,0,1,,,oporcliserv,,2,,0,,,1,,,1
3689,50,sumtiempotr,,Tiempo TR,,,0,sumtiempotr,,,,7,,,,,bVerTimeReport,,,0,,,0,,,1
3690,1,ActuSinTR,,F. Gestión Doc,0,tipohistotr is null or tipohistotr = 0,0,tipohistotr,,,0,0,13,0,actumarcaTR,F. Gestión Doc,bVerTimeReport,,,0,,,0,,,1
3691,1,ActuTR,,Actu. TR,0,"tipohistotr in (1,2)",0,tipohistotr,,,0,0,9,0,actumarcaTR,Actuación TR,bVerTimeReport,,,0,,,1,,,1
3692,4,Etapa,,Etapa,0,,0,etapa,,,0,1,,0,,Etapa,,0,,0,,,1,,,1
3693,4,Doc No Gestionada,,Doc No Gestionada,0,fechagestion is null,0,fechagestion,,,0,0,,0,,Doc No Gestionada,,0,,0,,,1,,,1
3694,4,Doc Gestionada,,Doc Gestionada,0,fechagestion is not null,0,fechagestion,,,0,0,,0,,Doc Gestionada,,0,,0,,,1,,,1
3696,22,fvtofact,,Fecha Vencimiento,0,,2,fvtofact,,,0,0,,0,,fvtofact,bverfactfvto,0,,0,,,0,,,1
3698,25,fvtoprof,,Fecha Vencimiento,0,,2,fvtoprof,,,0,0,,0,,fvtoprof,bverfactfvto,0,,0,,,0,,,1
3699,22,Num. Exp.,,ExpNumExp,0,,2,inumexpediente,,,0,0,,0,,Num. Exp.,ver_exp,1,,0,,,0,,,1
3700,22,Año Exp.,,ExpYearExp,0,,2,iyearexpediente,,,0,0,,0,,Año Exp.,ver_exp,1,,0,,,0,,,1
3701,25,Num. Exp.,,ExpNumExp,0,,2,inumexpediente,,,0,0,,0,,Num. Exp.,ver_exp,1,,0,,,0,,,1
3702,25,Año Exp.,,ExpYearExp,0,,2,iyearexpediente,,,0,0,,0,,Año Exp.,ver_exp,1,,0,,,0,,,1
3703,40,dfecha,,dfecha,0,,2,dfecha,,,0,0,1,0,,oporcliserv,,2,,0,,,1,,,1
3704,50,desviación (%),,Desviación (%),0,,0,pordesviacion,,,0,10,,0,,Desviación (%),,0,,0,,,0,,,1
3707,40,historial,,Historial,0,"SELECT DISTINCT icodopor  
	FROM segcli S
	LEFT JOIN estadosCita EC ON EC.id = S.idEstadoCita
	WHERE
		S.sactuacion LIKE '%{S.sactuacion}%'   
	AND
		S.subusu = {S.subusu}
	AND
		S.dfechaact BETWEEN '{S.dfechaact}' AND '{S.dfechaact}'
	AND
		S.fecharealizacion BETWEEN '{S.fecharealizacion}' AND '{S.fecharealizacion}'
	AND
		S.tipo IN ('{S.tipo}')
	AND
		ISNULL(S.acturealizada,0) = {ISNULL(S.acturealizada,0)}
	AND
		EC.descripcion IN ('{EC.descripcion}') OR (EC.descripcion is NULL AND 'Sin Estado' IN ('{EC.descripcion}'))",0,icodopor,GestorConsultas.OtrosFiltros.frmFiltrarOtros,,0,4,102,0,Multiples,Historial,bveractuopor,0,,0,,,0,,,1
3708,40,dfecha,,Fecha Tarea,0,,0,dfecha,,,0,6,,0,,oporcliserv,,2,,0,,,1,,,1
3709,40,fechacierre,,fechacierre,0,,0,fechacierre,,,0,6,,0,,oporcli,,2,,0,,,0,,,1
3710,40,centro,,CentrosSingular,0,"select id, sdescripcion from centrospredef",0,idcentros,,,0,2,,0,,Centro,bvercentros,1,,0,,,0,,,1
3711,40,base datos,datos.png,Base Datos,0,,0,,,,0,5,1,0,,Base Datos,,0,,0,,,0,,,1
3712,40,usuariooportunidad,user.png,TareaUsu,0,"select icodsubusu, nombre, estadocli from [[instancia]advabousu[empresa]].dbo.subusu left join [[instancia]advabousu[empresa]].dbo.clientes c on subusu.icodsubusu = c.codsubusu and c.tipobd = 1",0,icodusu,,,0,2,1,0,,Usuario Tarea,,1,1,0,,,1,,,1
3713,40,clientes,user2.png,Clientes,0,"select icodcli, snombrecli from clientes where tipobd = 0",0,icodcli,,,0,2,2,0,,Clientes,,0,,0,,,1,,,1
3714,40,clientespotenciales,user3.png,Potenciales,0,"select icodcli, snombrecli from clientes where tipobd = 2",0,icodcli,,,0,2,4,0,,Clientes Potenciales,,0,,0,,,1,,,1
3715,40,terceros,user3.png,EtiqTercerosProp,0,"select icodcli, snombrecli from clientes where tipobd = 3",0,icodcli,,,0,2,4,0,,EtiqTercerosProp,,1,,0,,,1,,,1
3716,40,oportunidades,a.png,Descripción,0,,0,oportunidad,,,0,1,5,1,,Descripción de Tarea,,0,,0,,,1,,,1
3717,40,tipooportunidad,a.png,Tipo,0,SELECT valor FROM combovalores WHERE tabla like 'oporcliserv' AND campo like 'tipo',0,tipo,,,0,2,7,0,,Tipo Tarea,,0,1,0,,,1,,,1
3718,40,edad,,Edad,0,,0,edad,,,0,3,7,0,,Edad,,0,,0,,,0,,,1
3719,40,etapa,a.png,Etapa,0,SELECT valor FROM combovalores WHERE tabla like 'oporcliserv' AND campo like 'etapa',0,etapa,,,0,2,9,0,,Etapa,,0,1,0,,,1,,,1
3720,40,estado,a.png,Estado,0,SELECT valor FROM combovalores WHERE tabla like 'oporcli' AND campo like 'estadoopor',0,estado,,,0,1,9,0,,Estado,,0,1,0,,,1,,,1
3721,40,nacionalidad,a.png,Nacionalidad,0,select valor from combovalores where tabla = 'clientes' and campo = 'Nacionalidad',0,nacionalidad,,,0,1,11,0,,Nacionalidad,,0,,0,,,0,,,1
3722,40,fuente,a.png,Fuente,0,SELECT * FROM combovalores WHERE tabla like 'oporcliserv' AND campo like 'fuente',0,fuente,,,0,1,12,0,,Fuente,,0,1,0,,,0,,,1
3723,40,fecha,calendar.png,fechacierre,0,,0,fechacierre,,,0,6,14,0,,oporcli,,2,,0,,,0,,,1
3724,40,campo1,a.png,Campo1,0,,0,campo1,,,0,1,15,0,,oporcli,verCampo1opor,2,,0,,,0,,,1
3725,40,fecha alta cliente,,Fecha Alta Cliente,0,,0,fechanacimiento,,,0,6,16,0,,Fecha Alta Cliente,,0,,0,,,0,,,1
3726,40,campo2,a.png,Campo2,0,,0,campo2,,,0,1,17,0,,oporcli,verCampo2opor,2,,0,,,0,,,1
3727,40,campo4,a.png,Campo4,0,,0,campo4,,,0,1,18,0,,oporcli,verCampo4opor,2,,0,,,0,,,1
3728,40,campo5,a.png,Campo5,0,,0,campo5,,,0,1,19,0,,oporcli,verCampo5opor,2,,0,,,0,,,1
3729,40,campo3,a.png,Campo3,0,,0,campo3,,,0,0,20,0,,oporcli,verCampo3opor,2,,0,,,0,,,1
3730,40,campo6,a.png,Campo6,0,,0,campo6,,,0,1,21,0,,oporcli,verCampo6opor,2,,0,,,0,,,1
3731,40,campo8,a.png,Campo8,0,SELECT valor FROM combovalores WHERE tabla = 'oporcli' and campo = 'campo8',0,campo8,,,0,2,22,0,,oporcli,verCampo8opor,2,,0,,,0,,,1
3732,40,campo9,a.png,Campo9,0,SELECT valor FROM combovalores WHERE tabla = 'oporcli' and campo = 'campo9',0,campo9,,,0,2,23,0,,oporcli,verCampo9opor,2,,0,,,0,,,1
3733,40,campo7,a.png,Campo7,0,SELECT valor FROM combovalores WHERE tabla = 'oporcli' and campo = 'campo7',0,campo9,,,0,2,24,0,,oporcli,verCampo7opor,2,,0,,,0,,,1
3734,40,gestor impagado,a.png,Campo10,0,SELECT valor FROM combovalores WHERE tabla like 'oporcli' AND campo like 'Campo10',0,campo10,,,0,2,25,0,,oporcli,verCampo10opor,2,,0,,,0,,,1
3735,40,campo12,a.png,Campo12,0,SELECT valor FROM combovalores WHERE tabla like 'oporcli' AND campo like 'campo12',0,campo12,,,0,2,26,0,,oporcli,verCampo12opor,2,,0,,,0,,,1
3736,40,campo13,a.png,Campo13,0,SELECT valor FROM combovalores WHERE tabla like 'oporcli' AND campo like 'campo13',0,campo13,,,0,2,27,0,,oporcli,verCampo13opor,2,,0,,,0,,,1
3737,40,campo11,a.png,Campo11,0,SELECT valor FROM combovalores WHERE tabla like 'oporcli' AND campo like 'campo11',0,campo11,,,0,2,28,0,,oporcli,verCampo11opor,2,,0,,,0,,,1
3738,40,campo14,a.png,Campo14,0,SELECT valor FROM combovalores WHERE tabla like 'oporcli' AND campo like 'campo14',0,campo14,,,0,2,29,0,,oporcli,verCampo14opor,2,,0,,,0,,,1
3739,40,captador,a.png,Campo17,0,SELECT descripcion FROM actuopor WHERE campo = 1 and indice = 0,0,campo17,,,0,1,30,0,,oporcli,verCampo17opor,2,,0,,,0,,,1
3740,40,campo16,a.png,Campo16,0,SELECT valor FROM combovalores WHERE tabla = 'oporcli' and campo = 'campo16',0,campo16,,,0,2,31,0,,oporcli,verCampo16opor,2,,0,,,0,,,1
3741,40,campo15,a.png,Campo15,0,SELECT valor FROM combovalores WHERE tabla = 'oporcli' and campo = 'campo15',0,campo15,,,0,2,33,0,,oporcli,verCampo15opor,2,,0,,,0,,,1
3742,40,campo20,a.png,Campo20,0,,0,campo20,,,0,1,34,0,,oporcli,verCampo20opor,2,,0,,,0,,,1
3743,40,campo21,a.png,Campo21,0,,0,campo21,,,0,1,35,0,,oporcli,verCampo21opor,2,,0,,,0,,,1
3744,40,campo19,a.png,Campo19,0,,0,campo19,,,0,1,36,0,,oporcli,verCampo19opor,2,,0,,,0,,,1
3745,40,camponum1,,CampoNum1,0,,0,camponum1,,,0,3,37,0,,oporcli,verCampoNum1opor,2,,0,,,0,,,1
3746,40,camponum2,,CampoNum2,0,,0,camponum2,,,0,3,38,0,,oporcli,verCampoNum2opor,2,,0,,,0,,,1
3747,40,camponum3,,CampoNum3,0,,0,camponum3,,,0,3,39,0,,oporcli,verCampoNum3opor,2,,0,,,0,,,1
3748,40,camponum4,,CampoNum4,0,,0,camponum4,,,0,3,40,0,,oporcli,verCampoNum4opor,2,,0,,,0,,,1
3749,40,camponum5,,CampoNum5,0,,0,camponum5,,,0,3,41,0,,oporcli,verCampoNum5opor,2,,0,,,0,,,1
3750,40,1,,Campo de perfil 1,0,,0,,,,0,0,,0,Perfil,,,0,,0,,,0,,,1
3751,40,2,,Campo de perfil 2,0,,0,,,,0,0,,0,Perfil,,,0,,0,,,0,,,1
3752,40,3,,Campo de perfil 3,0,,0,,,,0,0,,0,Perfil,,,0,,0,,,0,,,1
3753,40,4,,Campo de perfil 4,0,,0,,,,0,0,,0,Perfil,,,0,,0,,,0,,,1
3754,40,5,,Campo de perfil 5,0,,0,,,,0,0,,0,Perfil,,,0,,0,,,0,,,1
3755,40,6,,Campo de perfil 6,0,,0,,,,0,0,,0,Perfil,,,0,,0,,,0,,,1
3756,40,7,,Campo de perfil 7,0,,0,,,,0,0,,0,Perfil,,,0,,0,,,0,,,1
3757,40,8,,Campo de perfil 8,0,,0,,,,0,0,,0,Perfil,,,0,,0,,,0,,,1
3758,40,9,,Campo de perfil 9,0,,0,,,,0,0,,0,Perfil,,,0,,0,,,0,,,1
3759,40,10,,Campo de perfil 10,0,,0,,,,0,0,,0,Perfil,,,0,,0,,,0,,,1
3760,40,11,,Campo de perfil 11,0,,0,,,,0,0,,0,Perfil,,,0,,0,,,0,,,1
3761,40,12,,Campo de perfil 12,0,,0,,,,0,0,,0,Perfil,,,0,,0,,,0,,,1
3762,40,13,,Campo de perfil 13,0,,0,,,,0,0,,0,Perfil,,,0,,0,,,0,,,1
3763,40,14,,Campo de perfil 14,0,,0,,,,0,0,,0,Perfil,,,0,,0,,,0,,,1
3764,40,15,,Campo de perfil 15,0,,0,,,,0,0,,0,Perfil,,,0,,0,,,0,,,1
3765,40,16,,Campo de perfil 16,0,,0,,,,0,0,,0,Perfil,,,0,,0,,,0,,,1
3766,40,17,,Campo de perfil 17,0,,0,,,,0,0,,0,Perfil,,,0,,0,,,0,,,1
3767,40,18,,Campo de perfil 18,0,,0,,,,0,0,,0,Perfil,,,0,,0,,,0,,,1
3768,40,19,,Campo de perfil 19,0,,0,,,,0,0,,0,Perfil,,,0,,0,,,0,,,1
3769,40,20,,Campo de perfil 20,0,,0,,,,0,0,,0,Perfil,,,0,,0,,,0,,,1
3770,40,21,,Campo de perfil 21,0,,0,,,,0,0,,0,Perfil,,,0,,0,,,0,,,1
3771,40,22,,Campo de perfil 22,0,,0,,,,0,0,,0,Perfil,,,0,,0,,,0,,,1
3772,40,23,,Campo de perfil 23,0,,0,,,,0,0,,0,Perfil,,,0,,0,,,0,,,1
3773,40,24,,Campo de perfil 24,0,,0,,,,0,0,,0,Perfil,,,0,,0,,,0,,,1
3774,40,25,,Campo de perfil 25,0,,0,,,,0,0,,0,Perfil,,,0,,0,,,0,,,1
3775,40,26,,Campo de perfil 26,0,,0,,,,0,0,,0,Perfil,,,0,,0,,,0,,,1
3776,40,27,,Campo de perfil 27,0,,0,,,,0,0,,0,Perfil,,,0,,0,,,0,,,1
3777,40,28,,Campo de perfil 28,0,,0,,,,0,0,,0,Perfil,,,0,,0,,,0,,,1
3778,40,29,,Campo de perfil 29,0,,0,,,,0,0,,0,Perfil,,,0,,0,,,0,,,1
3779,40,30,,Campo de perfil 30,0,,0,,,,0,0,,0,Perfil,,,0,,0,,,0,,,1
3780,40,31,,Campo de perfil 31,0,,0,,,,0,0,,0,Perfil,,,0,,0,,,0,,,1
3781,40,32,,Campo de perfil 32,0,,0,,,,0,0,,0,Perfil,,,0,,0,,,0,,,1
3782,40,33,,Campo de perfil 33,0,,0,,,,0,0,,0,Perfil,,,0,,0,,,0,,,1
3783,40,34,,Campo de perfil 34,0,,0,,,,0,0,,0,Perfil,,,0,,0,,,0,,,1
3784,40,35,,Campo de perfil 35,0,,0,,,,0,0,,0,Perfil,,,0,,0,,,0,,,1
3785,40,36,,Campo de perfil 36,0,,0,,,,0,0,,0,Perfil,,,0,,0,,,0,,,1
3786,40,37,,Campo de perfil 37,0,,0,,,,0,0,,0,Perfil,,,0,,0,,,0,,,1
3787,40,38,,Campo de perfil 38,0,,0,,,,0,0,,0,Perfil,,,0,,0,,,0,,,1
3788,40,39,,Campo de perfil 39,0,,0,,,,0,0,,0,Perfil,,,0,,0,,,0,,,1
3789,40,40,,Campo de perfil 40,0,,0,,,,0,0,,0,Perfil,,,0,,0,,,0,,,1
3790,40,41,,Campo de perfil 41,0,,0,,,,0,0,,0,Perfil,,,0,,0,,,0,,,1
3791,40,42,,Campo de perfil 42,0,,0,,,,0,0,,0,Perfil,,,0,,0,,,0,,,1
3792,40,43,,Campo de perfil 43,0,,0,,,,0,0,,0,Perfil,,,0,,0,,,0,,,1
3793,40,44,,Campo de perfil 44,0,,0,,,,0,0,,0,Perfil,,,0,,0,,,0,,,1
3794,40,45,,Campo de perfil 45,0,,0,,,,0,0,,0,Perfil,,,0,,0,,,0,,,1
3795,40,alumnos,,EtiqAlumnosProp,0,"select icodcli, snombrecli from clientes where tipobd = 5",0,icodcli,,,0,2,2,0,,Alumnos,bveralumno,1,,0,,,1,,,1
3796,40,fechaseguimiento,,Fecha Seguimiento,0,,0,fechaseguimiento,,,0,6,,0,,oporcli,,0,,0,,,0,,,1
3797,40,horaalta,,Hora Tarea,0,oporcli.horaalta,0,horaalta,,,0,9,,0,,,,0,,0,,,0,,,1
3798,40,fechacreacion,,Fecha Creación,0,oporcli.fechacreacion,0,fechacreacion,,,0,6,,0,,,,0,,0,,,0,,,1
3799,40,trabajadores,,Trabajadores,0,SELECT DISTINCT icodopor     FROM oporusu      LEFT JOIN subusu S ON oporusu.icodsubusu = S.icodsubusu     LEFT JOIN clientes C ON S.icodsubusu = C.codsubusu AND C.tipobd=1    WHERE      C.icodcli IN ({C.icodcli})      AND     S.icodsubusu IN ({S.icodsubusu})    AND    C.snombrecli LIKE '%{C.snombrecli}%'    AND     C.estadoCli LIKE '%{C.estadoCli}%'    AND    C.fechaalta BETWEEN '{C.fechaalta}' AND '{C.fechaalta}'    AND    C.tipofichero LIKE '%{C.tipofichero}%',0,icodopor,GestorConsultas.OtrosFiltros.frmFiltrarOtros,,0,4,120,0,grupoTrabajadores,Trabajadores,,0,,0,,,0,,,1
3800,40,creadopor,,Creado por,0,"select icodsubusu, nombre, estadocli from [[instancia]advabousu[empresa]].dbo.subusu left join [[instancia]advabousu[empresa]].dbo.clientes c on subusu.icodsubusu = c.codsubusu and c.tipobd = 1",0,nombrecreador,,,0,2,2,0,,Creado por,,0,1,0,,,0,,,1
3801,40,apoyoresponsable,,Apoyo Responsable,0,"select icodsubusu, nombre, estadocli from [[instancia]advabousu[empresa]].dbo.subusu left join [[instancia]advabousu[empresa]].dbo.clientes c on subusu.icodsubusu = c.codsubusu and c.tipobd = 1",0,codusuapoyo,,,0,2,1,0,,Apoyo Responsable,,0,1,0,,,0,,,1
3802,40,estado cliente,,Estado Cliente,0,"SELECT estado,entidad FROM [[instancia]advabousu[empresa]].dbo.Estados WHERE entidad like 'clientes_%'",0,estadocli,,,0,2,106,0,,Estado Cliente,,0,,0,,,0,,,1
3803,40,tiemporespuesta,,Tiempo Respuesta,0,respuesta,0,respuesta,,,0,11,,0,,,,0,,0,,,0,,,1
3804,40,departamento,,Departamento,0,SELECT valor from [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla like 'clientes' and campo like 'dpto',0,departamento,,,0,1,121,0,,Departamento trabajador,,0,,0,,,0,,,1
3805,40,fechaproxactu,,Fecha Próxima Actuación,0,fechaproxactu,0,fechaproxactu,,,0,6,5,0,,fechaProxActu,,0,,0,,,0,,,1
3806,40,tiempoprev,,Tiempo Previsto,0,,0,tiempoprev,,,0,7,,0,,,,0,,0,,,0,,,1
3807,40,fechainiprev,,fechainiprev,0,,0,fechainiprev,,,0,6,,0,,oporcliserv,,2,,0,,,0,,,1
3808,40,fechafinprev,,fechafinprev,0,,0,fechafinprev,,,0,6,,0,,oporcliserv,,2,,0,,,0,,,1
3809,40,sumtiempotr,,Tiempo Realizado,0,,0,sumtiempotr,,,0,7,,0,,,bVerTimeReport,0,,0,,,0,,,1
3810,40,puntos,,Puntos,0,select puntos BETWEEN {puntos} AND {puntos},0,puntos,,,0,3,,0,,Puntos,,0,,0,,,0,,,1
3811,40,Desviación (%),,Desviación (%),0,,0,pordesviacion,,,0,10,,0,,Desviación (%),,0,,0,,,0,,,1
4000,1,dfechaavi,,Fecha Aviso,0,,2,dfechaavi,,,0,0,13,0,,,verfechaavisoseg,,,0,,,0,,,1
4001,22,Etapa Oport.,,Etapa Opor.,0,,0,etapaopor,,,0,1,15,0,,Etapa Opor.,bvercontroloportunidad,0,,0,,,0,,,1
4002,22,Tipo Oport.,,Tipo Opor.,0,,0,tipoopor,,,0,1,15,0,,Tipo Opor.,bvercontroloportunidad,0,,0,,,0,,,1
4003,22,Descripción Oport.,,Descripción Opor.,0,,0,descripopor,,,0,1,15,0,,Descripción Opor.,bvercontroloportunidad,0,,0,,,0,,,1
4004,6,Usuario Opor.,,cliOpor,0,Usuario Opor.,0,usuopor,,,0,1,15,0,,Usuario Opor.,bvercontroloportunidad,1,,0,,,0,,,1
4005,50,expedientes,,ExpTitulo,0," select inumexp, expediente, descripcion, convert(varchar(50), inumexp) + '|' +  convert(varchar(50), iyear) as valor , iyear  from expedien ",0,idexp,,,0,2,,0,,Expedientes,VerExpedientes,1,,0,,,0,,,1
4007,40,fechacierre,,fechacierre,0,,2,fechacierre,,,0,0,1,0,,oporcliserv,,2,,0,,,1,,,1
4008,6,Num. Recibo,,Núm. Recibo,0,Num. Recibo,0,nrecibo,,,0,1,15,0,,Num. Recibo,,0,,0,,,0,,,1
4009,32,Descripción Última Actuación,,Descripción Última Actuación,0,,0,descripcionultimaactu,,,0,1,154,0,,,,0,,0,,,0,,,1
4010,50,clase,a.png,Clase,,SELECT valor FROM combovalores WHERE tabla like 'oporcliserv' AND campo like 'clase',0,clase,,,,1,122,,,oporcliserv,,2,,0,,,0,,,1
4011,50,sprint,a.png,Sprint,,SELECT valor FROM combovalores WHERE tabla like 'oporcliserv' AND campo like 'sprint',0,sprint,,,,1,123,,,Sprint,,0,,0,,,0,,,1
4012,40,Actuación,,Actuación,0,,0,sactuacion,,,0,1,1,0,,Actuación,,0,,0,,,1,,,1
4013,40,Tipo Actuación,,Tipo Actuación,0,,0,tipoActu,,,0,1,2,0,,Tipo Actuación,,0,,0,,,1,,,1
4014,40,Usuario Actuación,user.png,cliActuacion,0,"select icodsubusu, nombre, estadocli from [[instancia]advabousu[empresa]].dbo.subusu left join [[instancia]advabousu[empresa]].dbo.clientes c on subusu.icodsubusu = c.codsubusu and c.tipobd = 1",0,subusu,,,0,2,3,0,,Usuario Actuación,,1,1,0,,,1,,,1
4015,40,Descripción Tarea,,Descripción Tarea,0,,0,oportunidad,,,0,1,4,0,,Descripción Tarea,,0,,0,,,1,,,1
4016,40,etapa,,etapa,0,SELECT valor FROM combovalores WHERE tabla like 'oporcliserv' AND campo like 'etapa',0,etapa,,,0,2,5,0,,oporcli,,2,,0,,,1,,,1
4017,40,Sprint Tarea,,Sprint Tarea,0,SELECT valor FROM combovalores WHERE tabla like 'oporcliserv' AND campo like 'sprint',0,sprint,,,0,2,6,0,,,,0,,0,,,0,,,1
