idfiltro,columnas,campoId,consultaSql,CampoBusqueda,NombreBusqueda,UsarTablaComun,UsarCodigo,incluirFiltro,consultaTablaAparte,respetarOrden,campoTexto
2731,código|codigo|100;nombre|snombrecli|300,snombrecli,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 5",snombrecli,Nombre,0,1,0,,,
2732,Código|icodcli|100;Nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, tipobd from clientes where tipobd = 5",snombrecli,Nombre,0,0,2,,,
2735,Código|codigo|100;Nombre|snombrecli|300,icodcli,"select icodcli, tipobd, snombrecli, codigo, estadocli from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 9",snombrecli,Nombre,0,0,0,,,
2738,código|codigo|100;nombre|snombrecli|300,snombrecli,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 5",snombrecli,Nombre,0,1,0,,,
2739,Tipo de cuenta|tipoConcepto|300,tipoConcepto,"select tipoConcepto, 0 as MARCA   from (select persoHONO AS tipoConcepto from [[instancia]advabousu[empresa]].dbo.config UNION ALL select persoArt AS tipoConcepto from [[instancia]advabousu[empresa]].dbo.config WHERE bverArticulos = 1) AS config(tipoConcepto)",tipoConcepto,Tipo de cuenta,1,1,0,,,
2740,Color|color|50|selColor;Descripción|valor|200;,color,"SELECT valor, color FROM combovalores WHERE tabla = 'icbExpediente' ",valor,Descripción,1,0,0,"CASE WHEN backcolor = 0 THEN '536870912' WHEN backcolor = '16777215' THEN '536870912' ELSE ISNULL(backcolor ,'536870912') END IN ({0})&",,
2741,Color|color|50|selColor;Descripción|valor|200;,color,"SELECT valor, color FROM combovalores WHERE tabla = 'icbLabelBD' ",valor,Descripción,1,0,0,"CASE WHEN backcolor = 0 THEN '536870912' WHEN backcolor = '16777215' THEN '536870912' ELSE ISNULL(backcolor ,'536870912') END IN ({0})&",,
2742,Color|color|50|selColor;Descripción|valor|200;,color,"SELECT valor, color FROM combovalores WHERE tabla = 'icbLabelBD' ",valor,Descripción,1,0,0,"CASE WHEN backcolor = 0 THEN '536870912' WHEN backcolor = '16777215' THEN '536870912' ELSE ISNULL(backcolor ,'536870912') END IN ({0})&",,
2743,Color|color|50|selColor;Descripción|valor|200;,color,"SELECT valor, color FROM combovalores WHERE tabla = 'icbLabelBD' ",valor,Descripción,1,0,0,"CASE WHEN backcolor = 0 THEN '536870912' WHEN backcolor = '16777215' THEN '536870912' ELSE ISNULL(backcolor ,'536870912') END IN ({0})&",,
2744,Color|color|50|selColor;Descripción|valor|200;,color,"SELECT valor, color FROM combovalores WHERE tabla = 'icbLabelBD' ",valor,Descripción,1,0,0,"CASE WHEN backcolor = 0 THEN '536870912' WHEN backcolor = '16777215' THEN '536870912' ELSE ISNULL(backcolor ,'536870912') END IN ({0})&",,
2745,Color|color|50|selColor;Descripción|valor|200;,color,"SELECT valor, color FROM combovalores WHERE tabla = 'icbLabelBD' ",valor,Descripción,1,0,0,"CASE WHEN backcolor = 0 THEN '536870912' WHEN backcolor = '16777215' THEN '536870912' ELSE ISNULL(backcolor ,'536870912') END IN ({0})&",,
2746,Color|color|50|selColor;Descripción|valor|200;,color,"SELECT valor, color FROM combovalores WHERE tabla = 'icbLabelBD' ",valor,Descripción,1,0,0,"CASE WHEN backcolor = 0 THEN '536870912' WHEN backcolor = '16777215' THEN '536870912' ELSE ISNULL(backcolor ,'536870912') END IN ({0})&",,
2747,Color|color|50|selColor;Descripción|valor|200;,color,"SELECT valor, color FROM combovalores WHERE tabla = 'icbLabelBD' ",valor,Descripción,1,0,0,"CASE WHEN backcolor = 0 THEN '536870912' WHEN backcolor = '16777215' THEN '536870912' ELSE ISNULL(backcolor ,'536870912') END IN ({0})&",,
2748,Color|color|50|selColor;Descripción|valor|200;,color,"SELECT valor, color FROM combovalores WHERE tabla = 'icbLabelBD' ",valor,Descripción,1,0,0,"CASE WHEN backcolor = 0 THEN '536870912' WHEN backcolor = '16777215' THEN '536870912' ELSE ISNULL(backcolor ,'536870912') END IN ({0})&",,
2758,Código|codigo|100;Nombre|snombrecli|300,icodcli,"select icodcli, tipobd, snombrecli, codigo, estadocli from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 6
",snombrecli|codigo,Nombre|Código,0,0,0,,,
2759,Tipo|tipofichero|400,tipofichero,"SELECT tipocliente as tipofichero, tabla, CAST(id AS VARCHAR) AS campo FROM [[instancia]advabousu[empresa]].dbo.ContadorTiposCliente WHERE tabla = 'compañias'",tipofichero,Tipo,0,1,0,,,
2763,Estado|estado|400,estado,"SELECT estado,entidad FROM [[instancia]advabousu[empresa]].dbo.Estados WHERE entidad like 'clientes_6'",estado,Estado,0,1,0,,,
2767,Código|id|100;Nombre|nombre|300,nombre,"SELECT id,nombre FROM provincias",nombre,Nombre,1,1,0,,,
2768,Código|id|100;Nombre|nombre|300,nombre,"SELECT id, nombre FROM paises",nombre,Nombre,1,1,0,,,
2774,Código|icodsubusu|100;Nombre|nombre|300,icodsubusu,"select  icodsubusu, nombre, estadocli, 0 as MARCA  from(
select icodsubusu, nombre, estadocli from [[instancia]advabousu[empresa]].dbo.subusu  
left join [[instancia]advabousu[empresa]].dbo.clientes c on subusu.icodsubusu = c.codsubusu and c.tipobd = 1
union all
select 0 as icodsubusu, '/**ususupervisor**/' as nombre, 'Alta' as estadocli) T",nombre,Nombre,0,0,1,,,
3005,Código|codigo|100;Nombre|snombrecli|300,icodcli,"select icodcli, tipobd, snombrecli, codigo, estadocli from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 10",snombrecli|codigo,Nombre|Código,0,0,0,,,
3008,Estado|estado|400,estado,"SELECT estado,entidad FROM [[instancia]advabousu[empresa]].dbo.Estados WHERE entidad like 'clientes_10'",estado,Estado,0,1,0,,,
3013,Código|id|100;Nombre|nombre|300,nombre,"SELECT id, nombre FROM paises",nombre,Nombre,1,1,0,,,
3015,Código|id|100;Nombre|nombre|300,nombre,"SELECT id,nombre FROM provincias",nombre,Nombre,1,1,0,,,
3016,Tipo|tipofichero|400,tipofichero,"SELECT tipocliente as tipofichero, tabla, CAST(id AS VARCHAR) AS campo FROM [[instancia]advabousu[empresa]].dbo.ContadorTiposCliente WHERE tabla = 'voluntarios'",tipofichero,Tipo,0,1,0,,,
3020,código|codigo|100;nombre|snombrecli|300,icodcli,"select icodcli, tipobd, snombrecli, codigo, estadocli from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 1",snombrecli|codigo,nombre|código,0,0,1,icodcli IN (SELECT icodcli FROM clitrabajadores WHERE icodclitrabajador IN ({0}))&,,
3021,código|icodsubusu|100;nombre|nombre|300,icodsubusu,"select  icodsubusu, nombre, estadocli, 0 as MARCA  from(
select icodsubusu, nombre, estadocli from [[instancia]advabousu[empresa]].dbo.subusu  
left join [[instancia]advabousu[empresa]].dbo.clientes c on subusu.icodsubusu = c.codsubusu and c.tipobd = 1
union all
select 0 as icodsubusu, '/**ususupervisor**/' as nombre, 'Alta' as estadocli) T",nombre,nombre,0,0,1,,,
3028,Valor|valor|200;Código|codigo|200,codigo,"select valor,codigo from (select 'Sí', 1 union select 'No', 0) AS Valores(valor, codigo)",valor,Valor,0,0,0,,,
3030,Valor|valor|200;Código|codigo|200,codigo,"select valor,codigo from (select 'Sí', 1 union select 'No', 0) AS Valores(valor, codigo)",valor,Valor,1,1,0,,,
3034,Código|codigo|100;Nombre|snombrecli|300,icodcli,"select icodcli, tipobd, snombrecli, codigo, estadocli from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 11
",snombrecli|codigo,Nombre|Código,0,0,0,,,
3037,Estado|estado|400,estado,"SELECT estado,entidad FROM [[instancia]advabousu[empresa]].dbo.Estados WHERE entidad like 'clientes_11'",estado,Estado,0,1,0,,,
3040,Código|id|100;Nombre|nombre|300,nombre,"SELECT id,nombre FROM provincias",nombre,Provincia,1,1,0,,,
3041,Código|id|100;Nombre|nombre|300,nombre,"SELECT id, nombre FROM paises",nombre,País,1,1,0,,,
3042,Código|icodsubusu|100;Nombre|nombre|300,icodsubusu,"select  icodsubusu, nombre, estadocli, 0 as MARCA  from(
select icodsubusu, nombre, estadocli from [[instancia]advabousu[empresa]].dbo.subusu  
left join [[instancia]advabousu[empresa]].dbo.clientes c on subusu.icodsubusu = c.codsubusu and c.tipobd = 1
union all
select 0 as icodsubusu, '/**ususupervisor**/' as nombre, 'Alta' as estadocli) T",nombre,Nombre,0,0,1,,,
3049,Tipo|valor|400,valor,"SELECT valor,tabla,campo FROM  [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'financiadores' AND campo LIKE 'TipoFichero'",valor,Tipo,0,1,0,,,
3050,Código|codigo|100;Nombre|snombrecli|300,icodcli,"select icodcli, tipobd, snombrecli, codigo, estadocli from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 1
",snombrecli|codigo,Nombre|Código,0,0,0,,,
3057,Valor|valor|200;Código|codigo|200,codigo,"select valor,codigo  from (select 'Sí', 1 union select 'No', 0) AS Valores(valor, codigo)",valor,Valor,1,1,0,,,
3058,Valor|valor|200;Código|codigo|200,codigo,"select valor,codigo  from (select 'Sí', 1 union select 'No', 0) AS Valores(valor, codigo)",valor,Valor,1,1,0,,,
3059,Código|codigo|100;Tutor|snombrecli|300,icodcli,"select icodcli, snombrecli, tipobd, codigo from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 7",snombrecli|código,nombre|código,0,0,2,,,
3061,Estado|estado|400,estado,"SELECT estado,entidad FROM [[instancia]advabousu[empresa]].dbo.Estados WHERE entidad like 'clientes_7'",estado,Estado,0,1,0,,,
3067,Código|id|100;Nombre|nombre|300,nombre,"SELECT id,nombre FROM provincias",nombre,Nombre,1,1,0,,,
3068,Código|id|100;Nombre|nombre|300,nombre,"SELECT id, nombre FROM paises",nombre,Nombre,1,1,0,,,
3069,Tipo|tipofichero|400,tipofichero,"SELECT tipocliente as tipofichero, tabla, CAST(id AS VARCHAR) AS campo FROM [[instancia]advabousu[empresa]].dbo.ContadorTiposCliente WHERE tabla = 'mascotastutores'",tipofichero,Tipo,0,1,0,,,
3073,Código|icodsubusu|100;Nombre|nombre|300,icodsubusu,"select  icodsubusu, nombre, estadocli, 0 as MARCA  from(
select icodsubusu, nombre, estadocli from [[instancia]advabousu[empresa]].dbo.subusu  
left join [[instancia]advabousu[empresa]].dbo.clientes c on subusu.icodsubusu = c.codsubusu and c.tipobd = 1
union all
select 0 as icodsubusu, '/**ususupervisor**/' as nombre, 'Alta' as estadocli) T",nombre,Nombre,0,0,1,,,
3083,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'voluntarios' AND campo LIKE 'origen'",valor,Valor,0,0,0,,,
3084,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'voluntarios' AND campo LIKE 'zona'",valor,Valor,0,0,0,,,
3085,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'voluntarios' AND campo LIKE 'empresa'",valor,Valor,0,0,0,,,
3086,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'voluntarios' AND campo LIKE 'departamento'",valor,Valor,0,0,0,,,
3087,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'voluntarios' AND campo LIKE 'cargo'",valor,Valor,0,0,0,,,
3089,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'voluntarios' AND campo LIKE 'sector'",valor,Valor,0,0,0,,,
3101,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'voluntarios' AND campo LIKE 'campo5'",valor,Valor,0,0,0,,,
3102,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'voluntarios' AND campo LIKE 'campo6'",valor,Valor,0,0,0,,,
3107,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'voluntarios' AND campo LIKE 'campo11'",valor,Valor,0,0,0,,,
3108,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'voluntarios' AND campo LIKE 'campo12'",valor,Valor,0,0,0,,,
3109,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'voluntarios' AND campo LIKE 'campo13'",valor,Valor,0,0,0,,,
3110,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'voluntarios' AND campo LIKE 'campo14'",valor,Valor,0,0,0,,,
3111,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'voluntarios' AND campo LIKE 'campo15'",valor,Valor,0,0,0,,,
3112,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'voluntarios' AND campo LIKE 'campo16'",valor,Valor,0,0,0,,,
3113,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'voluntarios' AND campo LIKE 'campo17'",valor,Valor,0,0,0,,,
3114,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'voluntarios' AND campo LIKE 'campo18'",valor,Valor,0,0,0,,,
3125,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'voluntarios' AND campo LIKE 'Perso83'",valor,Valor,0,0,0,,,
3126,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'voluntarios' AND campo LIKE 'Perso84'",valor,Valor,0,0,0,,,
3127,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'voluntarios' AND campo LIKE 'Perso85'",valor,Valor,0,0,0,,,
3128,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'voluntarios' AND campo LIKE 'Perso86'",valor,Valor,0,0,0,,,
3129,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'voluntarios' AND campo LIKE 'Perso87'",valor,Valor,0,0,0,,,
3130,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'voluntarios' AND campo LIKE 'Perso88'",valor,Valor,0,0,0,,,
3170,Código|codigo|100;Nombre|snombrecli|300,icodcli,"select icodcli, tipobd, snombrecli, codigo, estadocli from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 0",snombrecli|codigo,Nombre|Código,0,0,0,,,
3171,Número|expediente|100;Expediente|descripcion|300;Año|iyear|100,idexp,"select inumexp, expediente, descripcion, idexp, 0 as marca, iyear  from (select inumexp, expediente, descripcion, convert(varchar(50), inumexp) + '&' +  convert(varchar(50), iyear) as idexp , iyear  
from [[instancia]advabousu[empresa]].dbo.expedien) t ",descripcion,Expediente,0,1,0,,,
3172,Código|icodsubusu|100;Nombre|nombre|300,icodsubusu,"select  icodsubusu, nombre, estadocli, 0 as MARCA  from(
select icodsubusu, nombre, estadocli from  [[instancia]advabousu[empresa]].dbo.subusu  
left join  [[instancia]advabousu[empresa]].dbo.clientes c on subusu.icodsubusu = c.codsubusu and c.tipobd = 1
union all
select 0 as icodsubusu, '/**ususupervisor**/' as nombre, 'Alta' as estadocli) T",nombre,Nombre,0,0,0,,,
3174,Valoración|n|80,n,"SELECT ones.n FROM (VALUES(1),(2),(3),(4),(5)) ones(n)",n,Valoración,0,0,0,,,
3179,Código|codcontacto|100;Nombre|nombre|300,codcontacto,"select codcontacto, nombre from [[instancia]advabousu[empresa]].dbo.contacto",nombre,Nombre,0,0,0,,,
3181,Código|codcontacto|100;Nombre|nombre|300,codcontacto,"select codcontacto, nombre from [[instancia]advabousu[empresa]].dbo.contacto",nombre,Nombre,0,0,0,,,
3183,Código|codcontacto|100;Nombre|nombre|300,nombre,"select codcontacto, nombre from [[instancia]advabousu[empresa]].dbo.contacto",nombre|codigo,Nombre,0,0,0,,,True
3185,Código|codcontacto|100;Nombre|nombre|300,codcontacto,"select codcontacto, nombre from [[instancia]advabousu[empresa]].dbo.contacto",nombre,Nombre,0,0,0,,,
3187,Código|codcontacto|100;Nombre|nombre|300,codcontacto,"select codcontacto, nombre from [[instancia]advabousu[empresa]].dbo.contacto",nombre,Nombre,0,0,0,,,
3189,Código|codcontacto|100;Nombre|nombre|300,codcontacto,"select codcontacto, nombre from [[instancia]advabousu[empresa]].dbo.contacto",nombre,Nombre,0,0,0,,,
3191,Código|codcontacto|100;Nombre|nombre|300,codcontacto,"select codcontacto, nombre from [[instancia]advabousu[empresa]].dbo.contacto",nombre,Nombre,0,0,0,,,
3193,Código|codcontacto|100;Nombre|nombre|300,codcontacto,"select codcontacto, nombre from [[instancia]advabousu[empresa]].dbo.contacto",nombre,Nombre,0,0,0,,,
3195,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM combovalores WHERE tabla LIKE 'clientes' AND campo LIKE 'NaturJuridica'",valor,Valor,1,1,0,,,
3196,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM combovalores WHERE tabla LIKE 'clientespotenciales' AND campo LIKE 'NaturJuridica'",valor,Valor,1,1,0,,,
3197,Código|codcontacto|100;Nombre|nombre|300,codcontacto,"select codcontacto, nombre from [[instancia]advabousu[empresa]].dbo.contacto",nombre,Nombre,0,0,0,,,
3199,Código|codcontacto|100;Nombre|nombre|300,codcontacto,"select codcontacto, nombre from [[instancia]advabousu[empresa]].dbo.contacto",nombre,Nombre,0,0,0,,,
3201,Código|codcontacto|100;Nombre|nombre|300,codcontacto,"select codcontacto, nombre from [[instancia]advabousu[empresa]].dbo.contacto",nombre,Nombre,0,0,0,,,
3203,Código|codcontacto|100;Nombre|nombre|300,codcontacto,"select codcontacto, nombre from [[instancia]advabousu[empresa]].dbo.contacto",nombre,Nombre,0,0,0,,,
3214,Valor|valor|300,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'financiadores' AND campo LIKE 'origen'",valor,Valor,0,0,0,,,
3215,Valor|valor|300,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'financiadores' AND campo LIKE 'zona'",valor,Valor,0,0,0,,,
3216,Valor|valor|300,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'financiadores' AND campo LIKE 'empresa'",valor,Valor,0,0,0,,,
3217,Valor|valor|300,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'financiadores' AND campo LIKE 'departamento'",valor,Valor,0,0,0,,,
3218,Valor|valor|300,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'financiadores' AND campo LIKE 'cargo'",valor,Valor,0,0,0,,,
3220,Valor|valor|300,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'financiadores' AND campo LIKE 'sector'",valor,Valor,0,0,0,,,
3232,Valor|valor|300,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'financiadores' AND campo LIKE 'campo5'",valor,Valor,0,0,0,,,
3233,Valor|valor|300,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'financiadores' AND campo LIKE 'campo6'",valor,Valor,0,0,0,,,
3238,Valor|valor|300,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'financiadores' AND campo LIKE 'campo11'",valor,Valor,0,0,0,,,
3239,Valor|valor|300,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'financiadores' AND campo LIKE 'campo12'",valor,Valor,0,0,0,,,
3240,Valor|valor|300,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'financiadores' AND campo LIKE 'campo13'",valor,Valor,0,0,0,,,
3241,Valor|valor|300,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'financiadores' AND campo LIKE 'campo14'",valor,Valor,0,0,0,,,
3242,Valor|valor|300,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'financiadores' AND campo LIKE 'campo15'",valor,Valor,0,0,0,,,
3243,Valor|valor|300,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'financiadores' AND campo LIKE 'campo16'",valor,Valor,0,0,0,,,
3244,Valor|valor|300,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'financiadores' AND campo LIKE 'campo17'",valor,Valor,0,0,0,,,
3245,Valor|valor|300,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'financiadores' AND campo LIKE 'campo18'",valor,Valor,0,0,0,,,
3256,Valor|valor|300,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'financiadores' AND campo LIKE 'Perso83'",valor,Valor,0,0,0,,,
3257,Valor|valor|300,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'financiadores' AND campo LIKE 'Perso84'",valor,Valor,0,0,0,,,
3258,Valor|valor|300,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'financiadores' AND campo LIKE 'Perso85'",valor,Valor,0,0,0,,,
3259,Valor|valor|300,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'financiadores' AND campo LIKE 'Perso86'",valor,Valor,0,0,0,,,
3260,Valor|valor|300,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'financiadores' AND campo LIKE 'Perso87'",valor,Valor,0,0,0,,,
3261,Valor|valor|300,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'financiadores' AND campo LIKE 'Perso88'",valor,Valor,0,0,0,,,
3276,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM combovalores WHERE tabla LIKE 'proveedores' AND campo LIKE 'NaturJuridica'",valor,Valor,1,1,0,,,
3282,Valor|valor|200;Código|codigo|200,codigo,"select valor,codigo from (select 'Sí', 1 union select 'No', 0) AS Valores(valor, codigo)",valor,Valor,1,1,0,,,
3324,Valor|valor|100,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'prevcobros' AND campo LIKE 'cbocampo5'",Valor,valor,0,0,0,,,
3325,Valor|valor|100,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'prevcobros' AND campo LIKE 'cbocampo6'",Valor,valor,0,0,0,,,
3326,Valor|valor|100,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'prevcobros' AND campo LIKE 'cbocampo7'",Valor,valor,0,0,0,,,
3327,Valor|valor|100,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'prevcobros' AND campo LIKE 'cbocampo8'",Valor,valor,0,0,0,,,
3362,código|icodsubusu|100;nombre|nombre|300,icodsubusu,"select  icodsubusu, nombre, estadocli, 0 as MARCA  from(
select icodsubusu, nombre, estadocli from [[instancia]advabousu[empresa]].dbo.subusu  
left join [[instancia]advabousu[empresa]].dbo.clientes c on subusu.icodsubusu = c.codsubusu and c.tipobd = 1
union all
select 0 as icodsubusu, '/**ususupervisor**/' as nombre, 'Alta' as estadocli) T",nombre,nombre,0,0,1,,,
3370,Código|id|100;Nombre|sdescripcion|300,id,"select id, sdescripcion from [[instancia]advabousu[empresa]].dbo.centrospredef [MARCAW]",sdescripcion,Centro,0,0,0,icodcli IN (select icodcli from centrosclientes where idCentro in({0}))&,,
3371,Código|id|100;Nombre|sdescripcion|300,id,"select id, sdescripcion from [[instancia]advabousu[empresa]].dbo.centrospredef [MARCAW]",sdescripcion,Centro,0,0,0,icodcli IN (select icodcli from centrosclientes where idCentro in({0}))&,,
3372,Código|id|100;Nombre|sdescripcion|300,id,"select id, sdescripcion from [[instancia]advabousu[empresa]].dbo.centrospredef",sdescripcion,Centro,0,0,0,icodcli IN (select icodcli from centrosclientes where idCentro in({0}))&,,
3373,Código|id|100;Nombre|sdescripcion|300,id,"select id, sdescripcion from [[instancia]advabousu[empresa]].dbo.centrospredef",sdescripcion,Centro,0,0,0,icodcli IN (select icodcli from centrosclientes where idCentro in({0}))&,,
3374,Código|id|100;Nombre|sdescripcion|300,id,"select id, sdescripcion from [[instancia]advabousu[empresa]].dbo.centrospredef [MARCAW]",sdescripcion,Centro,0,0,0,icodcli IN (select icodcli from centrosclientes where idCentro in({0}))&,,
3375,Código|id|100;Nombre|sdescripcion|300,id,"select id, sdescripcion from [[instancia]advabousu[empresa]].dbo.centrospredef [MARCAW]",sdescripcion,Centro,0,0,0,icodcli IN (select icodcli from centrosclientes where idCentro in({0}))&,,
3376,Código|id|100;Nombre|sdescripcion|300,id,"select id, sdescripcion from [[instancia]advabousu[empresa]].dbo.centrospredef",sdescripcion,Centro,0,0,0,icodcli IN (select icodcli from centrosclientes where idCentro in({0}))&,,
3377,Código|id|100;Nombre|sdescripcion|300,id,"select id, sdescripcion from [[instancia]advabousu[empresa]].dbo.centrospredef",sdescripcion,Centro,0,0,0,icodcli IN (select icodcli from centrosclientes where idCentro in({0}))&,,
3378,Código|id|100;Nombre|sdescripcion|300,id,"select id, sdescripcion from [[instancia]advabousu[empresa]].dbo.centrospredef",sdescripcion,Centro,0,0,0,icodcli IN (select icodcli from centrosclientes where idCentro in({0}))&,,
3380,Código|id|100;Nombre|sdescripcion|300,id,"select id, sdescripcion from [[instancia]advabousu[empresa]].dbo.centrospredef [MARCAW]",sdescripcion,Centro,0,0,0,icodcli IN (select icodcli from centrosclientes where idCentro in({0}))&,,
3381,Código|id|100;Nombre|sdescripcion|300,id,"select id, sdescripcion from [[instancia]advabousu[empresa]].dbo.centrospredef",sdescripcion,Centro,0,0,0,icodcli IN (select icodcli from centrosclientes where idCentro in({0}))&,,
3400,Nombre|snombrecli|300,icodcli,"select icodcli, codigo, snombrecli, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 9",snombrecli|codigo,Nombre|Código,,,,,,
