numcta,descripcion,nif,numerolargo,domicilio,poblacion,provincia,codpostal,nacionalidad,telefono1,telefono2,telefono3,fax,movil,email,pagweb,cuentabanco,notas,idiva,claseiva,recargo,igic,idirpf,tipoirpf,IBAN,idmotivoexento,idmotivonoexento,EsServicio,EsBC,EsBI,EsExento,EsNoExento,vigente,pais,idmotivonosujeto,EsNoSujeto,cuentaregul,area,IPSI
5524000000,Cuenta corriente con empresas asociadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5525000000,Cuenta corriente con otras partes vinculadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
553,Cuentas corrientes en fusiones y escisiones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5530000000,Socios de sociedad disuelta,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5531000000,"Socios, cuenta de fusión",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5532000000,Socios de sociedad escindida,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5533000000,"Socios, cuenta de escisión",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5540000000,Cuenta corriente con uniones temporales de empresas y comunidades de bienes,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5550000000,Partidas pendientes de aplicación,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5560000000,Desembolsos exigidos sobre participaciones en el patrimonio neto,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5563000000,"Desembolsos exigidos sobre participaciones, empresas del grupo",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5564000000,"Desembolsos exigidos sobre participaciones, empresas asociadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5565000000,"Desembolsos exigidos sobre participaciones, otras partes vinculadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5566000000,Desembolsos exigidos sobre participaciones de otras empresas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5570000000,Dividendo activo a cuenta,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
558,Socios por desembolsos exigidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5580000000,Socios por desembolsos exigidos sobre acciones o participaciones ordinarias,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5585000000,Socios por desembolsos exigidos sobre acciones o participaciones consideradas como pasivos financieros,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
559,Derivados financieros a corto plazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5590000000,"Activos por derivados financieros a corto plazo, cartera de negociación",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5593000000,"Activos por derivados financieros a corto plazo, instrumentos de cobertura",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5595000000,"Pasivos por derivados financieros a corto plazo, cartera de negociación",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5598000000,"Pasivos por derivados financieros a corto plazo, instrumentos de cobertura",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5600000000,Fianzas recibidas a corto plazo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
561,Depósitos recibidos a corto plazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5610000000,PROVISIONES/SUPLIDOS,,T,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,True,,,,,,
5650000000,Fianzas constituidas a corto plazo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5660000000,Depósitos constituidos a corto plazo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5670000000,Intereses pagados por anticipado,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5680000000,Intereses cobrados por anticipado,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5690000000,Garantías financieras a corto plazo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
570,"Caja,euros",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5700000000,CAJA,,T,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,True,,,,,,
5710000000,"Caja, moneda extranjera",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5720000000,"Bancos e instituciones de crédito c/c vista, euros",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5730000000,"Bancos e instituciones de crédito c/c vista, moneda extranjera",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5740000000,"Bancos e instituciones de crédito, cuentas de ahorro, euros",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5750000000,"Bancos e instituciones de crédito, cuentas de ahorro, moneda extranjera",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5760000000,Inversiones a corto plazo de gran liquidez,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5800000000,Inmovilizado,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5810000000,Inversiones con personas y entidades vinculadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5820000000,Inversiones financieras,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5830000000,"Existencias, deudores comerciales y otras cuentas a cobrar",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5840000000,Otros activos,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5850000000,Provisiones,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5860000000,Deudas con características especiales,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5870000000,Deudas con personas y entidades vinculadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5880000000,Acreedores comerciales y otras cuentas a pagar,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5890000000,Otros pasivos,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5930000000,Deterioro de valor de participaciones a corto plazo en partes vinculadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5933000000,Deterioro de valor de participaciones a corto plazo en empresas del grupo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5934000000,Deterioro de valor de participaciones a corto plazo en empresas asociadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5940000000,Deterioro de valor de valores representativos de deuda a corto plazo de partes vinculadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5943000000,Deterioro de valor de valores representativos de deuda a corto plazo de empresas del grupo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5944000000,Deterioro de valor de valores representativos de deuda a corto plazo de empresas asociadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5945000000,Deterioro de valor de valores representativos de deuda a corto plazo de otras partes vinculadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5950000000,Deterioro de valor de créditos a corto plazo a partes vinculadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5953000000,Deterioro de valor de créditos a corto plazo a empresas del grupo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5954000000,Deterioro de valor de créditos a corto plazo a empresas asociadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5955000000,Deterioro de valor de créditos a corto plazo a otras partes vinculadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5970000000,Deterioro de valor de valores representativos de deuda a corto plazo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5980000000,Deterioro de valor de créditos a corto plazo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
599,Deterioro de valor de activos no corrientes mantenidos para la venta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5990000000,Deterioro de valor de inmovilizado no corriente mantenido para la venta,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5991000000,Deterioro de valor de inversiones con personas y entidades vinculadas no corrientes mantenidas para la venta,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5992000000,Deterioro de valor de inversiones financieras no corrientes mantenidas para la venta,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5993000000,"Deterioro de valor de existencias, deudores comerciales y otras cuentas a cobrar integrados en un grupo enajenable mantenido para la venta",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5994000000,Deterioro de valor de otros activos mantenidos para la venta,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
600,Compras de mercaderías,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6000000000,Compras de mercaderías,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6010000000,Compras de materias primas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6020000000,Compras  de otros aprovisionamientos,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
606,Descuentos sobre compras por pronto pago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6060000000,Descuentos sobre compras por pronto pago de mercaderías,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6061000000,Descuentos sobre compras por pronto pago de materias primas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6062000000,Descuentos sobre compras por pronto pago de otros aprovisionamientos,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6070000000,Trabajos realizados por otras empresas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
608,Devoluciones de compras y operaciones similares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6080000000,Devoluciones de compras de mercaderías,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6081000000,Devoluciones de compras de materias primas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6082000000,Devoluciones de compras de otros aprovisionamientos,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
609,"Rappels""  por  compras""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6090000000,"Rappels"" por compras de mercaderías""",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6091000000,"Rappels"" por compras de materias primas""",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6092000000,"Rappels"" por compras de otros aprovisionamientos""",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6100000000,Variación de existencias de mercaderías,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6110000000,Variación de existencias de materias primas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6120000000,Variación de existencias de otros aprovisionamientos,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6200000000,Gastos en investigación y desarrollo del ejercicio,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6210000000,Arrendamientos y cánones,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6220000000,Reparaciones y conservación,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6230000000,Servicios de profesionales independientes,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6240000000,Transportes,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6250000000,Primas de seguros,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6260000000,Servicios bancarios y similares,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6270000000,"Publicidad, propaganda y relaciones públicas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6280000000,Suministros,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
629,Otros servicios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6290000000,Otros servicios,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
630,Impuesto sobre beneficios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6300000000,Impuesto corriente,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6301000000,Impuesto diferido,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6310000000,Otros tributos,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6330000000,Ajustes negativos en la imposición sobre beneficios,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6340000000,Ajustes negativos en la imposición indirecta,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6341000000,Ajustes negativos en IVA de activo corriente,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6342000000,Ajustes negativos en IVA de inversiones,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6360000000,Devolución de impuestos,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6380000000,Ajustes positivos en la imposición sobre beneficios,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6390000000,Ajustes positivos en la imposición indirecta,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6391000000,Ajustes positivos en IVA de activo corriente,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6392000000,Ajustes positivos en IVA de inversiones,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6400000000,Sueldos y salarios,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6410000000,Indemnizaciones,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6420000000,Seguridad social a cargo de la empresa,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6430000000,Retribuciones a largo plazo mediante sistemas de aportación definida,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
644,Retribuciones a largo plazo mediante sistemas de prestación definida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6440000000,Contribuciones anuales,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6442000000,Otros costes,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
645,Retribuciones al personal mediante instrumentos de patrimonio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6450000000,Retribuciones al personal liquidados con instrumentos de patrimonio,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6457000000,Retribuciones al personal liquidados en efectivo basado en instrumentos de patrimonio,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6490000000,Otros gastos sociales,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6500000000,Pérdidas de créditos comerciales incobrables,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
651,Resultados de operaciones en común,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6510000000,Beneficio transferido (gestor),,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6511000000,Pérdida soportada  (partícipe o asociado no gestor),,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6590000000,Otras pérdidas en gestión corriente,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6600000000,Gastos financieros por actualización de provisiones,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
661,Intereses de obligaciones y bonos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6610000000,"Intereses de obligaciones y bonos a largo plazo, empresas del grupo",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6611000000,"Intereses de obligaciones y bonos a largo plazo, empresas asociadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6612000000,"Intereses de obligaciones y bonos a largo plazo, otras partes vinculadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6613000000,"Intereses de obligaciones y bonos a largo plazo,  otras empresas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6615000000,"Intereses de obligaciones y bonos a corto plazo, empresas del grupo",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6616000000,"Intereses de obligaciones y bonos a corto plazo,  empresas asociadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6617000000,"Intereses de obligaciones y bonos a corto plazo,  otras partes vinculadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6618000000,"Intereses de obligaciones y bonos a corto plazo, otras empresas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
662,Intereses de deudas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6620000000,"Intereses de deudas , empresas del grupo",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6621000000,"Intereses de deudas, empresas asociadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6622000000,"Intereses de deudas, otras partes vinculadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6623000000,Intereses de deudas con entidades de crédito,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6624000000,"Intereses de deudas, otras empresas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
663,Pérdidas por valoración de instrumentos financieros por su valor razonable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6630000000,Pérdidas de cartera de negociación,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6631000000,Pérdidas de designados por la empresa,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6632000000,Pérdidas de disponibles para la venta,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6633000000,Pérdidas de instrumentos de cobertura,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
664,Dividendos de acciones o participaciones consideradas como pasivos financieros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6640000000,"Dividendos de pasivos, empresas del grupo",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6641000000,"Dividendos de pasivos, empresas asociadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6642000000,"Dividendos de pasivos, otras partes vinculadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6643000000,"Dividendos de pasivos, otras empresas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
665,"Intereses por descuento de efectos y operaciones de factoring""""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6650000000,Intereses por descuento de efectos en entidades de crédito del grupo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6651000000,Intereses por descuento de efectos en entidades de crédito asociadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6652000000,Intereses por descuento de efectos en otras entidades de crédito vinculadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6653000000,Intereses por descuento de efectos en otras entidades de crédito,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6654000000,"Intereses por operaciones de factoring"" con entidades de crédito del grupo""",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6655000000,"Intereses por operaciones de factoring"" con entidades de crédito asociadas""",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6656000000,"Intereses por operaciones de factoring"" con otras entidades de crédito vinculadas""",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6657000000,"Intereses por operaciones de factoring"" con otras entidades de crédito""",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
666,Pérdidas en participaciones y  valores representativos de deuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6660000000,"Pérdidas en participaciones y valores representativos de deuda a largo plazo, empresas del grupo",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6661000000,"Pérdidas en participaciones y valores representativos de deuda a largo plazo, empresas asociadas.",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6662000000,"Pérdidas en participaciones y valores representativos de deuda a largo plazo, otras partes vinculadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6663000000,"Pérdidas en participaciones y valores representativos de deuda a largo plazo, otras empresas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6665000000,"Pérdidas en participaciones y valores representativos de deuda a corto plazo, empresas del grupo",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6666000000,"Pérdidas en participaciones y valores representativos de deuda a corto plazo, empresas asociadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6667000000,"Pérdidas en participaciones y valores representativos de deuda a corto plazo, otras partes vinculadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6668000000,"Pérdidas en participaciones y valores representativos de deuda a corto plazo,  otras empresas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
667,Pérdidas de créditos no comerciales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6670000000,"Pérdidas de créditos a largo plazo, empresas del grupo",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6671000000,"Pérdidas de créditos a largo plazo, empresas asociadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6672000000,"Pérdidas de créditos a largo plazo, otras  partes vinculadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6673000000,"Pérdidas de créditos a largo plazo,  otras empresas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6675000000,"Pérdidas de créditos a corto plazo, empresas del grupo",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6676000000,"Pérdidas de créditos a corto plazo, empresas asociadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6677000000,"Pérdidas de créditos a corto plazo, otras partes vinculadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6678000000,"Pérdidas de créditos a corto plazo,  otras empresas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6680000000,Diferencias negativas de cambio,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6690000000,Otros gastos financieros,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6700000000,Pérdidas procedentes del inmovilizado intangible,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6710000000,Pérdidas procedentes del inmovilizado material,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6720000000,Pérdidas procedentes de las inversiones inmobiliarias,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6730000000,Pérdidas procedentes de participaciones a largo plazo en partes vinculadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6733000000,"Pérdidas procedentes de participaciones a largo plazo, empresas del grupo",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6734000000,"Pérdidas procedentes de participaciones a largo plazo, empresas asociadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6735000000,"Pérdidas procedentes de participaciones a largo plazo, otras partes vinculadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6750000000,Pérdidas por operaciones con obligaciones propias,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6780000000,Gastos excepcionales,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6800000000,Amortización del inmovilizado intangible,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6810000000,Amortización del inmovilizado material,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6820000000,Amortización de las inversiones inmobiliarias,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6900000000,Pérdidas por deterioro del inmovilizado intangible,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6910000000,Pérdidas por deterioro del inmovilizado material,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6920000000,Pérdidas por deterioro de las inversiones inmobiliarias,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
693,Pérdidas por deterioro de existencias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6930000000,Pérdidas por deterioro de productos terminados y en curso de fabricación,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6931000000,Pérdidas por deterioro de mercaderías,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6932000000,Pérdidas por deterioro de materias primas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6933000000,Pérdidas por deterioro de otros aprovisionamientos,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6940000000,Pérdidas por deterioro de créditos por operaciones comerciales,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6950000000,Dotación a la provisión por operaciones comerciales,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6954000000,Dotación a la provisión por contratos onerosos,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6959000000,Dotación a la provisión para otras operaciones comerciales,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
696,Pérdidas por deterioro de participaciones y valores representativos de deuda a largo plazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6960000000,"Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a largo plazo, empresas del grupo",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6961000000,"Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a largo plazo, empresas asociadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6962000000,"Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a largo plazo, otras partes vinculadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6963000000,"Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a largo plazo, otras empresas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
