icodcli,codcliente,codtercero,recargabonos,backcolor,codmutua,numero,tipoalerta,CNAE,fechacaducidadNET,fechaCapSocial,codcontacto,dpto,idtipofichero,presidente,secretario,clasejunta,idGestorcuadroRendimiento,idComisionTipoOpor,idIndicadorDatoDeUso,modoComision,fijoComision,estadoAEAT,docPdteFirma,tieneCobrosPdte,snombretutor1,sniftutor1,stelefonotutor1,emailtutor1,facturartutor1,snombretutor2,sniftutor2,stelefonotutor2,emailtutor2,facturartutor2,idTarifa,creadoEl,diaCobro,nifcomunitario,ctaIrpfComision,ctasuplidos,ctacontrsuplidos,tipoId,escliface,codorganogestor,codunidadtramitadora,codoficinacontable,codorganoproponente,nomorganogestor,nomunidadtramitadora,nomoficinacontable,nomorganoproponente,rolorganogestor,rolunidadtramitadora,roloficinacontable,rolorganoproponente,mascotaraza,mascotaespecie,mascotavariedad,mascotanumero,mascotacaracter,mascotabozal,mascotaesteriliz,mascotacapa,mascotasexo,costeHoraDefecto,alertaOdontograma,paisTipoId,precio,operacion,descripcion,estadoLOPD,fijodiscontinuo,recursotipo,recursonumhabitacion,erte,nombrepral,ape1,ape2,recursoplanta,recursotipohabitacion,comComerciales,pasaporteMascota,numChapaRabia,municipio,tipogasto
1263,,,,,,1250,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:24.437000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
1264,,,,,,1251,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:24.850000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1265,,,,,,1252,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:25.387000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
1266,,,,,,1253,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:25.957000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1267,,,,,,1254,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:26.380000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1268,,,,,,1255,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:27.110000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1269,,,,,,1256,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:27.523000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1270,,,,,,1257,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:27.780000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1271,,,,,,1258,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:28.023000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1272,,,,,,1259,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:28.627000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1273,,,,,,1260,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:29.523000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1274,,,,,,1261,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:30.070000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1275,,,,,,1262,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:30.613000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1276,,,,,,1263,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:31.177000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1277,,,,,,1264,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:31.607000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1278,,,,,,1265,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:31.883000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
1279,,,,,,1266,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:32.597000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1280,,,,,,1267,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:33.343000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1281,,,,,,1268,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:33.927000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
1282,,,,,,1269,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:34.493000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1283,,,,,,1270,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:35.417000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
1284,,,,,,1271,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:35.980000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
1285,,,,,,1272,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:36.693000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1286,,,,,,1273,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:37.563000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1287,,,,,,1274,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:38.143000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
1288,,,,,,1275,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:38.720000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1289,,,,,,1276,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:39.310000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
1290,,,,,,1277,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:39.850000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291,,,,,,1278,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:40.257000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292,,,,,,1279,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:40.690000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1293,,,,16777215,,1280,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:41.287000,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hombre,,,,,,,,,,,,,,,,,,,,,
1294,,,,,,1281,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:41.853000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
1295,,,,,,1282,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:42.720000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1296,,,,,,1283,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:43.313000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1297,,,,,,1284,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:43.890000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1298,,,,,,1285,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:44.317000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1299,,,,,,1286,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:44.620000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1300,,,,,,1287,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:44.890000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301,,,,,,1288,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
1302,,,,,,1289,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:45.253000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1303,,,,,,1290,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:45.653000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1304,,,,,,1291,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:46.190000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
1305,,,,,,1292,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:46.613000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1306,,,,,,1293,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:47.007000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1307,,,,,,1294,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:47.143000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1308,,,,,,1295,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:47.570000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309,,,,,,1296,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:48.130000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1310,,,,,,1297,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:48.567000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311,,,,,,1298,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:48.833000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1312,,,,,,1299,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:48.943000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1313,,,,,,1300,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:49.510000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
1314,,,,,,1301,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:50.100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1315,,,,,,1302,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:50.210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1316,,,,,,1303,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:50.517000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
1317,,,,16777215,,1304,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:51.057000,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mujer,,,,,,,,,,,,,,,,,,,,,
1318,,,,,,1305,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:51.503000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
1319,,,,,,1306,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:52.100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
1320,,,,,,1307,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:52.697000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1321,,,,,,1308,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:52.977000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1322,,,,16777215,,1309,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:53.117000,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mujer,,,,,,,,,,,,,,,,,,,,,
1323,,,,,,1310,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:53.287000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1324,,,,,,1311,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:53.580000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1325,,,,,,1312,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:54.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
1326,,,,,,1313,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:55.027000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1327,,,,,,1314,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:55.573000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1328,,,,,,1315,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:56.297000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
1329,,,,,,1316,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:56.440000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1330,,,,,,1317,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:56.893000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331,,,,,,1318,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:57.443000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1332,,,,,,1319,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:57.853000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333,,,,,,1320,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:58.420000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1334,,,,,,1321,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:58.963000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1335,,,,,,1322,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:59.503000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,,,,,,1323,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:38:59.897000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
1337,,,,,,1324,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:00.190000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1338,,,,,,1325,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:00.913000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
1339,,,,,,1326,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:01.203000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1340,,,,,,1327,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:01.610000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
1341,,,,,,1328,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:02.177000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1342,,,,,,1329,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:02.620000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1343,,,,,,1330,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:03.220000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
1344,,,,,,1331,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:03.630000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1345,,,,,,1332,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:03.780000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
1346,,,,,,1333,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:04.350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
1347,,,,,,1334,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:04.947000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1348,,,,,,1335,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:05.533000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
1349,,,,,,1336,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:05.817000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
1350,,,,,,1337,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:06.107000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
1351,,,,,,1338,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:06.683000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1352,,,,,,1339,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:07.257000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1353,,,,,,1340,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:07.793000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
1354,,,,,,1341,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:08.377000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1355,,,,,,1342,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:08.953000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
1356,,,,,,1343,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:09.383000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1357,,,,,,1344,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:09.957000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1358,,,,,,1345,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:10.403000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1359,,,,,,1346,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:10.953000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1360,,,,,,1347,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:11.530000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
1361,,,,,,1348,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:12.127000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1362,,,,,,1349,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:12.843000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1363,,,,,,1350,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:13.557000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1364,,,,,,1351,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:14.087000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1365,,,,,,1352,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:14.513000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
1366,,,,,,1353,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:14.810000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1367,,,,,,1354,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:14.953000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1368,,,,,,1355,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:15.383000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1369,,,,,,1356,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:15.817000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1370,,,,,,1357,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:16.397000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1371,,,,,,1358,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:16.933000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372,,,,,,1359,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:17.333000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1373,,,,,,1360,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:17.937000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1374,,,,,,1361,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:18.337000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
1375,,,,,,1362,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:18.740000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1376,,,,,,1363,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:19.293000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1377,,,,,,1364,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:19.843000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
1378,,,,,,1365,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:20.233000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1379,,,,,,1366,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:20.650000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380,,,,,,1367,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:21.060000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1381,,,,,,1368,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:21.170000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1382,,,,,,1369,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:21.743000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383,,,,,,1370,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:22.143000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
1384,,,,,,1371,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:22.727000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1385,,,,,,1372,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:23.003000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
