numcta,descripcion,nif,numerolargo,domicilio,poblacion,provincia,codpostal,nacionalidad,telefono1,telefono2,telefono3,fax,movil,email,pagweb,cuentabanco,notas,idiva,claseiva,recargo,igic,idirpf,tipoirpf,IBAN,idmotivoexento,idmotivonoexento,EsServicio,EsBC,EsBI,EsExento,EsNoExento,vigente,pais,idmotivonosujeto,EsNoSujeto,cuentaregul,area,IPSI
460,Anticipos de remuneraciones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4600000000,Anticipos de remuneraciones,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
465,Remuneraciones pendientes de pago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4650000000,Remuneraciones pendientes de pago,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4650000001,EMPLEADO. RAQUEL LOPEZ,32555555-K,T,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,True,,,,,,
466,Remuneraciones mediante sistemas de aportacion definida pendientes de pago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4660000000,Remuneraciones mediante sistemas de aportacion definida pendientes de pago,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
470,"Hacienda Pública, deudora por diversos conceptos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4700000000,"Hacienda Pública, deudora por IVA",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4708000000,"Hacienda Pública, deudora por subvenciones concedidas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4709000000,"Hacienda Pública, deudora por devolución de impuestos",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
471,"Organismos de la Seguridad Social, deudores",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4710000000,"Organismos de la Seguridad Social, deudores",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
472,"Hacienda Pública, IVA soportado",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4720000000,"Hacienda Pública, IVA soportado",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4720000001,IVA SOPORTADO AL 16%,,T,,,,,,,,,,,,,,,1,,False,False,,,,,,,,,,,True,,,,,,
4720000002,IVA SOPORTADO AL 7%,,T,,,,,,,,,,,,,,,2,,False,False,,,,,,,,,,,True,,,,,,
4720000003,IVA SOPORTADO AL 4%,,T,,,,,,,,,,,,,,,3,1,False,False,,,,,,1,0,0,0,0,True,ES,,1,,,
4720000004,IVA SOPORTADO AL 16% CON RECARGO DEL 4%,,T,,,,,,,,,,,,,,,1,,True,False,,,,,,,,,,,True,,,,,,
4720000005,IVA SOPORTADO AL 7% CON RECARGO DEL 1%,,T,,,,,,,,,,,,,,,2,,True,False,,,,,,,,,,,True,,,,,,
4720000006,"IVA SOPORTADO AL 4% CON RECARGO DEL 0,5%",,T,,,,,,,,,,,,,,,3,,True,False,,,,,,,,,,,True,,,,,,
4720000007,I.V.A. SOPORTADO 0,,T,,,,,,,,,,,,,,,0,1,False,False,,,,,,1,0,0,0,0,True,ES,,1,,,
4720000008,IVA SOPORTADO AL 8%,,T,,,,,,,,,,,,,,,8,1,False,False,,,,,,,,,,,True,,,,,,
4720000010,IVA SOPORTADO AL 10%,,T,,,,,,,,,,,,,,,10,1,False,False,,,,,,1,0,0,0,0,True,ES,,1,,,
4720000018,IVA SOPORTADO AL 18%,,T,,,,,,,,,,,,,,,7,1,False,False,,,,,,,,,,,True,,,,,,
4720000021,IVA SOPORTADO AL 21%,,T,,,,,,,,,,,,,,,9,1,False,False,,,,,,1,0,0,0,0,True,ES,,1,,,
4720000101,I.G.I.C. 13%,,T,,,,,,,,,,,,,,,4,,False,True,,,,,,,,,,,True,,,,,,
4720000102,I.G.I.C. 5%,,T,,,,,,,,,,,,,,,5,,False,True,,,,,,,,,,,True,,,,,,
4720000103,I.G.I.C. 2%,,T,,,,,,,,,,,,,,,6,,False,True,,,,,,,,,,,True,,,,,,
473,"Hacienda Pública, retenciones y pagos a cuenta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4730000000,"Hacienda Pública, retenciones y pagos a cuenta",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4730000015,I.R.P.F. PROFESIONALES AL 15%,,T,,,,,,,,,,,,,,,,,False,False,1,3,,,,,,,,,True,ES,,,,,
4730000019,I.R.P.F. PROFESIONALES AL 19%,,T,,,,,,,,,,,,,,,,,False,False,8,3,,,,,,,,,True,ES,,,,,
4730000020,I.R.P.F. ALQUILERES AL 19%,,T,,,,,,,,,,,,,,,,,False,False,8,2,,,,,,,,,True,ES,,,,,
4730000021,I.R.P.F. VENTAS AL 21%,,T,,,,,,,,,,,,,,,,,False,False,7,0,,,,,,,,,True,,,,,,
474,Activos por impuesto diferido,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4740000000,Activos por diferencias temporarias  deducibles,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4742000000,Derechos por deducciones y bonificaciones pendientes de aplicar,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4745000000,Crédito por pérdidas a compensar del ejercicio,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
475,"Hacienda Pública, acreedora  por conceptos fiscales",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4750000000,"Hacienda Pública, acreedora por IVA",,T,,,,,,,,,,,,,,,,,False,False,1,2,,,,,,,,,True,,,,,,
4750000003,RETENCIONES DE TRABAJADORES,,T,,,,,,,,,,,,,,,,,False,False,1,1,,,,,,,,,True,ES,,,,,
4750000019,I.R.P.F. PROFESIONALES AL 19%,,T,,,,,,,,,,,,,,,,,False,False,8,3,,,,,,,,,True,ES,,,,,
4750000020,I.R.P.F. ALQUILERES AL 19%,,T,,,,,,,,,,,,,,,,,False,False,8,2,,,,,,,,,True,ES,,,,,
4750000021,I.R.P.F. ALQULERES AL 21%,,T,,,,,,,,,,,,,,,,,False,False,7,2,,,,,,,,,True,,,,,,
4750000022,I.R.P.F. PROFESIONALES AL 15%,,T,,,,,,,,,,,,,,,,,False,False,1,3,,,,,,,,,True,ES,,,,,
4751000000,"Hacienda Pública, acreedora por retenciones practicadas",,T,,,,,,,,,,,,,,,,,False,False,1,3,,,,,,,,,True,,,,,,
4752000000,"Hacienda Pública, acreedora por impuesto sobre sociedades",,T,,,,,,,,,,,,,,,,,False,False,1,3,,,,,,,,,True,,,,,,
4758000000,"Hacienda Pública, acreedora por subvenciones a reintegrar",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
476,"Organismos de la Seguridad Social, acreedores",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4760000000,"Organismos de la Seguridad Social, acreedores",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
477,"Hacienda Pública, IVA repercutido",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4770000000,"Hacienda Pública, IVA repercutido",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4770000003,IVA REPERCUTIDO AL 4%,,T,,,,,,,,,,,,,,,3,8,False,False,,,,,1,1,0,0,0,1,True,ES,,0,,,
4770000005,IVA REPERCUTIDO AL 5%,,T,,,,,,,,,,,,,,,11,8,False,False,,,,,1,1,0,0,0,1,True,ES,,0,False,,
4770000007,IVA REPERCUTIDO 0,,T,,,,,,,,,,,,,,,0,8,False,False,,,,,1,1,0,0,0,1,True,ES,,0,,,
4770000012,IVA REPERCUTIDO AL 10%,,T,,,,,,,,,,,,,,,10,8,False,False,,,,,,1,0,0,0,1,True,ES,,0,,,
4770000021,IVA REPERCUTIDO AL 21%,,T,,,,,,,,,,,,,,,9,8,False,False,,,,,,1,0,0,0,1,True,ES,,0,,,
4770000101,I.G.I.C. 3%,,T,,,,,,,,,,,,,,,12,,False,True,,,,,1,1,0,0,0,1,True,ES,,0,False,,
4770000102,I.G.I.C. 6.5%,,T,,,,,,,,,,,,,,,13,,False,True,,,,,1,1,0,0,0,1,True,ES,,1,False,,
4770000103,I.G.I.C. 15%,,T,,,,,,,,,,,,,,,14,,False,True,,,,,1,1,0,0,0,1,True,ES,,0,False,,
479,Pasivos por diferencias temporarias imponibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4790000000,Pasivos por diferencias temporarias imponibles,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
480,Gastos anticipados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4800000000,Gastos anticipados,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
485,Ingresos anticipados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4850000000,Ingresos anticipados,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
490,Deterioro de valor de créditos por operaciones comerciales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4900000000,Deterioro de valor de créditos por operaciones comerciales,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
493,Deterioro de valor de créditos por operaciones comerciales con partes vinculadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4930000000,Deterioro de valor de créditos por operaciones comerciales con partes vinculadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4933000000,Deterioro de valor de créditos por operaciones comerciales con empresas del grupo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4934000000,Deterioro de valor de créditos por operaciones comerciales con empresas asociadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4935000000,Deterioro de valor de créditos por operaciones comerciales con otras partes vinculadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
499,Provisión para operaciones comerciales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4990000000,Provisión para operaciones comerciales,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4994000000,Provisión por contratos onerosos,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4999000000,Provisión para otras operaciones comerciales,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
500,Obligaciones y bonos a corto plazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5000000000,Obligaciones y bonos a corto plazo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
501,Obligaciones y bonos convertibles a corto plazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5010000000,Obligaciones y bonos convertibles a corto plazo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
502,Acciones o participaciones a corto plazo consideradas como pasivos financieros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5020000000,Acciones o participaciones a corto plazo consideradas como pasivos financieros,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
505,Deudas representadas en otros valores negociables a corto plazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5050000000,Deudas representadas en otros valores negociables a corto plazo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
506,Intereses a corto plazo de empréstitos y otras emisiones análogas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5060000000,Intereses a corto plazo de empréstitos y otras emisiones análogas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
507,Dividendos de acciones o participacione consideradas como pasivos financieros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5070000000,Dividendos de acciones o participacione consideradas como pasivos financieros,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
509,Valores negociables amortizados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5090000000,Obligaciones y bonos amortizados,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5091000000,Obligaciones y bonos convertibles amortizados,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5095000000,Otros valores negociables amortizados,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
510,Deudas a corto plazo con entidades de crédito vinculadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5100000000,Deudas a corto plazo con entidades de crédito vinculadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5103000000,"Deudas a corto plazo con entidades de crédito, empresas del grupo",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5104000000,"Deudas a corto plazo con entidades de crédito, empresas asociadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5105000000,Deudas a corto plazo con otras entidades de crédito vinculadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
511,"Proveedores de inmovilizado a corto plazo, partes vinculadas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5110000000,"Proveedores de inmovilizado a corto plazo, partes vinculadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5113000000,"Proveedores de inmovilizado a corto plazo, empresas del grupo",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5114000000,"Proveedores de inmovilizado a corto plazo, empresas asociadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5115000000,"Proveedores de inmovilizado a corto plazo, otras partes vinculadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
512,"Acreedores por arrendamiento financiero a corto plazo, partes vinculadas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5120000000,"Acreedores por arrendamiento financiero a corto plazo, partes vinculadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5123000000,"Acreedores por arrendamiento financiero a corto plazo, empresas del grupo",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5124000000,"Acreedores por arrendamiento financiero a corto plazo, empresas asociadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5125000000,"Acreedores por arrendamiento financiero a corto plazo, otras partes vinculadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
513,Otras deudas a corto plazo con partes vinculadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5130000000,Otras deudas a corto plazo con partes vinculadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5133000000,Otras deudas a corto plazo con empresas del grupo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5134000000,Otras deudas a corto plazo con empresas asociadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5135000000,Otras deudas a corto plazo con otras partes vinculadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
514,Intereses a corto plazo de deudas con partes vinculadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5140000000,Intereses a corto plazo de deudas con partes vinculadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5143000000,"Intereses a corto plazo de deudas, empresas del grupo",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5144000000,"Intereses a corto plazo de deudas, empresas asociadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5145000000,"Intereses a corto plazo de deudas ,otras partes vinculadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
520,Deudas a corto plazo con entidades de crédito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5200000000,Préstamos a corto plazo de entidades de crédito,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5201000000,Deudas a corto plazo por crédito dispuesto,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5208000000,Deudas por efectos descontados,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5209000000,"Deudas por operaciones de factoring""""",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
521,Deudas a corto plazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5210000000,Deudas a corto plazo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
522,"Deudas a corto plazo transformables en subvenciones, donaciones y legados",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5220000000,"Deudas a corto plazo transformables en subvenciones, donaciones y legados",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
523,Proveedores de inmovilizado a corto plazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5230000000,Proveedores de inmovilizado a corto plazo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
524,Acreedores por arrendamiento financiero a corto plazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5240000000,Acreedores por arrendamiento financiero a corto plazo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
525,Efectos a pagar a corto plazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5250000000,Efectos a pagar a corto plazo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
526,Dividendo activo a pagar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5260000000,Dividendo activo a pagar,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
527,Intereses a corto plazo de deudas con entidades de crédito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5270000000,Intereses a corto plazo de deudas con entidades de crédito,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
528,Intereses a corto plazo de deudas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5280000000,Intereses a corto plazo de deudas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
529,Provisiones a corto plazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5290000000,Provisión a corto plazo por retribuciones al personal,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5291000000,Provisión a corto plazo para impuestos,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5292000000,Provisión a corto plazo para otras responsabilidades,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5293000000,"Provisión a corto plazo por desmantelamiento, retiro o rehabilitación del inmovilizado",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5295000000,Provisión a corto plazo para actuaciones medioambientales,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5296000000,Provisión a corto plazo para reestructuraciones,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5297000000,Provisión a corto plazo por transacciones con pagos basados en instrumentos de patrimonio,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
530,Participaciones a corto plazo en  partes vinculadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5300000000,Participaciones a corto plazo en  partes vinculadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5303000000,"Participaciones a corto plazo, en empresas del grupo",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5304000000,"Participaciones a corto plazo, en empresas asociadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5305000000,"Participaciones a corto plazo, en otras partes vinculadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
531,Valores representativos de deuda a corto plazo de partes vinculadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5310000000,Valores representativos de deuda a corto plazo de partes vinculadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5313000000,Valores representativos de deuda a corto plazo de empresas del grupo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5314000000,Valores representativos de deuda a corto plazo de empresas asociadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5315000000,Valores representativos de deuda a corto plazo de otras partes vinculadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
532,Créditos a corto plazo a partes vinculadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5320000000,Créditos a corto plazo a partes vinculadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5323000000,Créditos a corto plazo a empresas del grupo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5324000000,Créditos a corto plazo a empresas asociadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5325000000,Créditos a corto plazo a otras partes vinculadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
533,Intereses a corto plazo de valores representativos de deuda de partes vinculadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5330000000,Intereses a corto plazo de valores representativos de deuda de partes vinculadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5333000000,Intereses  a corto plazo de valores representativos de deuda de empresas del grupo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5334000000,Intereses  a corto plazo de valores representativos de deuda de empresas asociadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5335000000,Intereses  a corto plazo de valores representativos de deuda de otras partes vinculadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
534,Intereses  a corto plazo de créditos a partes vinculadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5340000000,Intereses  a corto plazo de créditos a partes vinculadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5343000000,Intereses  a corto plazo de créditos a empresas del grupo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5344000000,Intereses  a corto plazo de créditos a empresas asociadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5345000000,Intereses  a corto plazo de créditos a otras partes vinculadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
535,Dividendo a cobrar de inversiones financieras en partes vinculadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5350000000,Dividendo a cobrar de inversiones financieras en partes vinculadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5353000000,Dividendo a cobrar de empresas de grupo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5354000000,Dividendo a cobrar de empresas asociadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5355000000,Dividendo a cobrar de otras partes vinculadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
539,Desembolsos pendientes sobre participaciones  a corto plazo en partes vinculadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5390000000,Desembolsos pendientes sobre participaciones  a corto plazo en partes vinculadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5393000000,Desembolsos pendientes sobre participaciones  a corto plazo en empresas del grupo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5394000000,Desembolsos pendientes sobre participaciones  a corto plazo en empresas asociadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5395000000,Desembolsos pendientes sobre participaciones  a corto plazo en otras partes vinculadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
540,Inversiones financieras a corto plazo en instrumentos de patrimonio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5400000000,Inversiones financieras a corto plazo en instrumentos de patrimonio,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
541,Valores representativos de deuda a corto plazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5410000000,Valores representativos de deuda a corto plazo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
542,Créditos a corto plazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5420000000,Créditos a corto plazo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
543,Créditos a corto plazo por enajenación de inmovilizado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5430000000,Créditos a corto plazo por enajenación de inmovilizado,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
544,Créditos a corto plazo al personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5440000000,Créditos a corto plazo al personal,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
545,Dividendo a cobrar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5450000000,Dividendo a cobrar,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
546,Intereses a corto plazo de valores representativos de deudas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5460000000,Intereses a corto plazo de valores representativos de deudas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
547,Intereses a corto plazo de créditos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5470000000,Intereses a corto plazo de créditos,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
548,Imposiciones a corto plazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5480000000,Imposiciones a corto plazo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
549,Desembolsos pendientes sobre participaciones en el patrimonio neto a corto plazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5490000000,Desembolsos pendientes sobre participaciones en el patrimonio neto a corto plazo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
550,Titular de la explotación,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5500000000,Titular de la explotación,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
551,Cuenta corriente con socios y administradores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5510000000,Cuenta corriente con socios y administradores,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
552,Cuenta corriente con otras personas y entidades vinculadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5520000000,Cuenta corriente con otras personas y entidades vinculadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5523000000,Cuenta corriente con empresas del grupo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5524000000,Cuenta corriente con empresas asociadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
