id,id_grupoconsulta,control,valor
2209,4,chkoporCampo13,0
2210,4,cboOporCampo13,
2211,4,chkoporCampo14,0
2212,4,cboOporCampo14,
2213,4,chkoporCampo15,0
2214,4,cboOporCampo15,
2215,4,chkoporCampo16,0
2216,4,cboOporCampo16,
2217,4,chkoporCampo17,0
2218,4,EdtOporCampo17,
2219,4,chkoporCampo18,0
2220,4,EdtOporCampo18,
2221,4,chkoporCampo19,0
2222,4,EdtoporCampo19,
2223,4,chkoporCampo20,0
2224,4,EdtoporCampo20,
2225,4,chkoporCampo21,0
2226,4,EdtoporCampo21,
2227,4,EdtOporCampoNum1Desde,
2228,4,EdtOporCampoNum1Hasta,
2229,4,EdtOporCampoNum2Desde,
2230,4,EdtOporCampoNum2Hasta,
2231,4,EdtOporCampoNum3Desde,
2232,4,EdtOporCampoNum3Hasta,
2233,4,EdtOporCampoNum4Desde,
2234,4,EdtOporCampoNum4Hasta,
2235,4,EdtOporCampoNum5Desde,
2236,4,EdtOporCampoNum5Hasta,
2237,4,EdtoporCampoFecha1Desde,01/01/1900
2238,4,EdtOporCampoFecha1Hasta,30/12/1899
2239,4,EdtOporCampoFecha2Desde,01/01/1900
2240,4,EdtOporCampoFecha2Hasta,30/12/1899
2241,4,EdtOporCampoFecha3Desde,01/01/1900
2242,4,EdtOporCampoFecha3Hasta,30/12/1899
2243,4,EdtOporCampoFecha4Desde,01/01/1900
2244,4,EdtOporCampoFecha4Hasta,30/12/1899
2245,4,EdtOporCampoFecha5Desde,01/01/1900
2246,4,EdtOporCampoFecha5Hasta,30/12/1899
2247,4,EdtOporCampoFecha6Desde,01/01/1900
2248,4,EdtOporCampoFecha6Hasta,30/12/1899
2249,4,EdtOporCampoFecha7Desde,01/01/1900
2250,4,EdtOporCampoFecha7Hasta,30/12/1899
2251,4,EdtOporCampoFecha8Desde,01/01/1900
2252,4,EdtOporCampoFecha8Hasta,30/12/1899
2253,4,ChkFechaEjer,0
2254,4,DateIniEjer,01/01/1900
2255,4,DateFinEjer,07/09/2009
2256,4,EdtDescripEjer,
2257,4,ChkDescripEjer,0
2258,4,ChkCliOrigen,0
2259,4,CboOrigen,
2260,4,ChkCliZona,0
2261,4,CboZona,
2262,4,ChkCliCargo,0
2263,4,CboCargo,
2264,4,ChkCliDepartamento,0
2265,4,CboDepartamento,
2266,4,ChkCliCampo21,0
2267,4,CboCampo21,
2268,4,ChkCliCampo22,0
2269,4,CboCampo22,
2270,4,ChkCliCampo23,0
2271,4,CboCampo23,
2272,4,ChkCliCampo24,0
2273,4,CboCampo24,
2274,4,ChkCliCampoFecha9,0
2275,4,DateFecha9Desde,30/12/1899
2276,4,DateFecha9Hasta,30/12/1899
2277,4,ChkCliCampoFecha10,0
2278,4,DateFecha10Desde,30/12/1899
2279,4,DateFecha10Hasta,30/12/1899
2280,4,ChkCliCampoFecha11,0
2281,4,DateFecha11Desde,30/12/1899
2282,4,DateFecha11Hasta,30/12/1899
2283,4,ChkCliCampoFecha12,0
2284,4,DateFecha12Desde,30/12/1899
2285,4,DateFecha12Hasta,30/12/1899
2286,4,SpinEmpleadosHasta,0
2287,4,SpinEmpleadosDesde,0
2288,4,EdtEmpresa,
2289,4,EdtSector,
2290,4,ChkClinumempleados,0
2291,4,ChkCliSector,0
2292,4,ChkCliEmpresa,0
2293,4,ChkNOTAS,0
2294,4,EdtNOTAS,
2295,4,ChkCONTACTO,0
2296,4,EdtCONTACTO,
2297,4,CheckCOL,0
2298,4,EditCOL,
2299,4,ChkTRAMITADOR,0
2300,4,EdtTRAMITADOR,
2301,4,DateDESDEFECHANAC,01/01/1900
2302,4,DateHASTAFECHANAC,07/09/2009
2303,4,ChkFECHANAC,0
2304,4,ChkFECHAPERMISO,0
2305,4,DateDESDEFECHAPERMISO,01/01/1900
2306,4,DateHASTAFECHAPERMISO,07/09/2009
2307,4,ChkNIE,0
2308,4,EdtNIE,
2309,4,ChkPASAPORTE,0
2310,4,EdtPASAPORTE,
2311,4,ChkTARJETA,0
2312,4,EdtTARJETA,
2313,4,ChkCampo1,0
2314,4,EditCampo1Exp,
2315,4,ChkCampo2,0
2316,4,EditCampo2Exp,
2317,4,ChkCampo3,0
2318,4,EditCampo3Exp,
2319,4,ChkCampo4,0
2320,4,EditCampo4Exp,
2321,4,ChkCampo5,0
2322,4,EditCampo5Exp,
2323,4,ChkCampo6,0
2324,4,EditCampo6Exp,
2325,4,ChkCampo7,0
2326,4,EditCampo7Exp,
2327,4,ChkCampo8,0
2328,4,EditCampo8Exp,
2329,4,ChkCampo9,0
2330,4,EditCampo9Exp,
2331,4,ChkCampo10,0
2332,4,EditCampo10Exp,
2333,4,ChkFecha1Exp,0
2334,4,DateEditFecha1IniExp,30/12/1899
2335,4,DateEditFecha1FinExp,30/12/1899
2336,4,ChkFecha2Exp,0
2337,4,DateEditFecha2IniExp,30/12/1899
2338,4,DateEditFecha2FinExp,30/12/1899
2339,4,ChkFecha3Exp,0
2340,4,DateEditFecha3IniExp,30/12/1899
2341,4,DateEditFecha3FinExp,30/12/1899
2342,4,ChkFecha4Exp,0
2343,4,DateEditFecha4IniExp,30/12/1899
2344,4,DateEditFecha4FinExp,30/12/1899
2345,4,ChkCampo11,0
2346,4,EditCampo11Exp,
2347,4,ChkCampo12,0
2348,4,EditCampo12Exp,
2349,4,ChkCampo13,0
2350,4,EditCampo13Exp,
2351,4,ChkCampo14,0
2352,4,EditCampo14Exp,
2353,4,ChkCampo15,0
2354,4,EditCampo15Exp,
2355,4,ChkCampo16,0
2356,4,EditCampo16Exp,
2357,4,ChkCampo17,0
2358,4,EditCampo17Exp,
2359,4,ChkCampo18,0
2360,4,EditCampo18Exp,
2361,4,ChkCampo19,0
2362,4,EditCampo19Exp,
2363,4,ChkCampo20,0
2364,4,EditCampo20Exp,
2365,4,ChkFecha5Exp,0
2366,4,DateEditFecha5IniExp,30/12/1899
2367,4,DateEditFecha5FinExp,30/12/1899
2368,4,ChkFecha6Exp,0
2369,4,DateEditFecha6IniExp,30/12/1899
2370,4,DateEditFecha6FinExp,30/12/1899
2371,4,ChkFecha7Exp,0
2372,4,DateEditFecha7IniExp,30/12/1899
2373,4,DateEditFecha7FinExp,30/12/1899
2374,4,ChkFecha8Exp,0
2375,4,DateEditFecha8IniExp,30/12/1899
2376,4,DateEditFecha8FinExp,30/12/1899
2377,4,EditNIF,
2378,4,CheckSubusu,0
2379,4,spinsubusu,0
2380,4,EditCodCliDESDE,
2381,4,ChkCodcli,0
2382,4,EditCodCLIHASTA,
2383,4,chkDir,0
2384,4,editDir,
2385,4,chkPob,0
2386,4,editPob,
2387,4,chkCP,0
2388,4,edtCPDESDE,
2389,4,chkProv,1
2390,4,editProv,madrid
2391,4,chkNac,0
2392,4,editNac,
2393,4,chkemail,0
2394,4,editemail,
2395,4,editweb,
2396,4,chkweb,0
2397,4,chkTel2,0
2398,4,editTel2,
2399,4,chkTel3,0
2400,4,editTel3,
2401,4,editmovil,
2402,4,chkMovil,0
2403,4,chkFax,0
2404,4,editfax,
2405,4,CheckFECHAALTA,0
2406,4,DateDESDEFECHAALTA,01/01/1900
2407,4,DateHASTAFECHAALTA,07/09/2009
2408,4,EdtCPHASTA,
2409,4,EdtCLIDESDE,
2410,4,EdtCLIHASTA,
2411,4,chkTipoFichero,0
2412,4,EditTipoFichero,
2413,5,CheckCLI,0
2414,5,EdtCLI,
2415,5,CheckTEL,0
2416,5,EditTEL,
2417,5,CheckNIF,0
2418,5,CheckCLI1PERSO3,0
2419,5,EditCLI1PERSO3,
2420,5,EditCLI1PERSO2,
2421,5,CheckCLI1PERSO2,0
2422,5,CheckCLI1PERSO1,0
2423,5,EditCLI1PERSO1,
2424,5,CheckCLI1PERSO4,0
2425,5,EditCLI1PERSO4,
2426,5,CheckCLI1PERSO5,0
2427,5,DatePERSO1,30/12/1899
2428,5,DatePERSO1hasta,30/12/1899
2429,5,CheckCLI2PERSO3,0
2430,5,EditCLI2PERSO3,
2431,5,EditCLI2PERSO2,
2432,5,CheckCLI2PERSO2,0
2433,5,CheckCLI2PERSO1,0
2434,5,EditCLI2PERSO1,
2435,5,CheckCLI2PERSO4,0
2436,5,EditCLI2PERSO4,
2437,5,CheckCLI2PERSO5,0
2438,5,DatePERSO2,30/12/1899
2439,5,DatePERSO2HASTA,30/12/1899
2440,5,CheckCLI3PERSO3,0
2441,5,EditCLI3PERSO3,
2442,5,EditCLI3PERSO2,
2443,5,CheckCLI3PERSO2,0
2444,5,CheckCLI3PERSO1,0
2445,5,EditCLI3PERSO1,
2446,5,CheckCLI3PERSO4,0
2447,5,EditCLI3PERSO4,
2448,5,CheckCLI3PERSO5,0
2449,5,DatePERSO3,30/12/1899
2450,5,DatePERSO3HASTA,30/12/1899
2451,5,CheckCLI4PERSO3,0
2452,5,EditCLI4PERSO3,
2453,5,EditCLI4PERSO2,
2454,5,CheckCLI4PERSO2,0
2455,5,CheckCLI4PERSO1,0
2456,5,EditCLI4PERSO1,
2457,5,CheckCLI4PERSO4,0
2458,5,EditCLI4PERSO4,
2459,5,CheckCLI4PERSO5,0
2460,5,DatePERSO4,30/12/1899
2461,5,DatePERSO4HASTA,30/12/1899
2462,5,CheckCLI5PERSO1,0
2463,5,EditCLI5PERSO1,
2464,5,CheckCLI5PERSO2,0
2465,5,EditCLI5PERSO2,
2466,5,CheckCLI5PERSO3,0
2467,5,EditCLI5PERSO3,
2468,5,CheckCLI5PERSO4,0
2469,5,EditCLI5PERSO4,
2470,5,CheckCLI5PERSO5,0
2471,5,DatePERSO5,30/12/1899
2472,5,DatePERSO5HASTA,30/12/1899
2473,5,CheckLOGIC1,0
2474,5,CheckPERSO1,0
2475,5,EditPERSO1,
2476,5,EditPERSO2,
2477,5,CheckPERSO2,0
2478,5,EditPERSO3,
2479,5,CheckPERSO3,0
2480,5,EditPERSO4,
2481,5,CheckPERSO4,0
2482,5,CheckLOGIC2,0
2483,5,CheckACTU,0
2484,5,EditACTU,
2485,5,CheckSUBACTU,0
2486,5,spinsubusuactu,0
2487,5,EditDescripcion2,
2488,5,chkDescripcion2,0
2489,5,ChkSinActu,0
2490,5,ChkConActu,1
2491,5,CheckFECHAACTU,0
2492,5,CboFECHA,Todas las Fechas
2493,5,DateDESDEACT,01/01/1900
2494,5,DateHASTAACT,07/09/2009
2495,5,chkActVenci,0
2496,5,chkActPend,0
2497,5,ChkTipoActu,0
2498,5,EditTipoActu,
2499,5,ChkFacturarSi,0
2500,5,ChkFacturarNo,0
2501,5,ChkFacturadoSi,0
2502,5,ChkFacturadoNo,0
2503,5,ChkTipoHistorial,0
2504,5,CboTipoHisto,
2505,5,ChkFecha1Seg,0
2506,5,DateEditFecha1IniSeg,01/01/1900
2507,5,DateEditFecha1FinSeg,07/09/2009
2508,5,ChkFecha2Seg,0
2509,5,DateEditFecha2IniSeg,01/01/1900
2510,5,DateEditFecha2FinSeg,07/09/2009
2511,5,ChkFecha3Seg,0
2512,5,DateEditFecha3IniSeg,01/01/1900
2513,5,DateEditFecha3FinSeg,07/09/2009
2514,5,ChkCampo1Seg,0
2515,5,cbocampo1Seg,
2516,5,ChkCampo2Seg,0
2517,5,cbocampo2Seg,
2518,5,ChkCampo3Seg,0
2519,5,cbocampo3Seg,
2520,5,ChkCampo4Seg,0
2521,5,campo6Seg,
2522,5,ChkCampo5Seg,0
2523,5,campo7Seg,
2524,5,ChkFecha4Seg,0
2525,5,DateEditFecha4IniSeg,01/01/1900
2526,5,DateEditFecha4FinSeg,07/09/2009
2527,5,ChkFecha5Seg,0
2528,5,DateEditFecha5IniSeg,01/01/1900
2529,5,DateEditFecha5FinSeg,07/09/2009
2530,5,cbocampo4Seg,
2531,5,cbocampo5Seg,
2532,5,ChkCampo6Seg,0
2533,5,ChkCampo7Seg,0
2534,5,CboSALDOS,Cuentas Cliente
2535,5,ChkCONCEPTO,0
2536,5,EditCONCEPTO,
2537,5,ChkTIPO,0
2538,5,CboTIPO,PROVISION
2539,5,ChkFECHACUE,0
2540,5,DateDESDECUE,01/01/1900
2541,5,DateHASTACUE,07/09/2009
2542,5,ChkSALDO,0
2543,5,EdtSALINI,-99999999
2544,5,EdtSALFIN,99999999
2545,5,ChkCUEREALI,0
2546,5,ChkCUENOREALI,0
2547,5,CBNoCobrada,0
2548,5,CBCobrada,0
2549,5,ChkCUEFACTU,0
2550,5,ChkCUENOFACTU,0
2551,5,CheckSUBCUEN,0
2552,5,spinsubusucue,0
2553,5,ChkCobros,0
2554,5,CboCobros,Cobros Periódicos Facturados
2555,5,DateCobrosDesde,01/01/1900
2556,5,DateCobrosHasta,07/09/2009
2557,5,ChkRecibos,0
2558,5,CboRecibos,Recibos Remesados
2559,5,DateRecibosDesde,01/01/1900
2560,5,DateRecibosHasta,07/09/2009
2561,5,Cbofecharecibos,Fecha Remesa
2562,5,Chkimpagados,0
2563,5,DateImpagadosIni,01/01/1900
2564,5,DateImpagadosFin,07/09/2009
2565,5,ChkImpagadosCob,0
2566,5,DateImpagadosCobIni,01/01/1900
2567,5,DateImpagadosCobFin,07/09/2009
2568,5,chkImpagadosDef,0
2569,5,DateImpagadosDefIni,01/01/1900
2570,5,DateImpagadosDefFin,07/09/2009
2571,5,chkFecha1,0
2572,5,deFecha1Desde,01/01/1900
2573,5,deFecha1Hasta,30/12/1899
2574,5,chkFecha2,0
2575,5,deFecha2Desde,01/01/1900
2576,5,deFecha2Hasta,30/12/1899
2577,5,chkFecha3,0
2578,5,deFecha3Desde,01/01/1900
2579,5,deFecha3Hasta,30/12/1899
2580,5,chkPerso1,0
2581,5,cbPerso1,
2582,5,chkPerso2,0
2583,5,cbPerso2,
2584,5,chkPerso3,0
2585,5,cbPerso3,
2586,5,chkPerso4,0
2587,5,editCampo4,
2588,5,chkPerso5,0
2589,5,editcampo5,
2590,5,CheckSUBEXPED,0
2591,5,spinsubusuexped,0
2592,5,chkTipExp,0
2593,5,editTipExp,
2594,5,CheckTIPOASU,0
2595,5,ComboTIPOASU,
2596,5,CheckPROC,0
2597,5,EditPROC,
2598,5,CheckJUZ,0
2599,5,EditJUZ,
2600,5,ChkFECHAEXP,0
2601,5,DateDESDEFECHAEXP,01/01/1900
2602,5,DateHASTAFECHAEXP,07/09/2009
2603,5,ChkEXPE,0
2604,5,SpnEXPEINI,0
2605,5,SpnEXPEFIN,0
2606,5,ChkREF,0
2607,5,EdtREFINI,
2608,5,EdtREFFIN,
2609,5,CheckSALDO,0
2610,5,EditSALINI,
2611,5,EditSALFIN,
2612,5,CheckDESCRIPCIONACTUEXPED,0
2613,5,EditDESCRIPCIONACTUEXPED,
2614,5,ChkTIPOACTUEXPED,0
2615,5,CboTIPOACTUEXPED,
2616,5,CheckFECHAACTUEXPED,0
2617,5,DateDESDEACTUEXPED,01/01/1900
2618,5,DateHASTAACTUEXPED,07/09/2009
2619,5,ChkDenoSocial,0
2620,5,EdtDenoSocial,
2621,5,ChkObjSocial,0
2622,5,EdtObjSocial,
2623,5,ChkForOrg,0
2624,5,EdtForOrg,
2625,5,ChkFConstitucion,0
2626,5,DateFConstitucionDesde,01/01/1900
2627,5,DateFConstitucionHasta,07/09/2009
2628,5,ChkFOrg,0
2629,5,DateFOrgDesde,01/01/1900
2630,5,DateFOrgHasta,07/09/2009
2631,5,ChkFCaducidad,0
2632,5,EdtFCaducidad,
2633,5,ChkCapital,0
2634,5,EditCapitalINI,
2635,5,EditCapitalFIN,
2636,5,ChkAcciones,0
2637,5,EditAccionesINI,
2638,5,EditAccionesFIN,
2639,5,ChkValorAcciones,0
2640,5,EditValorAccionesINI,
2641,5,EditValorAccionesFIN,
2642,5,ChkInscripcion,0
2643,5,EdtInscripcion,
2644,5,ChkHoja,0
2645,5,EdtHoja,
2646,5,ChkFolio,0
2647,5,EdtFolio,
2648,5,ChkTomo,0
2649,5,EdtTomo,
2650,5,ChkArchivo,0
2651,5,EdtArchivo,
2652,5,ChkRegistro,0
2653,5,EdtRegistro,
2654,5,ChkEscrituras,0
2655,5,EdtEscrituras,
2656,5,ChkLibros,0
2657,5,EdtLibros,
2658,5,ChkFLibrosConta,0
2659,5,DateFLibrosContaINI,01/01/1900
2660,5,DateFLibrosContaFIN,07/09/2009
2661,5,ChkLibro,0
2662,5,EdtLibro,
2663,5,ChkFCuentas,0
2664,5,DateFcuentasINI,01/01/1900
2665,5,DateFCuentasFIN,07/09/2009
2666,5,ChkCuentas,0
2667,5,EdtCuentas,
2668,5,ChkSocio,0
2669,5,EdtSocio,
2670,5,ChkNumAcciones,0
2671,5,SpinNumAccionesDESDE,0
2672,5,SpinNumAccionesHASTA,0
2673,5,ChkPorcapital,0
2674,5,EditPorCapitalINI,
2675,5,EditPorCapitalFIN,
2676,5,ChkAdmin,0
2677,5,EdtAdmin,
2678,5,ChkMiembro,0
2679,5,EdtMiembro,
2680,5,EdtCargo,
2681,5,ChkCargo,0
2682,5,ChkConsejero,0
2683,5,EdtConsejero,
2684,5,ChkApoderado,0
2685,5,EdtApoderado,
2686,5,ChkRetenciones,0
2687,5,EdtRetenciones,
2688,5,ChkFReten,0
2689,5,DateRetenINI,01/01/1900
2690,5,DateRetenFIN,07/09/2009
2691,5,ChkRegimen,0
2692,5,EdtRegimen,
2693,5,EdtContingencia,
2694,5,ChkContingencia,0
2695,5,ChkRiesgo,0
2696,5,EdtRiesgo,
2697,5,EdtQuiebra,
2698,5,ChkQuiebra,0
2699,5,ChkFIAE,0
2700,5,DateFIAEINI,01/01/1900
2701,5,DateFIAEFIN,07/09/2009
2702,5,EdtIAE,
2703,5,ChkIAE,0
2704,5,ChkFResultado,0
2705,5,DateFResultadoINI,01/01/1900
2706,5,DateFResultadoFIN,07/09/2009
2707,5,ChkResultado,0
2708,5,EditResultadoINI,
2709,5,EditResultadoFIN,
2710,5,ChkImpSocie,0
2711,5,DateImpINI,01/01/1900
2712,5,DateImpFIN,07/09/2009
2713,5,EditCuotaFIN,
2714,5,EditCuotaINI,
2715,5,ChkCuota,0
2716,5,ChkFIRPF,0
2717,5,DateFIRPFINI,01/01/1900
2718,5,DateFIRPFFIN,07/09/2009
2719,5,EditCuotaIRPFFIN,
2720,5,EditCuotaIRPFINI,
2721,5,ChkCuotaIRPF,0
2722,5,ChkFBase,0
2723,5,DateFBaseINI,01/01/1900
2724,5,DateFBaseFIN,07/09/2009
2725,5,EditBaseFIN,
2726,5,EditBaseINI,
2727,5,ChkBase,0
2728,5,ChkFIva,0
2729,5,DateFIvaINI,01/01/1900
2730,5,DateFIvaFIN,07/09/2009
2731,5,ChkIva,0
2732,5,EditIvaINI,
2733,5,EditIvaFIN,
2734,5,ChkFIvaComp,0
2735,5,DateFIvaCompINI,01/01/1900
2736,5,DateFIvaCompFIN,07/09/2009
2737,5,ChkIvaComp,0
2738,5,EditIvaCompINI,
2739,5,EditIvaCompFin,
2740,5,DateOporCierreHasta,30/12/1899
2741,5,ChkOporRef,0
2742,5,EdtOporRef,
2743,5,EditImporteCierreHasta,
2744,5,EditImporteCierreDesde,
2745,5,ChkOporImporteCerrado,0
2746,5,DateOporCierreDesde,01/01/1900
2747,5,ChkOporFechaCierre,0
2748,5,EditPrevisionHasta,
2749,5,EditPrevisionDesde,
2750,5,ChkOporPrevision,0
2751,5,EditProbabilidadHasta,
2752,5,EditProbabilidadDesde,
2753,5,ChkOporProbabilidad,0
2754,5,EditPrecioHasta,
2755,5,EditPrecioDesde,
2756,5,ChkOporPrecio,0
2757,5,EditUnidadesHasta,
2758,5,EditUnidadesDesde,
2759,5,ChkOporUnidades,0
2760,5,CboOporEtapa,
2761,5,ChkOporEtapa,0
2762,5,CboOporEstado,
2763,5,ChkOporEstado,0
2764,5,CboOporFuente,
2765,5,ChkOporFuente,0
2766,5,CboOporCodigo,
2767,5,ChkOporCodigo,0
2768,5,CboOporTipo,
2769,5,ChkOporTipo,0
2770,5,EditOporProducto,
2771,5,ChkOporProducto,0
2772,5,DateOporHasta,07/09/2009
2773,5,DateOporDesde,07/09/2009
2774,5,ChkOporFecha,0
2775,5,chkoporCampoNum1,0
2776,5,chkoporCampoNum2,0
2777,5,chkoporCampoNum3,0
2778,5,chkoporCampoNum4,0
2779,5,chkoporCampoNum5,0
2780,5,ChkoporCampo1,0
2781,5,EdtOporCampo1,
2782,5,chkoporCampo2,0
2783,5,EdtOporCampo2,
2784,5,chkoporCampo3,0
2785,5,EdtOporCampo3,
2786,5,chkoporCampo4,0
2787,5,EdtOporCampo4,
2788,5,chkoporCampo5,0
2789,5,EdtOporCampo5,
2790,5,chkoporCampo6,0
2791,5,EdtOporCampo6,
2792,5,chkoporCampoFecha1,0
2793,5,chkoporCampoFecha2,0
2794,5,chkoporCampoFecha3,0
2795,5,chkoporCampoFecha4,0
2796,5,chkoporCampoFecha5,0
2797,5,chkoporCampoFecha6,0
2798,5,chkoporCampoFecha7,0
2799,5,chkoporCampoFecha8,0
2800,5,ChkoporCampo7,0
2801,5,cboOporCampo7,
2802,5,ChkoporCampo8,0
2803,5,cboOporCampo8,
2804,5,chkoporCampo9,0
2805,5,cboOporCampo9,
2806,5,ChkoporCampo10,0
2807,5,cboOporCampo10,
2808,5,chkoporCampo11,0
2809,5,cboOporCampo11,
2810,5,chkoporCampo12,0
2811,5,cboOporCampo12,
2812,5,chkoporCampo13,0
2813,5,cboOporCampo13,
2814,5,chkoporCampo14,0
2815,5,cboOporCampo14,
2816,5,chkoporCampo15,0
2817,5,cboOporCampo15,
2818,5,chkoporCampo16,0
2819,5,cboOporCampo16,
2820,5,chkoporCampo17,0
2821,5,EdtOporCampo17,
2822,5,chkoporCampo18,0
2823,5,EdtOporCampo18,
2824,5,chkoporCampo19,0
2825,5,EdtoporCampo19,
2826,5,chkoporCampo20,0
2827,5,EdtoporCampo20,
2828,5,chkoporCampo21,0
2829,5,EdtoporCampo21,
2830,5,EdtOporCampoNum1Desde,
2831,5,EdtOporCampoNum1Hasta,
2832,5,EdtOporCampoNum2Desde,
2833,5,EdtOporCampoNum2Hasta,
2834,5,EdtOporCampoNum3Desde,
2835,5,EdtOporCampoNum3Hasta,
2836,5,EdtOporCampoNum4Desde,
2837,5,EdtOporCampoNum4Hasta,
2838,5,EdtOporCampoNum5Desde,
2839,5,EdtOporCampoNum5Hasta,
2840,5,EdtoporCampoFecha1Desde,01/01/1900
2841,5,EdtOporCampoFecha1Hasta,30/12/1899
2842,5,EdtOporCampoFecha2Desde,01/01/1900
2843,5,EdtOporCampoFecha2Hasta,30/12/1899
2844,5,EdtOporCampoFecha3Desde,01/01/1900
2845,5,EdtOporCampoFecha3Hasta,30/12/1899
2846,5,EdtOporCampoFecha4Desde,01/01/1900
2847,5,EdtOporCampoFecha4Hasta,30/12/1899
2848,5,EdtOporCampoFecha5Desde,01/01/1900
2849,5,EdtOporCampoFecha5Hasta,30/12/1899
2850,5,EdtOporCampoFecha6Desde,01/01/1900
2851,5,EdtOporCampoFecha6Hasta,30/12/1899
2852,5,EdtOporCampoFecha7Desde,01/01/1900
2853,5,EdtOporCampoFecha7Hasta,30/12/1899
2854,5,EdtOporCampoFecha8Desde,01/01/1900
2855,5,EdtOporCampoFecha8Hasta,30/12/1899
2856,5,ChkFechaEjer,0
2857,5,DateIniEjer,01/01/1900
2858,5,DateFinEjer,07/09/2009
2859,5,EdtDescripEjer,
2860,5,ChkDescripEjer,0
2861,5,ChkCliOrigen,0
2862,5,CboOrigen,
2863,5,ChkCliZona,0
2864,5,CboZona,
2865,5,ChkCliCargo,0
2866,5,CboCargo,
2867,5,ChkCliDepartamento,0
2868,5,CboDepartamento,
2869,5,ChkCliCampo21,0
2870,5,CboCampo21,
2871,5,ChkCliCampo22,0
2872,5,CboCampo22,
2873,5,ChkCliCampo23,0
2874,5,CboCampo23,
2875,5,ChkCliCampo24,0
2876,5,CboCampo24,
2877,5,ChkCliCampoFecha9,0
2878,5,DateFecha9Desde,30/12/1899
2879,5,DateFecha9Hasta,30/12/1899
2880,5,ChkCliCampoFecha10,0
2881,5,DateFecha10Desde,30/12/1899
2882,5,DateFecha10Hasta,30/12/1899
2883,5,ChkCliCampoFecha11,0
2884,5,DateFecha11Desde,30/12/1899
2885,5,DateFecha11Hasta,30/12/1899
2886,5,ChkCliCampoFecha12,0
2887,5,DateFecha12Desde,30/12/1899
2888,5,DateFecha12Hasta,30/12/1899
2889,5,SpinEmpleadosHasta,0
2890,5,SpinEmpleadosDesde,0
2891,5,EdtEmpresa,
2892,5,EdtSector,
2893,5,ChkClinumempleados,0
2894,5,ChkCliSector,0
2895,5,ChkCliEmpresa,0
2896,5,ChkNOTAS,0
2897,5,EdtNOTAS,
2898,5,ChkCONTACTO,0
2899,5,EdtCONTACTO,
2900,5,CheckCOL,0
2901,5,EditCOL,
2902,5,ChkTRAMITADOR,0
2903,5,EdtTRAMITADOR,
2904,5,DateDESDEFECHANAC,01/01/1900
2905,5,DateHASTAFECHANAC,07/09/2009
2906,5,ChkFECHANAC,0
2907,5,ChkFECHAPERMISO,0
2908,5,DateDESDEFECHAPERMISO,01/01/1900
2909,5,DateHASTAFECHAPERMISO,07/09/2009
2910,5,ChkNIE,0
2911,5,EdtNIE,
2912,5,ChkPASAPORTE,0
2913,5,EdtPASAPORTE,
2914,5,ChkTARJETA,0
2915,5,EdtTARJETA,
2916,5,ChkCampo1,0
2917,5,EditCampo1Exp,
2918,5,ChkCampo2,0
2919,5,EditCampo2Exp,
2920,5,ChkCampo3,0
2921,5,EditCampo3Exp,
2922,5,ChkCampo4,0
2923,5,EditCampo4Exp,
2924,5,ChkCampo5,0
2925,5,EditCampo5Exp,
2926,5,ChkCampo6,0
2927,5,EditCampo6Exp,
2928,5,ChkCampo7,0
2929,5,EditCampo7Exp,
2930,5,ChkCampo8,0
2931,5,EditCampo8Exp,
2932,5,ChkCampo9,0
2933,5,EditCampo9Exp,
2934,5,ChkCampo10,0
2935,5,EditCampo10Exp,
2936,5,ChkFecha1Exp,0
2937,5,DateEditFecha1IniExp,30/12/1899
2938,5,DateEditFecha1FinExp,30/12/1899
2939,5,ChkFecha2Exp,0
2940,5,DateEditFecha2IniExp,30/12/1899
2941,5,DateEditFecha2FinExp,30/12/1899
2942,5,ChkFecha3Exp,0
2943,5,DateEditFecha3IniExp,30/12/1899
2944,5,DateEditFecha3FinExp,30/12/1899
2945,5,ChkFecha4Exp,0
2946,5,DateEditFecha4IniExp,30/12/1899
2947,5,DateEditFecha4FinExp,30/12/1899
2948,5,ChkCampo11,0
2949,5,EditCampo11Exp,
2950,5,ChkCampo12,0
2951,5,EditCampo12Exp,
2952,5,ChkCampo13,0
2953,5,EditCampo13Exp,
2954,5,ChkCampo14,0
2955,5,EditCampo14Exp,
2956,5,ChkCampo15,0
2957,5,EditCampo15Exp,
2958,5,ChkCampo16,0
2959,5,EditCampo16Exp,
2960,5,ChkCampo17,0
2961,5,EditCampo17Exp,
2962,5,ChkCampo18,0
2963,5,EditCampo18Exp,
2964,5,ChkCampo19,0
2965,5,EditCampo19Exp,
2966,5,ChkCampo20,0
2967,5,EditCampo20Exp,
2968,5,ChkFecha5Exp,0
2969,5,DateEditFecha5IniExp,30/12/1899
2970,5,DateEditFecha5FinExp,30/12/1899
2971,5,ChkFecha6Exp,0
2972,5,DateEditFecha6IniExp,30/12/1899
2973,5,DateEditFecha6FinExp,30/12/1899
2974,5,ChkFecha7Exp,0
2975,5,DateEditFecha7IniExp,30/12/1899
2976,5,DateEditFecha7FinExp,30/12/1899
2977,5,ChkFecha8Exp,0
2978,5,DateEditFecha8IniExp,30/12/1899
2979,5,DateEditFecha8FinExp,30/12/1899
2980,5,EditNIF,
2981,5,CheckSubusu,0
2982,5,spinsubusu,0
2983,5,EditCodCliDESDE,
2984,5,ChkCodcli,0
2985,5,EditCodCLIHASTA,
2986,5,chkDir,0
